,acc1,acc2,acc3,acc4,duration
886720,10;-3;0,4;-2;-1,0;-1;14,10;-7;0,886720
886985,,,,,886985
886988,-3;3;16,3;1;-7,0;-6;-10,5;-5;10,886988
887259,,,,,887259
887262,12;1;2,3;-9;-5,-5;-1;-3,4;-7;-1,887262
887545,,,,,887545
887548,7;-11;4,8;-16;0,0;0;1,0;9;3,887548
887812,,,,,887812
887815,-1;3;5,-6;-5;-12,0;7;-7,-7;17;-3,887815
888096,,,,,888096
888099,6;-7;-5,-1;-4;-15,8;-2;-4,8;1;-5,888099
888376,,,,,888376
888378,0;5;13,12;-1;2,0;17;12,2;-3;8,888378
888663,,,,,888663
888666,1;-4;15,-11;3;3,0;8;9,1;8;0,888666
888947,,,,,888947
888950,6;2;-16,8;4;0,-9;11;0,-1;2;1,888950
889221,,,,,889221
889224,-2;6;-4,7;-1;-10,-4;9;-5,1;1;1,889224
889488,,,,,889488
889491,-1;7;-5,-1;15;2,2;7;0,1;12;9,889491
889768,,,,,889768
889772,3;10;-8,2;16;-8,1;-2;0,10;2;-5,889772
890040,,,,,890040
890042,0;16;5,-2;0;0,-4;11;-4,1;15;-10,890042
890315,,,,,890315
890324,0;0;6,4;5;8,-2;6;3,4;12;7,890324
890590,,,,,890590
890592,-3;4;-7,-4;10;2,-1;4;1,-9;-4;2,890592
890864,,,,,890864
890871,3;8;-7,-7;3;2,3;-7;-5,2;13;-4,890871
891139,,,,,891139
891142,0;3;2,-1;9;-13,-6;3;6,-8;11;4,891142
891404,,,,,891404
891407,-1;4;-11,-3;8;11,-3;14;4,0;8;-6,891407
891678,,,,,891678
891681,1;10;1,5;3;2,-8;19;-7,4;13;-4,891681
891949,,,,,891949
891951,-4;-2;0,-7;13;-3,0;3;-11,-4;-1;-14,891951
892224,,,,,892224
892227,-5;21;2,-5;13;-3,-1;3;0,0;-4;0,892227
892491,,,,,892491
892494,-11;-1;2,-11;-6;5,-7;-14;-7,-13;7;-8,892494
892775,,,,,892775
892778,-14;9;-6,-6;14;12,-6;0;-8,0;5;7,892778
893042,,,,,893042
893045,1;5;1,1;-4;6,5;2;-2,1;-3;-1,893045
893322,,,,,893322
893325,5;0;-13,4;0;3,13;15;4,-4;-12;-4,893325
893592,,,,,893592
893595,-13;-17;-1,4;-16;-5,6;-11;-5,7;-12;-5,893595
893873,,,,,893873
893876,7;-10;-3,8;-11;9,9;-9;0,6;-20;-1,893876
894145,,,,,894145
894148,8;2;-9,7;3;-5,1;-10;0,0;3;15,894148
894412,,,,,894412
894419,-3;-8;-1,9;-1;3,-1;-16;9,9;-18;-4,894419
894687,,,,,894687
894690,3;-10;0,1;-6;8,-4;-20;0,-5;-6;14,894690
894962,,,,,894962
894971,6;-12;-4,-5;-19;13,-2;-21;7,0;9;12,894971
895244,,,,,895244
895247,-1;-15;4,9;-11;-13,-6;0;-4,-2;-18;0,895247
895515,,,,,895515
895522,4;-9;-4,-3;-22;-7,9;-24;-4,-7;-24;2,895522
895789,,,,,895789
895791,2;-29;-6,0;-37;0,4;-27;-4,-4;-32;4,895791
896064,,,,,896064
896201,-1;-28;9,-2;-27;3,-4;-23;-7,6;-30;5,896201
896471,,,,,896471
896473,-7;-27;-8,-2;-19;-3,4;-36;0,-1;-28;4,896473
896745,,,,,896745
896748,0;-17;5,2;-12;-10,6;-27;0,0;-26;3,896748
897021,,,,,897021
897024,0;-30;1,9;-25;8,-7;-39;14,6;-3;19,897024
897296,,,,,897296
897299,-9;-31;4,-5;-23;11,-1;-26;18,-1;-27;2,897299
897571,,,,,897571
897574,-7;-13;-7,-8;-11;-21,-4;-12;-4,-7;-10;-11,897574
897847,,,,,897847
897850,-1;-16;-9,-3;-5;10,3;-11;2,-9;-22;1,897850
898130,,,,,898130
898132,-3;-7;2,-13;-12;3,-5;-9;5,-4;-5;1,898132
898397,,,,,898397
898400,17;-11;-4,-5;-1;6,-9;-8;6,-10;-29;6,898400
898675,,,,,898675
898678,-12;-19;2,-2;-2;-4,-10;-18;7,3;-14;10,898678
898948,,,,,898948
898951,-7;-17;-6,-4;-22;-9,0;-12;8,-8;-6;4,898951
899224,,,,,899224
899227,-5;-14;-4,0;-7;2,-1;-22;-13,0;-5;1,899227
899492,,,,,899492
899494,-4;1;-4,-3;-1;0,-10;-11;0,-4;-12;-5,899494
899773,,,,,899773
899776,-6;-4;-1,-7;-4;0,-9;-11;3,-7;-18;9,899776
900044,,,,,900044
900046,-5;-8;-1,-8;-9;-9,-4;-12;-4,-9;1;-2,900046
900316,,,,,900316
900319,-10;-6;12,-5;-2;6,-14;-8;-12,-8;-2;6,900319
900587,,,,,900587
900590,-4;5;-16,0;-4;-11,3;-5;-3,-5;-8;-7,900590
900861,,,,,900861
900871,-4;-11;2,-4;-6;6,0;7;5,-1;6;0,900871
901146,,,,,901146
901149,-5;1;-4,-4;0;-1,-7;-3;0,-1;-5;2,901149
901413,,,,,901413
901422,-4;-12;8,-3;-3;6,0;-8;0,-7;2;-3,901422
901688,,,,,901688
901691,0;4;0,1;-8;0,-5;-2;2,-2;-4;-5,901691
901964,,,,,901964
901972,-1;-10;-4,5;0;-11,-1;0;0,-9;0;-10,901972
902246,,,,,902246
902249,-10;-9;11,-6;-6;8,0;0;17,1;0;-1,902249
902515,,,,,902515
902517,-6;6;5,-5;0;1,-7;3;-15,-5;9;-7,902517
902789,,,,,902789
902792,-12;-4;-1,-7;-4;-2,0;1;4,1;4;-4,902792
903064,,,,,903064
903067,-16;-6;9,0;15;-6,-2;-9;-3,0;-3;-2,903067
903346,,,,,903346
903349,-13;-3;0,8;0;0,0;-4;-7,-2;0;-2,903349
903622,,,,,903622
903624,-11;-4;-4,-6;0;-3,-6;-21;-8,-6;-2;0,903624
903897,,,,,903897
903900,-11;-9;3,-4;-1;-3,-5;-7;3,0;0;2,903900
904172,,,,,904172
904175,-3;0;-2,0;-23;-4,-6;3;0,0;6;2,904175
904453,,,,,904453
904456,-5;-2;-2,3;8;8,-6;-11;-5,-2;0;4,904456
904716,,,,,904716
904719,-10;-5;2,-10;6;-7,-15;-2;-4,7;-9;-3,904719
904992,,,,,904992
904995,5;2;-4,1;4;1,-3;-15;12,-5;1;-1,904995
905267,,,,,905267
905270,-4;-1;15,-6;-7;7,-1;-7;4,-5;-2;6,905270
905542,,,,,905542
905550,-2;-6;-4,-18;-9;6,-5;-6;-9,3;10;-13,905550
905817,,,,,905817
905820,-14;-4;-1,1;-4;-12,-14;2;1,-6;6;-4,905820
906080,,,,,906080
906087,1;3;7,-11;-13;-9,3;-2;6,2;16;3,906087
906363,,,,,906363
906366,0;14;11,-7;-7;-2,-4;-16;0,-2;-12;0,906366
906631,,,,,906631
906640,-10;0;7,-11;-20;-20,4;-2;-1,-7;-15;-19,906640
906906,,,,,906906
906908,-7;-2;2,-2;0;2,0;-24;-8,-8;-18;-8,906908
907181,,,,,907181
907189,5;-6;-9,5;-8;1,0;-9;5,-8;-24;-3,907189
907456,,,,,907456
907458,6;1;-13,10;-16;-6,5;-3;18,3;-17;12,907458
907724,,,,,907724
907727,-8;-13;6,0;-2;-3,-8;-6;1,-7;-15;8,907727
908007,,,,,908007
908010,1;-21;3,-5;-27;-2,5;-10;-7,-3;17;-11,908010
908286,,,,,908286
908290,10;-18;0,2;-11;16,-2;1;6,8;-21;11,908290
908570,,,,,908570
908572,-11;5;2,-6;-16;-11,-6;4;-1,-1;-3;-3,908572
908845,,,,,908845
908848,0;0;-2,-2;-13;-12,-9;-12;-13,1;-4;0,908848
909121,,,,,909121
909123,-7;16;5,0;5;4,-2;3;0,-1;0;-4,909123
909402,,,,,909402
909405,1;-3;-8,2;-13;1,5;-9;4,-5;-28;9,909405
909677,,,,,909677
909679,5;-2;-17,0;-5;-5,0;0;-8,7;-6;-17,909679
909945,,,,,909945
909948,-7;-17;9,0;-25;0,-7;2;-11,-10;-17;3,909948
910227,,,,,910227
910230,-2;0;1,0;-11;13,-3;-9;2,-1;-4;-3,910230
910503,,,,,910503
910507,-6;13;0,3;-3;-3,-12;-8;15,-9;-26;12,910507
910779,,,,,910779
910782,-6;-6;-4,0;-15;3,-4;-7;-5,-1;-12;-8,910782
911047,,,,,911047
911050,-9;-8;0,8;-18;-7,-9;-16;4,4;-2;0,911050
911316,,,,,911316
911325,-12;-21;0,-9;-19;-1,-8;-20;0,-1;-1;8,911325
911592,,,,,911592
911594,-9;10;8,3;-2;5,-4;-1;-16,8;-1;-2,911594
911866,,,,,911866
911874,-5;-3;7,-1;-21;-4,-6;-13;2,-5;-26;2,911874
912142,,,,,912142
912145,-16;-14;0,-7;-18;-6,-3;-5;-7,-8;-9;-14,912145
912410,,,,,912410
912419,-6;-13;-8,-7;1;-10,-3;1;-1,3;1;-8,912419
912687,,,,,912687
912690,3;5;0,-4;-2;-2,-4;18;20,2;-5;11,912690
912961,,,,,912961
912969,-5;-25;2,-8;-9;10,0;-19;0,8;-12;0,912969
913230,,,,,913230
913233,1;-3;-14,9;-2;-7,1;-8;-18,7;-9;6,913233
913507,,,,,913507
913509,3;-2;0,11;8;-19,3;-10;14,11;-5;9,913509
913780,,,,,913780
913783,-6;9;-5,-2;-15;9,-4;1;-13,5;-21;-22,913783
914050,,,,,914050
914053,-2;2;-8,-2;-21;-17,6;6;0,8;7;0,914053
914413,,,,,914413
914416,4;-6;-3,-4;-2;10,-6;0;3,12;3;-4,914416
914689,,,,,914689
914692,15;-14;-5,25;0;-3,14;4;-10,13;-16;-3,914692
914971,,,,,914971
914974,3;-8;1,0;-9;4,16;-14;0,15;-5;-6,914974
915239,,,,,915239
915243,12;-9;-4,21;-2;14,6;-3;-3,9;-9;-1,915243
915526,,,,,915526
915529,21;-6;0,15;-19;7,13;-12;-4,22;-7;-9,915529
915803,,,,,915803
915806,11;1;1,15;2;-7,14;12;2,0;3;0,915806
916093,,,,,916093
916096,5;11;7,12;3;-4,6;7;-2,17;0;10,916096
916365,,,,,916365
916367,22;13;-2,-1;14;5,7;10;13,0;21;14,916367
916640,,,,,916640
916678,4;9;17,0;13;12,3;22;4,0;5;-1,916678
916940,,,,,916940
916943,-5;12;3,8;4;0,3;18;1,7;2;13,916943
917216,,,,,917216
917225,2;18;6,3;-3;-4,5;-2;10,-2;0;3,917225
917491,,,,,917491
917494,-7;6;3,4;21;-2,8;19;5,-1;-10;-7,917494
917767,,,,,917767
917774,-8;-1;15,-2;16;9,-9;12;13,-4;18;25,917774
918041,,,,,918041
918044,-1;4;-7,-6;9;10,5;11;-2,-3;10;-9,918044
918318,,,,,918318
918321,1;17;-16,-1;20;17,0;7;-28,-2;25;16,918321
918594,,,,,918594
918597,-4;18;14,-12;10;-15,-18;11;-3,-14;19;5,918597
918867,,,,,918867
918871,-9;26;14,-5;15;-11,0;12;8,3;3;11,918871
919143,,,,,919143
919146,-7;-5;-15,3;21;13,-20;-1;8,6;6;10,919146
919417,,,,,919417
919420,3;29;-3,-6;20;5,3;-1;8,-5;6;10,919420
919693,,,,,919693
919696,-7;-1;-5,-6;-2;8,-9;6;-4,-9;9;13,919696
919968,,,,,919968
919971,-11;-8;4,4;6;4,0;9;0,-1;6;-6,919971
920248,,,,,920248
920251,-24;-1;5,-9;2;15,-5;1;3,-7;-4;-6,920251
920514,,,,,920514
920517,1;-3;0,-8;-10;-3,-7;2;-4,-1;-1;10,920517
920791,,,,,920791
920794,7;0;-13,-6;3;6,-8;0;4,-6;-1;-15,920794
921063,,,,,921063
921066,4;14;3,0;6;-6,-4;11;8,10;12;-8,921066
921336,,,,,921336
921344,8;2;-14,-1;25;5,13;5;-4,5;0;-2,921344
921607,,,,,921607
921610,2;13;6,7;10;15,12;7;15,10;15;4,921610
921877,,,,,921877
921886,-2;19;16,3;0;3,1;13;17,-4;10;-4,921886
922156,,,,,922156
922158,9;17;15,-3;9;-14,1;5;-17,4;10;16,922158
922420,,,,,922420
922428,8;8;-8,9;8;0,6;20;10,5;12;0,922428
922696,,,,,922696
922699,-2;4;17,0;12;-3,14;-6;-2,1;-2;-3,922699
922966,,,,,922966
922968,7;4;2,9;10;0,2;11;-7,0;-3;11,922968
923240,,,,,923240
923243,3;8;6,-1;10;6,-11;-8;4,-1;6;19,923243
923509,,,,,923509
923512,1;-3;-6,0;0;-9,17;6;2,-1;16;-5,923512
923785,,,,,923785
923788,6;11;-3,-6;15;5,5;6;5,3;16;9,923788
924056,,,,,924056
924059,-7;2;6,-3;18;1,8;12;7,2;7;-2,924059
924335,,,,,924335
924338,-5;-1;1,-1;20;11,-8;12;-1,7;19;9,924338
924605,,,,,924605
924608,-1;25;0,0;20;4,-5;16;10,0;-6;0,924608
924890,,,,,924890
924893,-1;16;5,6;5;-7,-4;23;2,-1;15;6,924893
925161,,,,,925161
925164,-2;24;-3,-8;21;6,-17;13;3,-9;26;4,925164
925430,,,,,925430
925438,-14;20;25,-2;31;-5,-15;20;6,4;27;7,925438
925713,,,,,925713
925716,-15;16;10,-9;17;1,-12;0;-11,-7;14;12,925716
925987,,,,,925987
925995,-15;16;14,-6;18;-5,-5;13;-9,-3;6;-2,925995
926268,,,,,926268
926271,-2;28;-11,-8;27;9,-16;21;-2,-9;29;3,926271
926544,,,,,926544
926553,-3;27;-11,-12;23;-6,-4;19;4,-5;20;10,926553
926825,,,,,926825
926828,-4;31;-6,-2;20;0,-2;33;-11,-4;9;-8,926828
927101,,,,,927101
927109,-7;15;3,-13;13;0,-16;8;13,-13;16;21,927109
927375,,,,,927375
927378,-13;13;1,-16;-1;13,-16;0;0,-9;17;0,927378
927645,,,,,927645
927648,0;2;1,-13;2;10,-11;1;0,-10;0;6,927648
927920,,,,,927920
927923,-11;1;4,-9;-9;-9,-5;-4;1,-9;0;7,927923
928189,,,,,928189
928192,4;-14;15,-10;3;-2,-6;-5;8,-4;-12;0,928192
928471,,,,,928471
928473,-6;-4;-3,0;0;10,8;-3;-5,-4;-5;3,928473
928753,,,,,928753
928756,6;4;0,-3;12;-6,-1;-7;-9,0;3;4,928756
929040,,,,,929040
929043,3;0;11,5;-6;-11,-2;0;-10,-9;-11;-5,929043
929315,,,,,929315
929317,2;-6;-8,6;-6;4,6;-10;3,-3;-1;-2,929317
929593,,,,,929593
929596,-11;6;-8,-1;15;-2,2;9;1,-6;-3;-4,929596
929866,,,,,929866
929868,-5;0;3,-5;-1;-2,-4;5;1,0;-8;5,929868
930147,,,,,930147
930150,-10;4;6,1;-1;2,-6;-1;4,-2;-5;6,930150
930423,,,,,930423
930425,0;-5;1,0;-10;-3,0;-5;7,-6;-4;2,930425
930694,,,,,930694
930701,-3;-5;-1,-6;-8;6,-2;0;7,1;-9;0,930701
930967,,,,,930967
930970,4;-11;-6,4;-4;5,6;0;5,1;-8;-1,930970
931243,,,,,931243
931252,-2;-6;4,-7;-2;-4,-6;-3;-5,9;-2;-5,931252
931517,,,,,931517
931520,7;-6;-14,-2;-9;-14,1;-1;0,0;-2;3,931520
931793,,,,,931793
931802,-2;-1;10,-5;-7;-3,1;-10;2,4;-7;15,931802
932068,,,,,932068
932071,2;-7;-15,5;-4;-5,8;-7;0,11;-6;5,932071
932343,,,,,932343
932345,10;0;-23,8;2;8,13;0;6,11;-7;15,932345
932618,,,,,932618
932621,7;-10;6,5;-11;8,10;-3;9,8;0;-1,932621
932888,,,,,932888
932891,4;3;7,8;0;14,4;-7;-3,9;-6;0,932891
933169,,,,,933169
933172,4;0;0,7;6;1,3;3;3,6;-10;0,933172
933444,,,,,933444
933447,14;2;-1,10;-5;13,11;3;4,9;-4;7,933447
933740,,,,,933740
933743,8;4;0,18;1;9,11;-1;12,15;-5;10,933743
934007,,,,,934007
934009,15;-11;10,23;12;-23,19;0;-3,12;3;13,934009
934288,,,,,934288
934290,8;4;4,19;2;0,15;-7;-2,13;-3;0,934290
934565,,,,,934565
934568,12;2;-4,19;3;6,13;-4;1,16;-10;2,934568
934835,,,,,934835
934843,11;3;0,23;13;3,11;-1;15,22;-4;5,934843
935108,,,,,935108
935110,14;-4;0,15;1;-11,8;-9;6,8;-2;3,935110
935384,,,,,935384
935392,7;14;15,10;8;9,7;5;1,8;-3;3,935392
935665,,,,,935665
935667,8;0;-1,12;-5;-8,7;-8;0,7;-9;-2,935667
935941,,,,,935941
935950,6;0;3,0;7;0,-3;3;5,1;5;3,935950
936221,,,,,936221
936224,5;-5;-5,6;-12;-6,4;-2;-1,4;3;-4,936224
936495,,,,,936495
936498,7;0;2,3;-4;3,5;-4;5,9;-1;11,936498
936767,,,,,936767
936769,6;-8;-2,10;-8;-7,9;-8;2,8;4;10,936769
937043,,,,,937043
937047,5;3;0,7;3;-1,10;0;8,8;0;0,937047
937317,,,,,937317
937319,10;-4;-4,6;-5;4,4;-4;2,1;-2;6,937319
937585,,,,,937585
937588,3;-6;1,0;-2;2,3;0;1,2;0;0,937588
937867,,,,,937867
937870,2;-3;0,6;-4;-3,4;-6;0,0;-4;-3,937870
938144,,,,,938144
938147,1;0;0,1;-2;0,-3;-1;-1,-3;1;-2,938147
938419,,,,,938419
938421,-3;-2;-4,-8;0;0,-11;-5;2,-15;-5;-6,938421
938687,,,,,938687
938689,-16;-1;-8,-20;-2;-4,-16;9;-1,-21;0;-2,938689
938955,,,,,938955
938963,-18;0;4,-16;0;-3,-14;0;-10,-18;2;-14,938963
939237,,,,,939237
939239,-24;1;-14,-19;1;-9,-23;-2;1,-17;13;-7,939239
939513,,,,,939513
939523,-16;7;-14,-19;6;-6,-20;-5;-6,-21;10;-5,939523
939788,,,,,939788
939791,-18;12;-4,-21;23;0,-18;28;-9,-19;12;-8,939791
940063,,,,,940063
940071,-15;16;-6,-8;18;-10,-14;20;-15,-13;20;-6,940071
940346,,,,,940346
940348,-9;26;-9,-7;25;1,-6;24;-2,-7;29;-2,940348
940619,,,,,940619
940628,-5;24;9,-7;19;-19,-11;12;-16,-17;14;-12,940628
940902,,,,,940902
940904,-10;43;-2,-16;42;7,-13;34;17,0;19;-4,940904
941170,,,,,941170
941178,-19;18;9,-6;18;-2,-12;31;0,-10;9;-2,941178
941453,,,,,941453
941455,-11;22;0,-12;17;-9,-14;16;-2,-13;12;-5,941455
941727,,,,,941727
941730,-10;-1;-3,-3;25;-3,-14;13;-1,-6;8;0,941730
942003,,,,,942003
942006,-6;8;-5,-7;12;-2,0;12;-6,-15;5;-2,942006
942275,,,,,942275
942277,-7;-3;4,-9;-8;-5,-10;4;6,-5;-6;-7,942277
942547,,,,,942547
942551,-4;3;-2,-13;5;0,-12;11;1,-15;4;2,942551
942823,,,,,942823
942825,-5;-5;-5,-10;9;4,-10;-1;-6,-12;9;-5,942825
943098,,,,,943098
943101,-14;6;-1,-9;5;-6,-8;7;-6,-13;6;1,943101
943367,,,,,943367
943370,-13;-3;6,-8;0;-3,-9;-3;-3,-9;-4;-5,943370
943642,,,,,943642
943645,-10;4;-8,-11;0;0,-9;5;-3,-11;-1;0,943645
943917,,,,,943917
943920,-10;-7;3,-6;-3;0,-12;-3;0,-12;-5;-3,943920
944198,,,,,944198
944201,-7;-3;0,-8;1;0,-8;-7;2,-6;-1;1,944201
944467,,,,,944467
944471,-13;-6;0,-13;-2;-3,-13;-8;-2,-8;-6;-9,944471
944747,,,,,944747
944750,-8;0;-5,-10;0;-4,-10;-1;-4,-11;-1;0,944750
945015,,,,,945015
945018,-6;-1;0,-12;-6;3,-10;-2;2,-12;-10;0,945018
945299,,,,,945299
945308,-9;-1;2,-10;-6;0,-9;-3;-3,-9;-4;-1,945308
945583,,,,,945583
945586,-9;-10;-1,-12;-8;1,-3;-4;-3,-2;0;-5,945586
945853,,,,,945853
945861,-10;-3;-5,-9;-1;-4,-7;-2;-8,-10;-3;-6,945861
946135,,,,,946135
946138,-8;-1;-7,-5;-4;-1,-5;-1;-7,-4;-2;-4,946138
946404,,,,,946404
946412,-3;-5;-9,-7;-9;-3,-12;2;3,-14;0;3,946412
946682,,,,,946682
946685,-9;-8;-1,-13;1;0,-13;-5;5,-6;-8;1,946685
946955,,,,,946955
946962,-8;-5;-3,-3;-6;2,-4;-4;2,-9;-7;0,946962
947234,,,,,947234
947237,-11;-8;-8,-10;-2;-1,-8;-1;4,-6;0;2,947237
947506,,,,,947506
947508,-8;-10;0,-7;-10;0,-9;-8;-12,-6;-8;-11,947508
947783,,,,,947783
947786,-3;-5;-2,-3;-8;0,-3;-8;0,-4;-2;-2,947786
948056,,,,,948056
948059,-3;-12;0,-4;-4;0,-2;-2;-2,-6;-7;0,948059
948340,,,,,948340
948343,-5;-7;1,-4;-3;1,-2;-7;3,-6;-13;-2,948343
948609,,,,,948609
948612,-8;-4;0,-3;-12;-8,-9;-7;0,0;0;-8,948612
948892,,,,,948892
948895,-8;-8;-1,-7;-8;-2,0;-9;0,-9;-12;4,948895
949166,,,,,949166
949168,-12;-8;4,-8;-3;0,-5;-2;-5,-12;-12;0,949168
949442,,,,,949442
949445,-5;-1;1,-5;-4;-3,-4;-1;-3,-3;-11;0,949445
949710,,,,,949710
949713,-5;-9;2,-3;-8;-1,0;-10;2,-6;-12;-5,949713
949991,,,,,949991
949994,-7;-15;0,-6;-9;0,-1;-6;-1,-6;-10;0,949994
950261,,,,,950261
950264,0;-5;-4,-2;-8;2,-1;-9;-5,-4;-7;-4,950264
950534,,,,,950534
950537,-1;-12;-4,-4;-7;-2,-3;-12;1,-9;-12;2,950537
950798,,,,,950798
950801,-6;-5;0,-3;-15;0,-4;-12;1,0;-6;-8,950801
951074,,,,,951074
951083,-2;-14;0,-10;-9;-4,2;-10;2,-3;-14;-2,951083
951349,,,,,951349
951352,-3;-4;0,-2;-8;0,-7;-3;-6,-10;0;0,951352
951624,,,,,951624
951651,-2;7;5,1;1;-1,-2;1;-1,0;0;-2,951651
951913,,,,,951913
951916,-2;-1;1,1;-6;0,0;0;-5,-3;-5;-10,951916
952183,,,,,952183
952192,4;-4;-3,-3;-5;-2,-7;6;7,-2;0;-3,952192
952463,,,,,952463
952466,1;-3;5,-9;-1;3,-5;4;1,-2;0;-5,952466
952736,,,,,952736
952739,1;-1;1,6;8;-1,-3;0;6,-3;4;-3,952739
953014,,,,,953014
953017,1;-2;-10,2;0;-4,-12;4;5,-3;-4;4,953017
953285,,,,,953285
953288,-4;0;-7,-3;5;5,-11;0;8,-3;9;0,953288
953558,,,,,953558
953560,-2;2;-1,-3;1;2,8;-5;17,-6;8;7,953560
953826,,,,,953826
953829,3;-13;-2,0;0;-8,-1;-6;7,0;0;-7,953829
954137,,,,,954137
954140,10;0;3,0;-6;0,-5;-4;15,-8;6;-18,954140
954402,,,,,954402
954405,0;11;-10,-8;-12;-3,-5;-4;1,0;14;0,954405
954684,,,,,954684
954687,5;-3;1,-13;-15;16,5;-6;5,-16;-3;3,954687
954959,,,,,954959
954961,0;14;1,-5;-20;-5,-1;8;12,-4;9;8,954961
955233,,,,,955233
955236,5;9;-3,-5;0;-3,-1;-3;-6,0;1;-2,955236
955503,,,,,955503
955506,-1;0;-5,1;6;-3,-4;-1;1,-1;-1;2,955506
955778,,,,,955778
955787,0;0;-1,1;-3;-2,0;-19;8,-3;-4;3,955787
956054,,,,,956054
956057,1;-2;-2,2;3;1,1;-2;0,-1;0;-2,956057
956329,,,,,956329
956337,5;-7;0,0;-6;2,-9;-2;6,-7;-3;1,956337
956604,,,,,956604
956607,-1;-11;-5,-6;0;2,-7;4;1,-3;-7;0,956607
956879,,,,,956879
956888,-1;-2;0,-1;-11;-3,4;3;-20,-6;-3;12,956888
957155,,,,,957155
957158,-3;-7;-11,-1;-7;-2,-2;1;18,4;3;1,957158
957437,,,,,957437
957441,-11;1;0,1;-3;-6,-1;-10;-2,12;1;-8,957441
957716,,,,,957716
957719,1;0;9,-5;-11;4,0;0;0,8;5;6,957719
957982,,,,,957982
957985,-3;-2;-8,-21;7;14,3;3;20,0;-6;4,957985
958256,,,,,958256
958259,-13;-4;7,0;-1;8,-1;-7;5,-2;-9;-2,958259
958525,,,,,958525
958528,-1;-1;3,-8;-8;3,2;-3;-3,3;6;1,958528
958800,,,,,958800
958803,0;-4;0,5;-2;-1,2;-9;-2,0;-15;1,958803
959069,,,,,959069
959072,-5;-12;2,-1;-9;7,4;-4;10,0;-3;2,959072
959349,,,,,959349
959352,2;-11;0,-1;-5;4,2;-8;-6,1;-17;0,959352
959620,,,,,959620
959623,0;3;-7,3;-7;-20,1;2;18,0;2;4,959623
959889,,,,,959889
959896,-6;-8;0,-5;-9;0,2;-4;-2,-1;-8;8,959896
960164,,,,,960164
960167,-5;-1;-6,1;0;-1,-5;0;5,1;-9;9,960167
960442,,,,,960442
960450,7;-3;-6,3;-5;6,-10;-1;10,0;-1;-1,960450
960720,,,,,960720
960723,2;-1;-5,1;-14;-6,-4;-10;-3,8;-4;0,960723
960993,,,,,960993
961000,-5;5;2,-7;-16;-1,-1;-9;4,-4;7;7,961000
961272,,,,,961272
961274,0;-4;1,0;2;0,-2;0;-5,0;4;-1,961274
961547,,,,,961547
961550,-12;-7;19,6;-2;26,0;-3;7,9;-6;8,961550
961822,,,,,961822
961824,-6;-8;25,-6;9;5,2;13;19,11;-10;-14,961824
962094,,,,,962094
962097,-8;-1;0,8;0;-9,-1;6;2,7;-19;23,962097
962366,,,,,962366
962369,-3;-15;9,-8;-9;13,0;-4;0,6;-7;17,962369
962635,,,,,962635
962638,0;0;11,-4;-9;7,0;-11;8,-2;-5;4,962638
962912,,,,,962912
962915,0;-7;1,0;1;3,-6;-4;0,4;-7;-7,962915
963186,,,,,963186
963188,-1;-1;-1,2;-3;1,-3;1;2,-2;-18;8,963188
963468,,,,,963468
963471,-8;-10;0,-2;-15;-2,-6;-5;7,5;-14;0,963471
963736,,,,,963736
963738,0;-3;9,-5;-7;6,-4;-7;7,-2;2;0,963738
964019,,,,,964019
964021,2;-6;5,-7;-7;-2,-8;-40;9,5;-15;-6,964021
964287,,,,,964287
964289,-10;-14;13,-6;-8;7,-6;-11;3,3;-3;-3,964289
964561,,,,,964561
964569,3;-5;13,0;-9;3,3;-14;-8,3;-27;-9,964569
964835,,,,,964835
964838,-6;-8;-4,2;-8;-4,-3;-27;6,-5;-34;5,964838
965106,,,,,965106
965114,-11;-21;5,-6;-17;-1,-14;-14;7,-13;-9;8,965114
965374,,,,,965374
965378,-3;-10;1,-2;-6;1,4;-15;-2,3;-12;-7,965378
965645,,,,,965645
965652,0;-10;-4,4;-9;-12,0;-19;-11,12;-19;-10,965652
965914,,,,,965914
965916,10;4;14,-4;-22;-4,-11;-14;7,0;-26;13,965916
966192,,,,,966192
966201,2;-14;-5,-3;-10;3,0;-6;7,-1;-5;-5,966201
966465,,,,,966465
966467,-5;-16;0,-2;-10;2,3;-20;0,0;-13;2,966467
966739,,,,,966739
966747,0;-10;-2,0;-13;1,-2;-13;-1,-2;-8;2,966747
967023,,,,,967023
967026,-4;-5;5,-2;-4;-1,-3;-2;0,-5;0;1,967026
967292,,,,,967292
967296,-1;-9;-4,-5;-4;0,-4;-14;-3,-3;0;-1,967296
967565,,,,,967565
967568,5;-9;-2,-1;-11;4,-4;-11;-3,-3;-6;0,967568
967840,,,,,967840
967843,2;-5;-8,-6;-16;2,11;-8;-14,-4;-8;4,967843
968116,,,,,968116
968119,1;-13;-5,-2;-4;-6,0;-10;6,5;-20;-16,968119
968385,,,,,968385
968387,-3;-3;4,1;-8;9,5;-13;4,-3;3;4,968387
968660,,,,,968660
968664,9;-17;-1,-26;16;20,-12;-14;-4,15;4;-10,968664
968929,,,,,968929
968932,-1;-9;-1,-13;-3;-11,-19;0;-11,-6;-14;18,968932
969204,,,,,969204
969207,-11;-35;17,-12;-4;10,4;-15;-5,0;-16;-4,969207
969480,,,,,969480
969483,6;5;-1,-14;-5;6,-4;7;1,5;2;-21,969483
969754,,,,,969754
969757,-12;5;19,-1;-11;7,6;-4;-8,-6;-21;-13,969757
