,acc1,acc2,acc3,acc4,duration
278905,,,,,278905
278908,-15;-39;-7,-15;-30;-5,-19;-33;0,-12;-34;9,278908
279183,,,,,279183
279186,-14;-45;11,-11;-37;2,-8;-44;-3,-10;-42;-8,279186
279457,,,,,279457
279459,-9;-48;-2,-7;-34;-6,-7;-44;-5,-11;-48;-4,279459
279726,,,,,279726
279729,-7;-41;-5,-10;-37;1,-11;-39;4,-12;-29;2,279729
280001,,,,,280001
280004,-4;-27;-4,-5;-33;-2,-8;-39;-1,-3;-34;-6,280004
280270,,,,,280270
280273,-7;-34;-7,-4;-31;-9,-16;-27;-6,-15;-38;-9,280273
280545,,,,,280545
280548,-16;-26;-3,-20;-21;-2,-16;-26;-7,-21;-28;-2,280548
280819,,,,,280819
280822,-18;-28;-2,-15;-26;-1,-20;-22;-4,-17;-27;-8,280822
281095,,,,,281095
281098,-16;-21;-5,-21;-17;-8,-21;-16;-5,-18;-17;-13,281098
281364,,,,,281364
281366,-23;-18;-7,-20;-7;-1,-24;-5;-9,-23;-9;-5,281366
281646,,,,,281646
281649,-26;-5;-7,-23;0;-10,-17;-10;0,-18;-8;0,281649
281915,,,,,281915
281918,-20;-12;-5,-23;-8;-9,-18;-9;-8,-20;-6;-12,281918
282190,,,,,282190
282193,-26;-4;-2,-23;-6;-8,-22;-7;-13,-21;-5;-5,282193
282462,,,,,282462
282465,-24;-5;-11,-28;-2;-3,-20;-5;-1,-26;-10;0,282465
282750,,,,,282750
282754,-21;-3;-12,-29;-6;-6,-22;7;-4,-27;2;-7,282754
283016,,,,,283016
283019,-26;0;-11,-28;-7;-1,-27;1;-6,-24;-3;-16,283019
283290,,,,,283290
283293,-25;0;1,-29;2;-2,-21;-3;-19,-27;4;-14,283293
283563,,,,,283563
283566,-23;-9;-7,-27;-5;1,-24;2;-5,-23;8;-6,283566
283831,,,,,283831
283838,-32;0;-15,-25;-2;-4,-25;-1;0,-25;-6;-4,283838
284104,,,,,284104
284107,-20;-6;-10,-28;-1;-8,-29;4;-5,-26;1;-10,284107
284380,,,,,284380
284388,-31;0;-8,-26;-1;-7,-14;-3;-10,-20;5;-14,284388
284655,,,,,284655
284657,-26;-8;-5,-26;3;-4,-25;1;-3,-30;1;-2,284657
284931,,,,,284931
284969,-24;-3;-12,-30;-2;-5,-22;7;-12,-23;4;-6,284969
285231,,,,,285231
285234,-23;4;-4,-27;-1;-4,-24;-2;-2,-25;3;0,285234
285505,,,,,285505
285515,-24;0;-8,-23;-4;0,-22;4;0,-18;3;-6,285515
285780,,,,,285780
285784,-20;-1;-5,-27;4;-6,-26;4;-13,-28;-3;-6,285784
286057,,,,,286057
286064,-25;-1;-9,-22;0;-10,-21;-3;-10,-25;4;-9,286064
286331,,,,,286331
286334,-26;0;-4,-25;-1;-1,-24;-4;0,-28;7;-4,286334
286607,,,,,286607
286615,-24;1;-6,-25;-7;-3,-23;-4;0,-23;5;1,286615
286882,,,,,286882
286885,-20;-5;-10,-22;-11;-12,-25;8;-3,-27;-2;-5,286885
287158,,,,,287158
287160,-22;5;-6,-21;-2;-5,-22;-5;-10,-23;5;-13,287160
287432,,,,,287432
287435,-21;0;-7,-23;2;-6,-25;-4;-2,-27;11;-7,287435
287702,,,,,287702
287705,-25;0;0,-20;-2;-7,-22;1;0,-18;-3;-2,287705
287977,,,,,287977
287980,-18;-3;-4,-17;1;-6,-12;-6;-3,-15;-2;-5,287980
288245,,,,,288245
288248,-11;4;-1,-14;-1;-8,-15;-3;-2,-10;0;-2,288248
288522,,,,,288522
288524,-13;-5;-1,-14;3;-10,-19;6;-6,-17;-2;-6,288524
288793,,,,,288793
288796,-19;0;-6,-26;-5;-7,-20;-6;-10,-26;-4;-11,288796
289065,,,,,289065
289069,-26;-2;-13,-19;0;-8,-23;-8;-4,-24;0;-9,289069
289335,,,,,289335
289337,-32;-2;-5,-26;-1;-4,-22;-6;-12,-21;-18;-9,289337
289612,,,,,289612
289615,-26;-9;-4,-24;-4;4,-20;0;0,-18;-2;-5,289615
289885,,,,,289885
289887,-24;-10;-6,-22;-4;-15,-23;0;0,-23;-6;-9,289887
290167,,,,,290167
290170,-18;0;-4,-21;-8;-6,-26;-1;-4,-17;-14;-7,290170
290445,,,,,290445
290447,-15;1;-7,-22;-4;-9,-13;-3;-7,-29;-7;-7,290447
290717,,,,,290717
290720,-19;-6;-6,-21;-3;0,-25;-15;-11,-22;-13;-2,290720
290987,,,,,290987
290990,-28;-7;0,-30;-3;5,-18;-7;-4,-17;-5;-4,290990
291261,,,,,291261
291264,-16;-14;-5,-17;-13;-7,-24;-10;0,-20;-10;-7,291264
291524,,,,,291524
291527,-19;-3;0,-28;-9;-5,-16;-7;-1,-20;0;1,291527
291804,,,,,291804
291807,-20;2;-4,-24;-2;-5,-23;-14;5,-20;2;-2,291807
292075,,,,,292075
292078,-23;-13;0,-16;-14;-5,-11;-6;-38,20;-43;9,292078
292356,,,,,292356
292359,-82;-8;-69,-84;-76;-24,14;-40;-49,-19;-32;7,292359
292625,,,,,292625
292628,-15;-18;-19,-22;-23;-4,-11;-24;1,-17;-10;5,292628
292904,,,,,292904
292908,-19;-5;-6,-17;-13;-2,-19;-7;-6,-23;-9;-8,292908
293172,,,,,293172
293175,-22;-10;-10,-12;-9;-5,-14;-8;-8,-12;-10;-9,293175
293439,,,,,293439
293448,-19;-10;0,-17;-11;-3,-14;-7;-10,-15;-9;-10,293448
293714,,,,,293714
293718,-16;-8;0,-23;0;-8,-20;-4;-8,-18;-9;-7,293718
293982,,,,,293982
293990,-17;-12;1,-22;-8;0,-15;-11;-1,-24;-10;1,293990
294252,,,,,294252
294255,-15;-6;-7,-14;-10;-4,-20;-13;-10,-19;-5;-5,294255
294522,,,,,294522
294531,-19;-5;-2,-15;-10;-2,-15;-8;-5,-17;-5;-6,294531
294803,,,,,294803
294806,-13;-5;-13,-14;-7;-5,-20;-5;-6,-15;0;-1,294806
295080,,,,,295080
295088,-22;-2;-1,-23;0;-4,-20;0;2,-19;2;-8,295088
295362,,,,,295362
295365,-19;-5;-4,-17;-11;-14,-17;-4;-9,-17;3;-6,295365
295631,,,,,295631
295640,-21;0;-11,-20;-3;-4,-15;-1;-8,-17;0;-11,295640
295904,,,,,295904
295907,-14;-9;-5,-18;1;-7,-21;0;-10,-16;-1;-8,295907
296180,,,,,296180
296187,-17;6;-10,-17;-3;-3,-18;7;-2,-17;8;-1,296187
296455,,,,,296455
296458,-19;8;-12,-19;8;-2,-15;8;-8,-19;13;5,296458
296730,,,,,296730
296739,-14;1;0,-8;4;-1,-16;2;-10,-12;-1;4,296739
297005,,,,,297005
297007,-8;-6;-24,5;7;-22,-19;10;-5,-5;-16;-4,297007
297267,,,,,297267
297270,-3;0;0,-9;0;-4,-12;16;4,-11;4;10,297270
297543,,,,,297543
297546,-7;0;8,-6;-1;-6,-9;-3;0,-6;-9;0,297546
297819,,,,,297819
297822,-16;-8;9,-6;9;-9,-13;1;0,-9;3;-11,297822
298101,,,,,298101
298104,-19;7;-2,-7;-9;-2,-10;2;10,-16;-3;-18,298104
298370,,,,,298370
298373,-20;1;-3,-22;-11;5,-16;-14;15,-13;-21;-1,298373
298655,,,,,298655
298658,-15;7;-2,-23;-7;-10,-9;-16;-2,-9;1;5,298658
298925,,,,,298925
298928,-11;-8;-2,-11;5;-15,-17;-4;0,-12;-6;5,298928
299202,,,,,299202
299205,-20;7;2,-5;-11;-29,-10;-1;-20,-20;2;-1,299205
299470,,,,,299470
299472,-17;-1;-1,-15;2;-8,-14;-2;-6,-15;-5;-1,299472
299755,,,,,299755
299758,-12;0;-14,-6;-3;-20,-10;7;-3,-11;-2;-23,299758
300020,,,,,300020
300023,-23;-7;-34,-18;1;4,-21;9;-3,-18;-6;11,300023
300301,,,,,300301
300304,-3;7;-17,-21;5;-8,-20;-4;-9,-10;3;-13,300304
300570,,,,,300570
300573,-9;-7;-12,-12;2;3,-10;-1;-22,-17;4;-2,300573
300851,,,,,300851
300854,-15;4;-1,-11;2;6,-17;3;10,-21;-5;10,300854
301121,,,,,301121
301124,-18;12;-4,-12;8;-10,-14;3;-9,-9;1;2,301124
301417,,,,,301417
301419,-19;0;2,-15;9;-18,-11;-1;6,-12;5;-6,301419
301685,,,,,301685
301687,-3;-14;-5,-11;3;-10,-14;1;-10,-14;0;-9,301687
301960,,,,,301960
301967,-14;2;2,-18;0;-10,-15;1;-1,-16;2;-18,301967
302235,,,,,302235
302238,-11;5;-11,-18;10;-2,-16;3;-3,-15;10;-10,302238
302505,,,,,302505
302515,-11;7;-7,-15;3;-10,-11;9;-3,-9;6;-13,302515
302785,,,,,302785
302788,-13;9;2,-15;3;-7,-16;-3;-3,-10;-2;-10,302788
303060,,,,,303060
303069,-17;1;-4,-18;1;-8,-9;-1;-4,-10;-6;-4,303069
303336,,,,,303336
303339,-17;0;-6,-14;-1;-9,-16;10;0,-18;1;-18,303339
303607,,,,,303607
303616,-15;0;0,-9;-6;-2,-16;5;4,-18;4;-1,303616
303886,,,,,303886
303889,-12;4;-11,-11;4;-5,-17;0;-4,-7;2;-12,303889
304162,,,,,304162
304169,-15;3;2,-10;-1;-11,-11;6;-7,-14;2;-4,304169
304437,,,,,304437
304440,-11;-2;0,-16;3;-7,-15;5;-4,-14;1;-8,304440
304712,,,,,304712
304714,-20;8;3,-6;0;-8,-11;-2;-2,-16;-2;0,304714
304990,,,,,304990
304993,-21;5;-5,-13;-10;-10,-14;0;-11,-9;-9;-12,304993
305263,,,,,305263
305266,-12;-2;-7,-11;-4;1,-8;17;-7,-18;-4;-4,305266
305539,,,,,305539
305542,-21;-3;-3,-12;11;0,-12;3;1,-2;6;-1,305542
305813,,,,,305813
305816,-2;-1;-6,-10;-2;4,-12;-6;0,-24;0;0,305816
306095,,,,,306095
306098,-9;7;-7,-21;5;-2,-17;1;-6,-24;-1;3,306098
306364,,,,,306364
306367,-14;6;-2,-20;5;-1,-17;1;-5,-19;-4;-6,306367
306638,,,,,306638
306641,-17;8;-23,-24;-4;-13,-16;5;-5,-22;-2;-8,306641
306914,,,,,306914
306917,-20;-3;-7,-15;5;3,-21;-3;-3,-23;-20;-15,306917
307190,,,,,307190
307192,-30;-1;6,-16;4;-13,-25;-2;1,-24;8;-10,307192
307461,,,,,307461
307464,-17;3;-8,-23;10;2,-26;0;2,-19;-9;-4,307464
307734,,,,,307734
307737,-25;-9;-2,-13;-1;-7,-19;5;4,-18;4;-11,307737
308002,,,,,308002
308005,-22;-1;-7,-19;0;-7,-24;-12;-7,-11;-3;-14,308005
308283,,,,,308283
308286,-28;3;3,-19;-6;-5,-19;-1;-9,-20;1;-13,308286
308554,,,,,308554
308556,-27;0;-5,-24;-1;-8,-25;-4;3,-28;1;4,308556
308828,,,,,308828
308830,-6;-2;-8,-16;-8;-5,-21;1;0,-19;-2;-3,308830
309092,,,,,309092
309095,-11;-4;-7,-21;0;3,-22;-2;3,-23;-1;-13,309095
309368,,,,,309368
309371,-18;3;-2,-15;3;-5,-20;-2;0,-20;2;0,309371
309642,,,,,309642
309645,-10;-2;0,-10;-5;-1,-14;1;-9,-5;-2;-8,309645
309916,,,,,309916
309924,-11;3;1,-13;-4;1,-6;-2;-2,-6;-4;-2,309924
310200,,,,,310200
310203,-6;4;-4,-8;0;-4,-5;0;-7,-5;-3;-10,310203
310469,,,,,310469
310478,-4;13;-6,-5;7;-10,-9;3;-11,-6;-2;-12,310478
310743,,,,,310743
310746,-6;-2;-11,-5;3;-10,-6;0;-5,-9;3;0,310746
311019,,,,,311019
311026,-7;-3;-6,-5;4;-10,-6;1;-16,-9;4;-15,311026
311290,,,,,311290
311293,-7;1;-5,-4;6;-12,-4;0;-11,-3;2;-8,311293
311557,,,,,311557
311565,-2;7;-10,-3;-1;-5,-3;4;-6,-2;6;-4,311565
311831,,,,,311831
311834,-11;1;-5,-8;0;1,-3;7;-7,-12;0;0,311834
312100,,,,,312100
312103,-14;4;-16,-5;18;6,1;17;-9,-1;5;-5,312103
312376,,,,,312376
312378,2;6;-8,-6;-12;0,-11;-17;-7,-5;-13;-8,312378
312645,,,,,312645
312648,-12;-13;-5,-9;10;0,1;3;-13,-3;14;-1,312648
312921,,,,,312921
312924,-4;-1;-2,-11;-1;1,-6;5;-5,-6;1;-2,312924
313195,,,,,313195
313198,-6;3;-4,-8;-4;-7,-10;0;-8,-8;-5;-8,313198
313470,,,,,313470
313474,-7;-3;-1,-8;-5;-11,-6;-10;-8,-7;0;-4,313474
313741,,,,,313741
313744,-10;-7;-4,-8;-5;-2,-11;0;7,-5;-3;6,313744
314015,,,,,314015
314018,-1;2;0,-6;-2;-5,-3;-8;-6,0;-3;0,314018
314284,,,,,314284
314287,-4;-1;5,0;4;4,-1;-5;7,-5;-1;0,314287
314564,,,,,314564
314567,2;0;2,-6;-2;-4,0;-1;-1,0;1;-3,314567
314834,,,,,314834
314838,-3;1;0,-2;-2;6,1;-2;2,3;2;4,314838
315104,,,,,315104
315112,1;1;-4,-2;2;1,6;2;-12,-1;1;-6,315112
315379,,,,,315379
315382,0;2;2,-2;6;15,-2;13;18,-2;0;4,315382
315650,,,,,315650
315657,5;1;-1,18;15;-13,1;1;-12,7;-5;2,315657
315923,,,,,315923
315926,-1;-8;-20,14;-5;0,3;10;2,0;14;0,315926
316198,,,,,316198
316207,0;5;1,0;1;6,4;3;2,2;10;0,316207
316481,,,,,316481
316484,0;5;-1,3;3;0,1;3;2,1;9;2,316484
316749,,,,,316749
316752,6;1;-5,5;3;0,2;1;-3,7;4;-2,316752
317025,,,,,317025
317027,11;-2;0,11;-3;1,13;-4;0,18;2;0,317027
317299,,,,,317299
317302,15;0;1,14;-3;0,17;2;5,21;4;5,317302
317576,,,,,317576
317578,21;-4;1,20;0;-5,19;-2;-5,24;-1;-3,317578
317850,,,,,317850
317853,23;-1;-5,26;2;2,19;0;-3,23;0;-5,317853
318126,,,,,318126
318129,22;0;-3,25;3;0,30;0;0,26;3;6,318129
318400,,,,,318400
318403,23;6;3,23;-2;10,26;2;3,26;7;-4,318403
318681,,,,,318681
318684,27;0;0,28;3;2,17;-2;7,20;7;-1,318684
318951,,,,,318951
318954,19;-1;-3,21;0;3,17;4;-3,15;0;1,318954
319221,,,,,319221
319246,15;-2;-1,15;4;-3,17;1;0,13;5;-6,319246
319511,,,,,319511
319514,15;4;1,19;0;1,12;1;2,13;-9;1,319514
319783,,,,,319783
319792,15;-2;2,10;-2;2,9;1;5,12;0;-6,319792
320060,,,,,320060
320063,15;-3;0,11;-4;2,11;-7;4,10;-1;7,320063
320329,,,,,320329
320336,12;0;3,15;-3;3,11;-3;10,10;-2;7,320336
320603,,,,,320603
320605,16;0;0,16;2;2,12;1;0,15;-1;0,320605
320878,,,,,320878
320881,8;1;-1,12;2;0,18;0;-6,12;-4;4,320881
321154,,,,,321154
321157,17;-2;1,18;1;0,18;-1;0,19;3;-4,321157
321422,,,,,321422
321425,12;-2;0,15;1;0,21;0;6,20;-8;5,321425
321723,,,,,321723
321726,22;-5;0,17;-6;4,27;-7;8,22;-2;5,321726
321998,,,,,321998
322001,28;0;3,24;-3;8,22;0;0,25;0;3,322001
322274,,,,,322274
322277,20;-5;3,24;-2;5,23;-1;0,22;0;2,322277
322542,,,,,322542
322545,24;-4;7,21;-1;3,27;2;-1,21;4;0,322545
322823,,,,,322823
322826,20;-4;5,23;1;4,25;-1;11,29;5;4,322826
323092,,,,,323092
323095,34;-8;5,33;-2;-1,29;0;13,26;8;9,323095
323369,,,,,323369
323378,25;-6;10,24;-3;18,21;3;4,23;1;10,323378
323643,,,,,323643
323646,26;5;3,25;2;8,28;6;7,23;4;4,323646
323918,,,,,323918
323926,22;1;4,27;7;5,29;5;5,26;4;3,323926
324194,,,,,324194
324197,25;11;2,22;9;4,31;15;2,25;15;3,324197
324463,,,,,324463
324471,25;5;4,24;2;10,27;7;2,28;16;1,324471
324739,,,,,324739
324741,28;11;0,30;6;7,31;12;8,28;14;4,324741
325012,,,,,325012
325015,30;6;-1,28;5;5,26;15;6,28;1;8,325015
325295,,,,,325295
325298,26;13;-1,22;10;9,23;6;5,26;14;7,325298
325578,,,,,325578
325581,22;20;-2,25;21;-4,15;18;8,19;17;0,325581
325854,,,,,325854
325857,24;14;5,23;17;1,23;21;6,24;24;0,325857
326120,,,,,326120
326123,20;24;-1,21;19;-2,24;16;8,25;18;-3,326123
326396,,,,,326396
326398,25;21;-3,22;20;-3,23;19;9,26;19;8,326398
326681,,,,,326681
326684,27;16;5,25;19;4,24;16;8,25;17;5,326684
326955,,,,,326955
326957,32;18;4,26;20;2,30;11;1,26;22;-4,326957
327222,,,,,327222
327225,27;11;3,28;15;9,28;16;9,32;17;-2,327225
327501,,,,,327501
327504,33;15;3,31;11;1,27;8;4,23;16;5,327504
327773,,,,,327773
327776,25;16;6,33;8;2,36;4;8,30;5;1,327776
328048,,,,,328048
328056,28;11;8,27;19;5,30;14;4,33;11;3,328056
328323,,,,,328323
328326,28;8;10,34;9;6,30;5;5,29;10;6,328326
328598,,,,,328598
328605,28;5;4,30;10;7,30;14;6,31;12;6,328605
328872,,,,,328872
328876,30;0;4,33;4;3,32;10;12,31;7;4,328876
329142,,,,,329142
329151,33;5;4,30;9;5,32;9;8,35;7;5,329151
329418,,,,,329418
329420,35;12;5,31;5;7,36;6;8,33;9;7,329420
329689,,,,,329689
329692,33;9;2,34;8;4,36;6;4,31;7;9,329692
329962,,,,,329962
329965,32;6;4,32;8;3,27;8;8,25;10;5,329965
330236,,,,,330236
330240,24;9;6,22;8;4,21;9;5,24;8;1,330240
330513,,,,,330513
330516,21;10;4,21;8;5,23;8;4,20;10;4,330516
330788,,,,,330788
330791,19;9;2,14;8;2,12;6;3,8;10;2,330791
331067,,,,,331067
331070,0;12;1,0;11;3,0;11;-1,1;9;0,331070
331337,,,,,331337
331340,1;12;0,1;12;-1,0;11;-3,0;14;-2,331340
331612,,,,,331612
331621,-3;14;-3,-9;15;0,-16;14;0,-16;20;-1,331621
331884,,,,,331884
331887,-15;19;-1,-15;18;-3,-19;18;-1,-15;19;-3,331887
332161,,,,,332161
332169,-14;24;-1,-15;20;-1,-11;20;-5,-13;28;0,332169
332439,,,,,332439
332442,-9;24;2,-13;28;5,-10;26;-5,-6;25;-6,332442
332712,,,,,332712
332722,-8;31;-4,-6;30;-2,-12;36;-4,-11;34;1,332722
332985,,,,,332985
332988,-17;31;2,-11;24;-4,-9;25;-2,-10;28;0,332988
333253,,,,,333253
333260,-11;34;-6,-14;33;-2,-12;29;-5,-8;34;-3,333260
333528,,,,,333528
333531,-7;24;-3,-9;25;-4,-7;20;-1,-6;19;0,333531
333803,,,,,333803
333811,-9;15;-1,-9;17;-3,-17;12;-2,-19;9;1,333811
334078,,,,,334078
334082,-20;2;-3,-21;-2;-2,-18;-2;-4,-22;0;-8,334082
334350,,,,,334350
334353,-22;0;-4,-26;-1;-1,-25;-3;-3,-28;-2;-4,334353
334623,,,,,334623
334625,-28;-2;-4,-29;1;-3,-25;3;-9,-26;0;-6,334625
334898,,,,,334898
334901,-26;1;-4,-24;6;-6,-22;0;-15,-25;1;-8,334901
335179,,,,,335179
335182,-23;3;-4,-26;2;-2,-24;5;-8,-25;3;-1,335182
335455,,,,,335455
335458,-22;3;-8,-23;2;-5,-21;4;0,-23;0;0,335458
335731,,,,,335731
335733,-19;1;-6,-19;2;-3,-20;2;-3,-22;-2;-15,335733
336006,,,,,336006
336009,-18;0;-8,-21;-3;-10,-19;2;-12,-18;2;-3,336009
336289,,,,,336289
336292,-18;0;-5,-20;0;-7,-18;6;-1,-12;-2;-6,336292
336560,,,,,336560
336563,-19;5;2,-17;8;-6,-11;0;-6,-14;1;-2,336563
336832,,,,,336832
336834,-11;-3;-4,-11;-2;-5,-12;-1;-1,-14;-2;6,336834
337112,,,,,337112
337115,-22;0;-2,-14;-7;-2,-14;0;3,-15;-2;-4,337115
337387,,,,,337387
337390,-24;-5;-8,-22;-8;0,-23;-3;0,-14;-12;-2,337390
337658,,,,,337658
337661,-22;-9;-1,-15;-6;-1,-17;-9;-3,-20;0;-8,337661
337933,,,,,337933
337936,-15;-10;-12,-18;-10;0,-23;-6;5,-16;-7;-3,337936
338202,,,,,338202
338204,-18;-4;-3,-22;-7;0,-17;-7;-9,-17;-7;0,338204
338542,,,,,338542
338544,-15;1;-4,-16;1;-10,-12;-2;-1,-14;-9;0,338544
338814,,,,,338814
338818,-15;-11;-4,-12;-2;-9,-17;0;0,-18;2;2,338818
339084,,,,,339084
339091,-11;-7;-1,-11;-3;-1,-15;0;-1,-13;2;-5,339091
339353,,,,,339353
339355,-13;0;3,-8;-1;-1,-10;-3;-1,-9;0;0,339355
339621,,,,,339621
339631,-12;-5;5,-11;0;2,-8;6;6,-11;-5;0,339631
339897,,,,,339897
339900,-3;-5;0,-10;-4;-1,-8;-2;3,-10;-2;6,339900
340168,,,,,340168
340176,-7;0;-6,-9;0;-7,-4;-2;0,-4;0;-5,340176
340442,,,,,340442
340445,-9;-1;-3,-7;-3;-7,-10;1;-2,-12;0;0,340445
340717,,,,,340717
340726,-5;1;0,-5;0;0,0;2;4,0;4;4,340726
340998,,,,,340998
341001,-2;-6;2,-1;0;0,-1;-4;0,-3;7;7,341001
341270,,,,,341270
341273,0;0;-3,-1;-1;0,2;0;0,2;-6;1,341273
341549,,,,,341549
341552,-1;-3;-2,4;1;-3,0;-2;-3,-5;7;6,341552
341820,,,,,341820
341822,-3;-4;1,-3;-4;-2,-8;4;8,-5;0;-6,341822
342099,,,,,342099
342103,-3;-3;-3,-3;-2;-2,-4;-1;-1,-5;-6;-3,342103
342371,,,,,342371
342373,-7;0;-1,-3;-3;0,-6;-1;2,-2;-2;-3,342373
342649,,,,,342649
342652,-7;-7;0,-3;-2;-7,-4;-3;-1,-4;0;-1,342652
342919,,,,,342919
342922,-10;0;2,-7;0;2,-8;3;-4,-2;-1;4,342922
343193,,,,,343193
343196,-8;-7;-1,-9;-4;4,-3;8;-4,-15;4;-10,343196
343463,,,,,343463
343467,1;-9;3,-4;-3;0,-1;3;9,-5;3;1,343467
343743,,,,,343743
343746,-4;1;6,-6;-7;7,-5;-7;15,-6;0;4,343746
344013,,,,,344013
344016,-7;1;-8,-6;-1;-1,-6;5;2,-2;4;-9,344016
344289,,,,,344289
344297,-7;1;-4,-11;6;0,-2;-5;-10,0;-3;-6,344297
344563,,,,,344563
344566,-2;-1;-7,-10;0;3,-2;0;-4,-4;-2;0,344566
344827,,,,,344827
344835,0;-2;2,-3;-2;-4,-7;-2;0,0;-4;-1,344835
345102,,,,,345102
345104,-4;-3;4,-4;-6;0,-1;3;-2,-2;0;-9,345104
345377,,,,,345377
345387,-2;-2;1,-8;-10;3,-1;-6;1,-6;-5;2,345387
345653,,,,,345653
345656,-3;-3;0,-7;0;-2,0;-3;-10,-2;-8;0,345656
345934,,,,,345934
345937,-2;-6;0,-3;1;0,-4;-1;-1,-2;-9;-7,345937
346215,,,,,346215
346218,-2;-4;0,-2;-3;0,0;-3;1,-6;-3;2,346218
346502,,,,,346502
346504,1;-3;-1,-7;-2;5,-6;-3;-7,-9;-3;0,346504
346778,,,,,346778
346781,-5;-7;-3,-6;4;5,-8;-2;3,-7;-6;-7,346781
347051,,,,,347051
347054,0;0;-9,-4;-2;0,-4;-4;-2,0;-4;2,347054
347323,,,,,347323
347326,-10;1;-5,-7;-5;3,-5;0;0,-6;5;-3,347326
347591,,,,,347591
347594,1;-3;-11,-2;-2;0,-3;0;-1,0;-8;3,347594
347873,,,,,347873
347876,-2;-4;-4,0;0;-10,-6;0;0,-3;1;7,347876
348142,,,,,348142
348145,-3;0;10,0;-6;0,-3;4;5,-4;-4;-3,348145
348422,,,,,348422
348425,-2;4;2,-8;0;-1,-5;-4;-1,-3;0;-7,348425
348693,,,,,348693
348696,-5;-3;-2,0;-5;-9,-1;-2;-8,-7;-9;0,348696
348962,,,,,348962
348971,-1;2;1,-4;-7;-3,-3;0;-3,-6;-6;0,348971
349243,,,,,349243
349246,-5;-7;0,-3;-2;1,-8;0;0,-4;2;-4,349246
349513,,,,,349513
349520,-1;-6;3,-2;-1;-2,-6;-2;6,-1;0;6,349520
349782,,,,,349782
349784,-2;-2;1,1;1;-4,-4;-5;-6,-3;3;-3,349784
350059,,,,,350059
350068,-6;-8;6,0;0;3,-3;1;-1,-5;0;1,350068
350339,,,,,350339
350341,4;-9;0,0;1;-1,-1;-2;-5,0;-6;-1,350341
350610,,,,,350610
350613,0;1;2,2;-2;0,0;-7;3,0;-3;9,350613
350896,,,,,350896
350899,0;1;3,0;0;9,0;-2;8,1;0;2,350899
351164,,,,,351164
351167,4;-1;-2,0;0;-6,-7;-2;1,-6;0;4,351167
351449,,,,,351449
351451,-4;0;-1,-3;-1;0,-3;-9;-1,1;1;-8,351451
351714,,,,,351714
351717,-2;-3;1,-2;-2;0,0;-5;2,0;0;1,351717
351990,,,,,351990
351993,-1;-6;-9,-5;-2;-1,-5;3;0,-2;-3;6,351993
352260,,,,,352260
352262,-1;-7;-6,-7;-1;3,0;0;-10,-3;0;3,352262
352540,,,,,352540
352543,-1;-11;-3,-2;-1;-2,1;-2;-7,0;2;1,352543
352816,,,,,352816
352819,-1;4;-15,-3;-1;-1,-6;1;9,-4;-8;0,352819
353087,,,,,353087
353094,-1;1;-2,-5;0;-2,-2;4;0,-9;-4;7,353094
353360,,,,,353360
353363,-5;-6;-6,-4;-6;0,-1;-8;-2,2;-3;-1,353363
353636,,,,,353636
353645,-2;0;3,-3;0;2,-1;-12;4,-3;7;-7,353645
353917,,,,,353917
353920,-1;0;-9,-2;-6;-2,0;-8;0,2;0;0,353920
354187,,,,,354187
354195,-4;-8;4,-6;2;1,-2;-2;2,-3;-4;-2,354195
354461,,,,,354461
354464,0;0;-9,-4;-1;-3,-2;-1;-1,-2;2;0,354464
354736,,,,,354736
354739,1;-4;-3,-4;1;-1,-1;0;-4,-7;-2;3,354739
355018,,,,,355018
355021,1;1;0,-6;-4;-7,-1;-9;-5,-1;-3;-5,355021
355287,,,,,355287
355290,-2;-6;5,-6;-7;0,2;-1;3,1;-7;-4,355290
355562,,,,,355562
355565,-5;-5;0,-3;-5;4,-1;-2;-7,-7;1;1,355565
355837,,,,,355837
355840,-4;0;1,-5;-6;-1,-3;-2;6,-1;-2;3,355840
356119,,,,,356119
356122,-3;-4;0,1;-4;-2,0;-3;-1,-2;-6;0,356122
356393,,,,,356393
356397,0;-6;-2,-4;-10;6,-10;-4;8,-4;-7;6,356397
356683,,,,,356683
356685,-5;-11;3,0;-2;-3,-1;0;-8,-5;-4;-1,356685
356951,,,,,356951
356954,0;-1;-3,-2;-8;-7,-1;-6;-4,-4;-2;5,356954
357227,,,,,357227
357230,-1;-4;-2,-4;-2;-3,-5;-8;0,-5;0;0,357230
357501,,,,,357501
357505,-7;-7;0,-6;-5;-8,-1;-3;-3,-12;0;-8,357505
357784,,,,,357784
357791,-3;-5;-7,1;-6;-5,-5;0;3,-2;-8;-5,357791
358052,,,,,358052
358054,-6;-8;-8,0;-8;-1,-2;-3;-3,0;-4;-2,358054
358321,,,,,358321
358330,-5;-5;2,-1;0;-2,-6;-7;-3,0;8;-3,358330
358603,,,,,358603
358605,-5;-3;-2,-4;-6;-3,-6;1;4,3;-9;-7,358605
358878,,,,,358878
358920,-2;-2;-9,0;0;-7,-6;-4;4,-1;-4;0,358920
359189,,,,,359189
359192,-3;-3;-1,0;-8;3,-2;0;3,0;0;-3,359192
359454,,,,,359454
359463,-4;-5;1,4;-13;-4,0;-4;4,-2;0;2,359463
359729,,,,,359729
359732,4;-3;-1,-5;3;8,-3;3;4,2;-7;8,359732
359998,,,,,359998
360001,4;-4;-8,1;4;-8,0;-1;-2,0;0;-4,360001
360280,,,,,360280
