,acc1,acc2,acc3,acc4,duration
91177,,,,,91177
91180,0;-5;-10,-12;-2;-4,-7;9;-4,0;-7;-2,91180
91449,,,,,91449
91451,-7;10;-5,-8;2;1,-17;3;2,-9;7;11,91451
91718,,,,,91718
91727,-10;4;-3,-7;1;3,-12;-3;6,-9;8;-11,91727
91992,,,,,91992
91995,-5;0;0,-3;0;-3,-17;5;0,-12;-2;2,91995
92261,,,,,92261
92263,-3;0;9,-13;3;4,-12;8;0,-1;16;2,92263
92535,,,,,92535
92538,-6;5;-11,-9;5;0,2;-1;-4,-9;-4;3,92538
92806,,,,,92806
92809,-7;2;-3,-4;2;-1,-7;-8;-7,-7;4;-11,92809
93083,,,,,93083
93086,-7;8;6,-2;6;-7,-7;3;-5,-6;5;-4,93086
93349,,,,,93349
93352,-9;8;-9,-9;0;-8,-7;-1;-16,-7;5;-10,93352
93629,,,,,93629
93632,-1;-9;1,0;1;-2,-8;0;-2,-5;12;-5,93632
93907,,,,,93907
93911,6;-2;-19,0;-1;-7,-6;-2;-8,0;0;-1,93911
94176,,,,,94176
94184,0;-6;2,-11;5;4,-8;2;4,-1;-2;-9,94184
94450,,,,,94450
94453,-8;8;-2,-12;-6;1,-7;1;1,-16;6;3,94453
94726,,,,,94726
94729,-3;9;2,-5;2;0,-8;0;1,9;6;-6,94729
95008,,,,,95008
95011,-6;3;5,-5;5;4,-8;0;-5,-4;2;7,95011
95279,,,,,95279
95282,-8;1;4,-7;5;12,-2;4;-10,-3;0;-4,95282
95551,,,,,95551
95554,-8;-6;3,-7;1;-2,-7;0;-1,-12;-1;0,95554
95828,,,,,95828
95832,0;-1;-12,-5;4;3,0;8;0,-2;2;9,95832
96096,,,,,96096
96103,-2;5;8,1;-2;12,3;0;3,1;-5;-3,96103
96364,,,,,96364
96367,-5;-2;-1,5;1;-3,0;-5;-2,-4;-3;7,96367
96641,,,,,96641
96644,0;1;1,-5;-2;6,-2;5;11,-8;6;14,96644
96915,,,,,96915
96918,-5;5;19,-9;0;15,-3;-16;11,-5;-7;4,96918
97190,,,,,97190
97193,0;-9;5,-4;-18;0,-3;-2;-7,-2;0;2,97193
97466,,,,,97466
97468,7;-12;4,-4;0;20,3;-13;15,4;-8;10,97468
97728,,,,,97728
97731,4;5;2,-6;-21;13,-2;0;6,4;4;-6,97731
97997,,,,,97997
97999,2;1;-4,5;-5;-18,2;-5;-12,2;-8;-18,97999
98268,,,,,98268
98270,2;-16;-13,0;-9;-12,1;-2;-6,-12;-10;1,98270
98539,,,,,98539
98547,2;-8;-5,-4;-9;-10,5;-1;-10,4;-16;-8,98547
98819,,,,,98819
98821,0;-16;-19,1;-16;-16,1;-9;-17,2;-9;-10,98821
99088,,,,,99088
99091,3;-15;0,-2;-12;-1,-2;-15;-1,6;-15;-22,99091
99367,,,,,99367
99371,3;-4;-8,3;-15;-9,6;-6;0,-3;-10;6,99371
99640,,,,,99640
99642,2;-11;-1,3;-12;1,4;-18;6,2;-5;4,99642
99912,,,,,99912
99915,-3;-13;-1,8;-14;-13,0;-12;-7,8;-14;-1,99915
100191,,,,,100191
100193,8;-9;-12,2;-5;0,-1;-6;6,7;-12;4,100193
100464,,,,,100464
100467,0;-16;1,7;-14;-11,8;-19;-18,8;-12;-11,100467
100731,,,,,100731
100734,10;-7;-3,8;-12;-24,0;0;-3,4;-4;5,100734
101007,,,,,101007
101015,28;0;-2,3;-6;-2,2;-23;-11,-7;-16;-1,101015
101282,,,,,101282
101285,20;-19;-23,8;6;6,8;-12;-3,17;-24;0,101285
101552,,,,,101552
101560,15;-24;-20,16;-17;-30,2;-9;-18,8;1;-15,101560
101832,,,,,101832
101835,5;-7;-4,10;-15;-14,1;0;-8,1;2;-5,101835
102109,,,,,102109
102116,7;-26;1,22;-8;-6,11;-3;7,-10;-16;7,102116
102383,,,,,102383
102386,4;1;21,4;12;8,4;-16;-2,10;-5;-4,102386
102652,,,,,102652
102661,10;-10;-7,15;-8;-9,13;-15;-2,2;-11;-1,102661
102934,,,,,102934
102937,16;-14;-5,8;-17;-5,0;-13;1,1;-10;9,102937
103203,,,,,103203
103206,6;-12;0,9;-6;6,9;-7;0,8;-14;0,103206
103484,,,,,103484
103487,5;-22;5,15;-18;0,3;-20;4,10;-7;23,103487
103753,,,,,103753
103756,2;-12;38,17;-3;5,2;-5;2,1;4;3,103756
104029,,,,,104029
104032,2;7;1,2;10;4,9;-5;0,9;0;8,104032
104300,,,,,104300
104303,0;-4;16,5;0;20,20;-19;15,-3;-5;15,104303
104581,,,,,104581
104583,3;-13;11,12;9;7,23;-5;0,16;5;8,104583
104848,,,,,104848
104851,-3;-2;11,3;-5;2,13;0;7,-1;0;2,104851
105126,,,,,105126
105128,13;-2;9,6;-6;4,6;-8;7,9;-10;2,105128
105394,,,,,105394
105397,12;-16;10,6;4;9,8;10;6,6;8;2,105397
105662,,,,,105662
105689,11;1;-10,5;-4;-1,15;-1;-13,11;3;0,105689
105949,,,,,105949
105952,13;-2;20,3;-10;17,17;0;2,7;-2;5,105952
106224,,,,,106224
106232,16;-2;4,15;-1;6,16;0;0,20;-2;0,106232
106496,,,,,106496
106498,20;0;7,20;-1;-1,16;2;2,17;3;0,106498
106769,,,,,106769
106777,16;-2;11,17;2;6,11;-6;5,15;-2;-3,106777
107038,,,,,107038
107041,17;0;-1,17;0;9,20;5;-1,18;0;7,107041
107307,,,,,107307
107310,15;-1;7,18;-1;2,20;-2;1,19;0;6,107310
107582,,,,,107582
107585,22;0;-1,29;-5;7,16;0;5,25;-4;0,107585
107851,,,,,107851
107854,17;3;7,14;-3;7,19;-4;4,15;-6;16,107854
108132,,,,,108132
108135,21;-1;-1,16;2;10,15;-4;7,20;-1;6,108135
108409,,,,,108409
108411,17;-2;7,19;-2;2,21;0;5,22;-4;1,108411
108683,,,,,108683
108686,17;-2;5,21;0;2,21;-3;7,23;1;9,108686
108952,,,,,108952
108955,18;0;5,20;0;3,26;-6;7,21;-1;9,108955
109232,,,,,109232
109235,22;-1;6,22;0;8,23;-1;5,19;0;8,109235
109503,,,,,109503
109506,21;-5;-2,18;-1;-4,23;-6;0,29;-10;9,109506
109778,,,,,109778
109787,20;-6;6,21;-7;7,26;-8;4,18;3;6,109787
110053,,,,,110053
110056,20;-3;10,21;-6;5,25;-12;7,31;-15;13,110056
110328,,,,,110328
110336,19;-4;10,13;-21;12,19;-21;5,13;-12;10,110336
110604,,,,,110604
110607,21;-20;0,14;-13;3,14;-14;5,14;-17;8,110607
110879,,,,,110879
110887,14;-21;4,16;-24;-1,17;-19;6,8;-18;7,110887
111154,,,,,111154
111157,14;-25;3,9;-27;1,11;-24;-5,8;-17;-7,111157
111438,,,,,111438
111446,13;-24;1,9;-28;0,5;-27;1,6;-23;0,111446
111711,,,,,111711
111714,12;-23;5,12;-22;0,11;-30;2,14;-17;2,111714
111980,,,,,111980
111983,6;-24;2,10;-26;1,7;-21;0,8;-27;1,111983
112258,,,,,112258
112261,8;-21;5,14;-20;4,13;-28;4,12;-20;6,112261
112531,,,,,112531
112534,6;-25;-1,3;-23;3,10;-19;0,0;-26;7,112534
112812,,,,,112812
112815,4;-19;-5,-2;-20;-4,-4;-9;15,-4;-10;33,112815
113081,,,,,113081
113084,-1;-16;8,0;-20;-7,13;-18;5,16;-31;4,113084
113358,,,,,113358
113360,2;-15;-3,2;-9;-8,-2;-4;-4,-1;1;-2,113360
113632,,,,,113632
113635,-8;-2;1,-7;-9;-13,-2;-13;-6,0;-1;-2,113635
113912,,,,,113912
113915,-12;-14;-8,-4;-18;0,-5;-12;10,-13;-4;2,113915
114182,,,,,114182
114185,-6;-4;0,-8;-3;-6,0;-5;-10,-8;-3;0,114185
114457,,,,,114457
114459,-21;-7;-10,-30;-9;-6,-27;0;0,-28;3;0,114459
114726,,,,,114726
114729,-29;10;-6,-28;4;-7,-25;1;-11,-26;7;-6,114729
115012,,,,,115012
115015,-22;-1;-9,-23;0;-2,-16;-3;-14,-18;0;-7,115015
115280,,,,,115280
115283,-18;-6;-8,-23;15;1,-23;-4;-1,-16;-5;1,115283
115553,,,,,115553
115561,-17;-5;1,-17;-5;-15,-17;7;-11,-22;0;-3,115561
115828,,,,,115828
115831,-19;5;-9,-15;-9;-9,-24;-7;-7,-26;-9;-2,115831
116100,,,,,116100
116107,-19;-7;-9,-10;0;-4,-16;2;-3,-15;0;-4,116107
116372,,,,,116372
116375,-18;-5;-5,-14;0;-8,-21;4;-5,-21;0;-5,116375
116647,,,,,116647
116657,-17;0;-12,-19;0;-7,-25;0;-1,-22;-1;0,116657
116937,,,,,116937
116939,-20;-3;-1,-19;5;-2,-24;8;1,-22;1;-3,116939
117208,,,,,117208
117216,-13;-5;-16,-16;-5;-10,-17;-3;-2,-20;2;-3,117216
117486,,,,,117486
117488,-15;1;5,-18;3;3,-17;-2;-5,-16;-1;-6,117488
117758,,,,,117758
117768,-17;-3;-2,-17;-2;-3,-16;-1;1,-20;-4;0,117768
118037,,,,,118037
118040,-18;0;-3,-18;-1;-4,-14;0;-3,-21;-1;0,118040
118310,,,,,118310
118313,-15;4;-2,-14;-3;-9,-17;-4;-6,-14;-1;-12,118313
118587,,,,,118587
118590,-22;3;-11,-6;5;-7,-16;0;3,-2;1;-9,118590
118859,,,,,118859
118861,-8;-3;3,-13;1;-3,-14;7;1,-12;4;-2,118861
119144,,,,,119144
119147,-14;2;-7,-15;1;0,-13;8;0,-21;1;-1,119147
119412,,,,,119412
119415,-14;1;-2,-13;3;-4,-11;-1;-13,-16;0;-2,119415
119688,,,,,119688
119691,-18;4;5,-18;1;0,-10;-1;-6,-13;8;0,119691
119961,,,,,119961
119963,-15;-1;5,-12;5;-2,-14;-1;-5,-9;0;5,119963
120231,,,,,120231
120235,-2;1;-8,-12;4;0,-2;4;9,-1;-8;0,120235
120501,,,,,120501
120504,-3;-10;3,-3;-1;-2,-7;-1;-2,-5;-11;-2,120504
120781,,,,,120781
120784,-4;-1;-9,0;4;-7,0;-1;-4,-13;-1;0,120784
121052,,,,,121052
121055,-5;7;4,-1;-5;-7,-1;5;-3,-1;1;0,121055
121332,,,,,121332
121335,-9;2;-1,-1;-6;0,-7;-15;6,-3;-8;4,121335
121602,,,,,121602
121605,-5;-4;0,-4;3;3,-14;2;1,-13;2;-4,121605
121878,,,,,121878
121885,-4;-8;-7,-2;-3;0,-2;2;-4,-7;5;-13,121885
122152,,,,,122152
122156,-3;1;-15,-16;3;-2,-11;2;-10,-13;9;1,122156
122428,,,,,122428
122436,-15;-4;-10,-7;-7;-5,-14;-2;8,-10;2;-6,122436
122702,,,,,122702
122705,-12;1;4,-8;4;4,-10;6;6,-4;1;0,122705
122966,,,,,122966
122973,-7;3;0,-13;11;5,-6;4;2,-12;-4;0,122973
123242,,,,,123242
123244,0;1;3,-18;-16;5,-6;-3;0,-17;6;7,123244
123516,,,,,123516
123520,-11;4;-13,-6;-4;7,-4;-9;5,-5;-7;11,123520
123830,,,,,123830
123833,1;-10;-8,-1;1;0,-2;-10;-1,-13;-3;0,123833
124105,,,,,124105
124108,-4;-10;-6,-12;0;2,-12;-7;2,-8;8;0,124108
124389,,,,,124389
124391,-10;0;-2,-8;-5;-2,-13;0;8,-3;-2;0,124391
124657,,,,,124657
124660,-5;-4;-10,-12;-4;1,-2;-3;0,2;-9;-4,124660
124941,,,,,124941
124943,-7;-1;3,-3;-4;1,-5;0;8,-8;-2;4,124943
125206,,,,,125206
125209,-2;0;-5,1;-5;-5,0;-5;2,-6;6;-1,125209
125480,,,,,125480
125484,-1;3;-12,-3;-5;-6,-1;-7;0,1;-1;2,125484
125750,,,,,125750
125752,-4;-5;5,-4;1;-1,-3;1;-1,-8;5;1,125752
126056,,,,,126056
126059,-1;-4;0,-6;0;5,-10;1;0,-6;-6;0,126059
126331,,,,,126331
126334,-7;-4;1,-5;-5;0,-7;2;-4,-10;1;5,126334
126607,,,,,126607
126615,-10;0;1,-5;-4;-10,-12;1;-2,-6;0;-10,126615
126888,,,,,126888
126892,-5;-3;1,-8;-1;-4,-8;-2;4,-5;4;-5,126892
127165,,,,,127165
127173,-5;-8;0,-4;-2;2,-4;0;-5,-8;-3;0,127173
127448,,,,,127448
127451,-8;0;2,-10;-3;-2,-8;-6;1,-11;-6;-1,127451
127718,,,,,127718
127725,-7;3;4,-4;1;-5,-6;-1;-1,-6;-3;1,127725
127989,,,,,127989
127992,-4;1;0,-8;-4;0,-4;-3;0,-7;4;-3,127992
128267,,,,,128267
128275,-7;-10;-3,-8;-3;-1,-5;-1;-4,-12;-6;-4,128275
128547,,,,,128547
128550,-6;-7;-2,-9;-6;-5,-9;-3;-2,-6;0;4,128550
128821,,,,,128821
128823,-7;-2;-11,-8;-3;-5,-5;-8;-4,-7;-11;0,128823
129103,,,,,129103
129106,-9;-3;-1,-13;-9;0,-7;0;7,-6;0;-1,129106
129373,,,,,129373
129375,-6;-5;6,-6;-4;-8,-5;-5;-11,-12;-4;1,129375
129647,,,,,129647
129650,-12;-8;5,-11;-2;0,-6;0;-12,-9;-8;-6,129650
129921,,,,,129921
129924,-10;-1;10,-11;-2;2,-8;0;-2,-10;-13;0,129924
130204,,,,,130204
130207,-8;0;0,-12;-5;-4,-14;-9;0,-8;-9;-3,130207
130473,,,,,130473
130477,-11;-6;2,-10;-10;-2,-8;-4;-4,-10;-9;-1,130477
130757,,,,,130757
130760,-11;-7;-6,-8;-16;-9,-2;-5;-2,-13;-2;5,130760
131031,,,,,131031
131033,-10;-10;4,-5;-12;-13,-4;-2;-1,-8;-8;-3,131033
131306,,,,,131306
131309,-5;-4;-3,-5;1;-3,-8;-1;7,-10;-7;3,131309
131576,,,,,131576
131579,-1;-6;-21,-4;0;2,-11;-2;7,-7;0;0,131579
131855,,,,,131855
131858,6;-9;14,-6;-4;20,0;-8;0,0;0;-13,131858
132125,,,,,132125
132128,0;-4;5,-7;-17;-1,-3;-3;-14,-4;-8;-5,132128
132393,,,,,132393
132401,-3;-8;0,-5;-4;2,-8;-10;-1,-7;2;-7,132401
132663,,,,,132663
132665,-1;-7;11,-5;-7;9,-6;-1;-1,-6;-6;0,132665
132938,,,,,132938
132946,0;2;-3,-4;-1;2,-5;-2;-3,-7;-2;0,132946
133214,,,,,133214
133216,3;0;-12,-6;-2;3,0;-7;0,-4;0;0,133216
133488,,,,,133488
133495,-4;-3;11,-1;0;7,-2;0;1,0;4;-4,133495
133765,,,,,133765
133767,-3;-4;1,-2;0;5,-1;0;6,0;0;4,133767
134048,,,,,134048
134051,0;-6;14,-1;-2;3,0;-6;4,-1;-1;4,134051
134327,,,,,134327
134330,3;-5;1,0;2;1,-5;-3;2,4;-6;3,134330
134601,,,,,134601
134604,4;3;6,0;-6;-7,-3;0;2,6;-12;0,134604
134872,,,,,134872
134874,1;-5;3,4;-11;1,2;-15;4,13;-6;6,134874
135140,,,,,135140
135143,8;-4;-2,3;-7;9,8;-2;0,6;-6;9,135143
135424,,,,,135424
135426,6;-3;-3,7;0;-1,10;-8;-4,10;-7;2,135426
135691,,,,,135691
135694,7;-1;3,8;-2;4,11;-9;6,4;-2;11,135694
135970,,,,,135970
135973,10;2;3,7;7;-6,3;5;3,5;7;7,135973
136241,,,,,136241
136244,8;12;1,3;20;0,6;18;2,13;11;0,136244
136526,,,,,136526
136535,11;12;0,7;11;2,9;18;2,9;21;8,136535
136805,,,,,136805
136808,3;23;8,1;29;5,6;23;-3,4;13;-3,136808
137079,,,,,137079
137086,1;22;-7,2;19;-6,0;16;0,-2;20;0,137086
137358,,,,,137358
137361,2;21;4,3;18;2,3;22;2,1;20;0,137361
137630,,,,,137630
137638,-7;33;1,-4;32;-2,-10;27;-1,-8;26;-1,137638
137907,,,,,137907
137910,-2;22;5,-6;28;10,-7;42;6,-5;31;-2,137910
138177,,,,,138177
138180,-2;29;-15,-3;28;-16,-7;28;-10,-4;28;-14,138180
138450,,,,,138450
138452,-4;35;-5,-2;32;0,-5;30;-2,-5;27;-4,138452
138727,,,,,138727
138730,-5;27;-6,-8;12;-7,9;11;-8,-5;23;-2,138730
139006,,,,,139006
139010,0;23;-5,-7;24;1,-2;24;-2,-8;14;-6,139010
139278,,,,,139278
139281,-4;17;-8,-5;22;-5,-9;16;0,-5;10;-6,139281
139551,,,,,139551
139553,-8;11;4,-9;6;2,-12;6;-1,-9;9;-5,139553
139820,,,,,139820
139823,-8;5;-6,-11;6;-8,-11;5;-10,-13;0;-5,139823
140099,,,,,140099
140102,-9;-1;-4,-14;-1;-2,-17;-4;-4,-12;1;-3,140102
140369,,,,,140369
140372,-13;3;-3,-19;5;-5,-16;1;-4,-15;1;-4,140372
140652,,,,,140652
140655,-17;4;-9,-18;5;-7,-15;1;-10,-16;-1;-3,140655
140921,,,,,140921
140923,-9;5;-1,-18;4;2,-16;1;-2,-16;1;-5,140923
141196,,,,,141196
141199,-9;-2;-8,-14;0;-3,-18;0;-5,-18;6;2,141199
141465,,,,,141465
141468,-13;3;-4,-17;4;-2,-13;-4;-7,-14;-5;-11,141468
141743,,,,,141743
141746,-12;-1;-2,-16;1;3,-14;4;0,-20;2;-1,141746
142010,,,,,142010
142013,-14;1;-10,-11;0;-9,-11;-2;0,-14;3;-3,142013
142286,,,,,142286
142295,-13;-4;-7,-17;1;0,-20;6;-1,-5;1;-7,142295
142566,,,,,142566
142569,-6;1;-7,-9;6;0,-7;12;1,-5;-4;-2,142569
142837,,,,,142837
142872,-9;0;0,-11;-4;1,-5;-3;0,-17;8;-7,142872
143137,,,,,143137
143139,-15;7;-7,-22;2;-5,-12;1;-2,-10;0;-11,143139
143406,,,,,143406
143415,-11;1;-8,-11;-4;-3,-12;3;-6,-11;10;-6,143415
143680,,,,,143680
143683,-15;2;4,-7;-6;-1,-7;3;-5,-11;-1;-5,143683
143948,,,,,143948
143956,-17;-2;5,-7;1;-11,-12;-3;-9,-18;1;0,143956
144225,,,,,144225
144228,-11;4;0,-8;4;-3,-6;-5;0,-17;-1;0,144228
144493,,,,,144493
144496,-18;1;-11,-17;5;-1,-7;0;-13,-10;-2;-3,144496
144768,,,,,144768
144771,-18;5;10,-7;-1;0,-9;-2;-5,-17;-14;-1,144771
145038,,,,,145038
145041,-16;9;0,-10;0;-1,-7;1;1,-6;-4;-8,145041
145312,,,,,145312
145315,-6;-15;0,-7;5;-4,-11;-1;6,-9;0;-2,145315
145588,,,,,145588
145591,-6;-11;-4,-3;-2;-4,-11;-2;-2,-9;2;1,145591
145863,,,,,145863
145865,-1;9;-8,-1;3;-8,-10;12;-3,-13;-5;6,145865
146132,,,,,146132
146136,-6;3;0,-7;12;-2,-6;20;5,-4;1;5,146136
146416,,,,,146416
146418,4;18;-10,-7;21;-15,-15;9;-2,-5;13;-1,146418
146689,,,,,146689
146692,-12;-9;-16,-9;-11;-10,3;8;-10,-10;-9;-4,146692
146970,,,,,146970
146973,-4;9;5,-4;15;0,-1;-13;-5,5;4;2,146973
147239,,,,,147239
147243,-6;-5;-10,-4;3;2,-9;-18;0,2;-3;-4,147243
147520,,,,,147520
147523,-5;0;3,0;8;-3,-7;-8;2,-4;11;2,147523
147789,,,,,147789
147792,-6;13;-3,13;7;-7,-11;-8;-1,-2;-6;-3,147792
148066,,,,,148066
148074,-1;9;0,5;8;4,-1;7;9,4;3;0,148074
148340,,,,,148340
148343,-5;-1;-5,-4;0;-7,-5;-3;-6,-3;9;-5,148343
148622,,,,,148622
148629,6;11;0,7;7;-12,-4;-1;-6,-16;-4;5,148629
148890,,,,,148890
148893,0;2;1,-5;-2;-1,3;6;-12,-17;-3;6,148893
149155,,,,,149155
149165,3;-12;0,-2;2;3,-5;-9;5,-4;0;3,149165
149429,,,,,149429
149432,-3;-5;-7,1;0;5,0;-7;-7,1;3;1,149432
149704,,,,,149704
149707,5;10;-2,-10;-7;4,-5;-4;-5,-4;2;-3,149707
149980,,,,,149980
149983,-2;6;6,0;4;1,-10;-1;4,-1;-5;-6,149983
150249,,,,,150249
150251,-2;5;-8,-8;-3;-7,0;-12;-5,6;-1;0,150251
150524,,,,,150524
150528,0;-6;0,-7;-4;2,4;-12;5,1;-5;-3,150528
150801,,,,,150801
150803,-3;3;1,-1;5;1,4;-1;-2,7;1;-8,150803
151076,,,,,151076
151079,10;-3;-6,3;-8;0,-6;0;-3,-9;2;1,151079
151346,,,,,151346
151349,-1;-5;-1,1;2;3,0;5;-1,6;0;2,151349
151618,,,,,151618
151621,0;4;-2,2;2;1,0;2;1,-4;0;-2,151621
151887,,,,,151887
151890,8;4;-6,-5;9;-3,0;4;-6,3;-13;8,151890
152157,,,,,152157
152164,3;8;1,4;-7;0,3;2;0,3;8;-4,152164
152432,,,,,152432
152435,-3;-7;6,3;6;-3,-1;2;7,0;-7;15,152435
152708,,,,,152708
152716,1;-4;-5,9;5;-7,16;3;-5,-5;4;3,152716
152982,,,,,152982
152985,1;-4;4,0;7;13,2;10;2,7;-12;-8,152985
153251,,,,,153251
153259,8;-9;-3,6;0;-1,10;4;3,2;-2;7,153259
153521,,,,,153521
153523,0;-4;15,9;3;9,-4;5;13,2;5;4,153523
153790,,,,,153790
153793,6;1;-3,0;-11;-7,7;6;-9,15;1;0,153793
154065,,,,,154065
154068,6;5;1,0;0;15,10;8;3,1;-13;1,154068
154337,,,,,154337
154339,10;-6;5,4;-3;1,0;-2;0,12;-2;2,154339
154609,,,,,154609
154612,8;-2;8,8;-10;0,11;-3;-3,5;4;0,154612
154885,,,,,154885
154888,7;2;-5,14;-5;3,5;-3;7,8;-2;-3,154888
155161,,,,,155161
155164,5;-19;15,14;2;6,4;-16;9,18;-3;-2,155164
155428,,,,,155428
155431,12;8;-1,10;1;7,17;1;6,13;0;7,155431
155709,,,,,155709
155712,4;4;1,7;6;4,10;3;2,8;0;0,155712
155975,,,,,155975
155978,8;-6;-3,4;0;3,11;0;0,9;2;12,155978
156249,,,,,156249
156257,13;-8;4,14;-6;7,11;3;7,5;-13;1,156257
156524,,,,,156524
156527,6;0;7,3;-1;5,14;5;-1,13;-2;-4,156527
156792,,,,,156792
156800,10;-4;0,6;-9;-1,11;-1;6,6;-3;2,156800
157075,,,,,157075
157078,11;-6;4,-5;-13;3,-2;8;-33,8;8;-19,157078
157347,,,,,157347
157357,-5;-17;26,16;-13;50,6;-6;40,0;-9;16,157357
157624,,,,,157624
157627,-2;5;7,-4;3;-22,4;0;-29,5;0;-25,157627
157898,,,,,157898
157901,5;-5;-3,8;0;11,9;-16;48,14;14;59,157901
158181,,,,,158181
158184,-1;2;1,3;-8;-11,1;4;-8,-9;15;1,158184
158450,,,,,158450
158453,11;0;-7,-10;1;3,-3;1;3,6;-2;4,158453
158732,,,,,158732
158735,-2;-6;0,6;-11;-6,1;-10;3,-1;-7;3,158735
159001,,,,,159001
159004,8;11;-4,7;2;0,2;1;1,1;10;7,159004
159277,,,,,159277
159279,-6;-7;13,6;-9;2,1;-9;1,7;11;2,159279
159549,,,,,159549
159552,5;3;0,2;-1;3,8;10;4,7;8;0,159552
159821,,,,,159821
159823,11;9;4,4;1;3,3;5;2,5;1;7,159823
160090,,,,,160090
160092,3;-2;10,6;5;5,3;5;6,10;-1;6,160092
160365,,,,,160365
160373,8;1;0,1;-7;-3,11;1;3,7;8;3,160373
160652,,,,,160652
160655,-1;-4;4,4;-7;5,4;-5;0,7;-8;1,160655
160928,,,,,160928
161016,9;3;6,5;-2;5,-5;2;5,10;11;0,161016
161286,,,,,161286
161288,12;4;2,6;13;0,6;-1;6,6;5;5,161288
161555,,,,,161555
161558,0;2;-2,5;3;9,-3;25;-6,9;-4;-5,161558
161828,,,,,161828
161831,2;4;10,8;6;-2,-2;2;-9,12;-8;-10,161831
162104,,,,,162104
162107,5;1;-8,8;0;9,11;-4;3,7;3;0,162107
162379,,,,,162379
162382,4;1;-12,9;-4;-7,8;14;6,5;-4;1,162382
162655,,,,,162655
162658,6;-2;12,10;-6;12,7;-6;13,3;1;-2,162658
162938,,,,,162938
162940,8;0;4,-2;0;7,6;-3;-6,11;-2;0,162940
163205,,,,,163205
163208,10;-11;1,7;0;1,12;3;3,15;1;0,163208
163636,,,,,163636
163639,7;2;4,4;-3;1,0;-2;3,10;-6;4,163639
163906,,,,,163906
163909,15;-7;0,19;3;2,14;1;6,9;-12;5,163909
164182,,,,,164182
164190,10;0;0,17;-10;3,14;-15;5,12;-5;0,164190
164456,,,,,164456
164459,12;0;0,8;0;3,9;0;0,14;0;0,164459
164726,,,,,164726
164734,8;-1;5,14;-10;5,16;-2;-1,7;0;-1,164734
165007,,,,,165007
165010,6;-8;-4,9;-3;0,13;-4;4,7;-2;11,165010
165282,,,,,165282
165289,5;-2;0,4;5;0,8;5;-1,4;2;-3,165289
165564,,,,,165564
165567,7;-7;-5,10;-10;0,3;-6;4,2;-2;1,165567
165837,,,,,165837
165839,2;-4;0,4;-4;6,3;-1;1,7;-1;4,165839
166120,,,,,166120
166123,11;10;5,12;-2;3,11;-3;-1,12;3;0,166123
166390,,,,,166390
166392,12;6;0,10;13;3,9;4;1,9;4;0,166392
166665,,,,,166665
166668,9;5;0,10;4;1,9;2;5,10;9;6,166668
166936,,,,,166936
166939,6;8;1,6;5;4,10;8;1,7;13;0,166939
167209,,,,,167209
167213,7;7;3,9;7;3,7;5;6,6;10;2,167213
167485,,,,,167485
167488,15;3;3,18;0;4,9;3;3,5;11;1,167488
167756,,,,,167756
167763,7;17;-3,3;14;0,0;12;-2,-2;5;-3,167763
168029,,,,,168029
168032,-1;8;0,-2;5;1,-3;11;0,0;8;-3,168032
168306,,,,,168306
168314,-1;10;2,0;10;-1,0;10;-1,0;11;-3,168314
168585,,,,,168585
168588,0;11;1,2;13;9,-1;28;3,-2;27;-9,168588
168860,,,,,168860
168867,-4;4;-10,-4;2;-7,-8;9;-6,-6;20;-6,168867
169129,,,,,169129
169133,-5;24;1,-6;26;7,-4;22;6,-6;23;3,169133
169411,,,,,169411
169413,-6;16;-4,-10;9;-6,-9;5;-10,-11;7;-9,169413
169686,,,,,169686
169689,-11;10;-4,-9;11;-4,-9;13;0,-12;14;0,169689
169962,,,,,169962
169965,0;13;-1,-6;16;-3,-9;8;-4,-7;4;-12,169965
170236,,,,,170236
170240,-6;8;-8,-12;12;-3,-8;17;-5,-12;19;-1,170240
170507,,,,,170507
170510,-8;17;3,-8;14;0,-9;16;0,-6;16;-4,170510
170781,,,,,170781
170783,-10;14;-4,-9;8;-9,-9;10;-5,-9;12;-4,170783
171049,,,,,171049
171053,-10;10;-4,-14;9;0,-11;10;0,-10;10;-4,171053
171336,,,,,171336
171338,-14;8;-1,-10;7;-3,-9;10;0,-11;12;-1,171338
171600,,,,,171600
171603,-13;10;-4,-13;9;-7,-12;9;-5,-13;12;-2,171603
171881,,,,,171881
171884,-16;14;0,-13;11;-5,-13;10;-6,-12;10;-3,171884
172150,,,,,172150
172153,-10;11;-4,-11;12;-4,-12;15;-4,-12;14;-4,172153
172420,,,,,172420
172422,-11;14;-4,-9;13;-4,-10;9;-1,-10;8;-3,172422
172689,,,,,172689
172692,-10;10;-5,-8;9;-4,-10;11;-1,-8;12;-1,172692
172971,,,,,172971
172974,-8;11;-2,-7;6;-2,-9;7;-3,-8;7;-2,172974
173240,,,,,173240
173243,-7;10;0,-8;13;-6,-8;10;-6,-11;10;-7,173243
173510,,,,,173510
173517,-10;9;-8,-12;7;0,-12;9;-3,-9;8;-3,173517
173777,,,,,173777
173780,-9;13;-2,-9;12;-6,-11;11;-5,-11;10;-5,173780
174054,,,,,174054
174062,-8;10;0,-9;16;-3,-8;12;-3,-11;9;-2,174062
174328,,,,,174328
174331,-3;12;-3,-1;7;-1,-4;7;-1,-2;6;-4,174331
174604,,,,,174604
174611,-4;6;0,-4;8;-1,-4;9;0,-6;12;0,174611
174887,,,,,174887
