,acc1,acc2,acc3,acc4,duration
315936,,,,,315936
315939,-19;2;-4,-19;1;-3,-18;1;0,-16;3;-1,315939
316215,,,,,316215
316217,-18;3;-5,-18;2;-3,-17;2;-2,-16;6;-5,316217
316486,,,,,316486
316489,-15;4;2,-13;4;-1,-17;2;0,-18;5;2,316489
316768,,,,,316768
316771,-15;4;-7,-14;2;-5,-13;4;-3,-15;3;-5,316771
317037,,,,,317037
317040,-18;4;-2,-15;3;-3,-15;7;-2,-16;6;-1,317040
317316,,,,,317316
317318,-14;3;-5,-15;5;-2,-13;7;-4,-11;2;0,317318
317588,,,,,317588
317591,-12;4;0,-12;5;-3,-8;5;-5,-14;2;-5,317591
317869,,,,,317869
317872,-14;2;1,-12;6;0,-15;3;-1,-11;3;-4,317872
318138,,,,,318138
318141,-15;4;-6,-16;8;0,-14;4;-3,-11;3;-1,318141
318407,,,,,318407
318414,-15;4;-1,-16;3;3,-15;8;-7,-13;5;-4,318414
318686,,,,,318686
318689,-12;6;-4,-10;4;0,-12;8;-1,-18;0;-3,318689
318955,,,,,318955
318964,-1;1;-7,-11;5;-4,-14;7;-6,-11;1;-2,318964
319227,,,,,319227
319230,-9;3;2,-16;15;-5,-16;13;-2,-13;-1;-2,319230
319503,,,,,319503
319511,-12;6;-2,-12;5;-5,-18;7;-9,-9;6;0,319511
319777,,,,,319777
319780,-11;4;-2,-10;6;-3,-7;4;1,-8;6;-2,319780
320047,,,,,320047
320055,-10;7;0,-8;3;-2,-8;5;-7,-8;8;-5,320055
320316,,,,,320316
320319,-13;7;3,-11;2;-4,-13;2;-3,-15;5;-5,320319
320585,,,,,320585
320588,-12;2;-6,-14;3;0,-14;6;-5,-16;5;-7,320588
320860,,,,,320860
320863,-18;5;0,-13;5;3,-13;6;2,-17;4;4,320863
321129,,,,,321129
321132,-15;4;1,-9;0;-5,-12;6;-2,-6;0;-3,321132
321404,,,,,321404
321408,-16;7;-3,-14;1;-2,-8;-1;-4,-9;-3;-8,321408
321679,,,,,321679
321682,-17;7;0,-17;8;-2,-11;5;-9,-16;7;0,321682
321964,,,,,321964
321966,-15;7;1,-15;6;-6,-9;3;0,-8;7;0,321966
322230,,,,,322230
322233,-10;4;0,-14;8;-4,-9;4;0,-12;8;1,322233
322515,,,,,322515
322518,-9;5;-6,-9;7;-2,-12;6;2,-10;1;-3,322518
322788,,,,,322788
322791,-1;7;-4,-7;0;0,-4;-3;5,-13;6;3,322791
323067,,,,,323067
323070,-8;1;-11,-1;0;1,-21;6;0,-14;4;2,323070
323344,,,,,323344
323347,-9;5;1,-10;1;0,-10;3;0,-9;8;-6,323347
323619,,,,,323619
323628,-7;3;-5,-7;7;-11,-7;6;3,-11;5;-1,323628
323894,,,,,323894
323897,-10;4;-1,-5;4;1,-5;4;-1,-4;-1;-4,323897
324166,,,,,324166
324173,-2;5;-4,-5;7;-4,-7;3;0,-3;2;-1,324173
324439,,,,,324439
324442,-5;4;-1,-2;5;-9,-5;3;-2,-1;3;3,324442
324707,,,,,324707
324716,-4;2;3,-5;4;1,-4;5;-3,-4;4;-3,324716
324983,,,,,324983
324985,-5;8;-2,-1;3;0,-4;6;-1,-3;2;-6,324985
325258,,,,,325258
325261,-3;9;-6,-1;1;2,-1;1;4,-4;4;0,325261
325541,,,,,325541
325544,-4;2;6,-2;4;1,-3;8;-2,-3;8;-5,325544
325808,,,,,325808
325811,-3;4;-3,-6;11;-1,-3;2;2,-4;4;0,325811
326094,,,,,326094
326096,-1;4;-6,-2;4;-4,-1;2;-2,-4;4;-1,326096
326359,,,,,326359
326362,-5;6;-1,-6;6;2,-6;9;3,-4;5;-1,326362
326628,,,,,326628
326631,-3;5;-1,-2;8;4,-5;3;0,-3;4;-2,326631
326897,,,,,326897
326900,-3;2;1,-4;6;-5,-1;1;0,-3;2;0,326900
327179,,,,,327179
327182,0;6;0,-3;3;-2,-4;3;1,1;5;-2,327182
327448,,,,,327448
327451,-6;4;3,-3;3;4,-9;5;-2,-1;8;0,327451
327728,,,,,327728
327731,-1;-1;5,-3;5;5,-2;8;0,2;5;0,327731
327998,,,,,327998
328001,0;11;3,-1;6;3,2;5;1,1;6;0,328001
328262,,,,,328262
328270,3;0;-5,1;3;2,4;3;-1,-1;3;2,328270
328536,,,,,328536
328539,2;7;0,1;3;4,0;6;0,2;4;0,328539
328805,,,,,328805
328812,2;3;6,2;3;2,-1;7;6,3;9;1,328812
329074,,,,,329074
329076,2;3;2,-1;5;4,3;8;0,0;3;1,329076
329345,,,,,329345
329348,0;9;3,1;9;0,2;3;0,5;1;6,329348
329625,,,,,329625
329627,3;7;-8,3;7;7,1;7;-5,3;4;1,329627
329900,,,,,329900
329903,2;8;-2,0;9;0,0;6;0,-1;3;2,329903
330176,,,,,330176
330178,4;7;0,4;6;8,4;10;5,1;5;1,330178
330455,,,,,330455
330458,5;7;-1,4;4;7,1;5;-1,2;6;-2,330458
330726,,,,,330726
330728,-1;7;2,4;4;8,2;7;0,4;10;2,330728
331002,,,,,331002
331005,3;7;1,6;6;0,3;6;7,5;1;3,331005
331270,,,,,331270
331277,3;2;-1,7;0;1,3;5;4,0;7;0,331277
331547,,,,,331547
331549,5;5;2,0;9;0,4;9;4,3;9;3,331549
331814,,,,,331814
331824,2;11;4,3;7;3,3;6;-4,1;6;3,331824
332090,,,,,332090
332093,6;6;0,3;10;-3,4;6;-1,5;6;12,332093
332364,,,,,332364
332367,3;6;0,9;5;1,4;4;0,8;2;3,332367
332641,,,,,332641
332644,12;4;0,10;5;0,11;1;4,7;4;0,332644
332910,,,,,332910
332912,15;8;9,11;8;7,18;1;8,16;4;0,332912
333194,,,,,333194
333197,16;8;-2,18;1;5,11;3;9,21;4;3,333197
333460,,,,,333460
333462,22;6;10,18;7;2,18;5;8,14;3;2,333462
333734,,,,,333734
333737,18;3;4,16;3;4,18;5;0,21;6;8,333737
334005,,,,,334005
334008,14;11;6,17;5;4,17;3;0,11;6;0,334008
334285,,,,,334285
334288,15;1;4,14;9;0,16;6;6,16;3;0,334288
334563,,,,,334563
334566,14;9;1,18;8;2,18;6;7,15;5;4,334566
334829,,,,,334829
334837,20;8;0,22;8;6,18;9;5,16;4;5,334837
335106,,,,,335106
335109,18;5;-1,19;7;3,11;10;4,15;6;4,335109
335382,,,,,335382
335390,17;8;3,12;4;5,13;9;4,19;8;11,335390
335669,,,,,335669
335672,11;9;7,14;8;5,19;5;7,15;8;5,335672
335943,,,,,335943
335946,10;4;0,16;5;0,16;4;5,12;12;7,335946
336219,,,,,336219
336222,13;8;4,15;5;0,10;5;2,11;3;5,336222
336494,,,,,336494
336497,10;10;2,13;2;-1,13;6;3,10;6;5,336497
336770,,,,,336770
336773,11;6;3,13;7;0,16;2;3,12;5;5,336773
337044,,,,,337044
337047,10;7;1,11;5;0,13;6;4,14;5;4,337047
337319,,,,,337319
337323,10;6;2,9;8;-1,11;3;2,12;3;5,337323
337590,,,,,337590
337592,12;6;6,9;3;2,6;4;2,9;5;0,337592
337879,,,,,337879
337881,11;3;8,10;3;5,7;5;2,9;4;1,337881
338147,,,,,338147
338149,8;2;0,9;5;3,8;4;0,10;5;2,338149
338421,,,,,338421
338429,9;3;0,7;5;1,8;3;2,11;5;3,338429
338697,,,,,338697
338700,7;4;0,7;7;2,5;6;1,6;3;2,338700
338965,,,,,338965
338974,7;2;4,7;6;3,5;5;1,8;4;0,338974
339235,,,,,339235
339238,5;4;1,4;5;1,6;4;2,4;5;4,339238
339509,,,,,339509
339511,5;7;1,2;6;-1,2;7;0,3;6;1,339511
339772,,,,,339772
339775,5;7;2,3;6;2,6;4;3,3;2;0,339775
340041,,,,,340041
340044,4;5;1,5;6;0,4;4;1,5;7;1,340044
340329,,,,,340329
340332,4;6;3,4;3;3,7;4;0,7;6;3,340332
340598,,,,,340598
340601,6;6;-1,5;5;1,7;4;0,10;7;1,340601
340879,,,,,340879
340882,11;5;4,13;4;2,14;6;-1,9;4;5,340882
341149,,,,,341149
341152,11;1;1,10;6;6,11;5;4,10;4;4,341152
341425,,,,,341425
341433,13;6;2,14;5;2,13;5;5,13;5;5,341433
341699,,,,,341699
341702,11;3;3,12;6;1,11;5;3,11;5;2,341702
341975,,,,,341975
341982,11;6;1,13;6;3,12;4;7,14;5;4,341982
342257,,,,,342257
342260,14;5;3,13;4;6,15;6;2,12;6;3,342260
342534,,,,,342534
342536,9;5;1,9;3;0,8;5;4,9;4;3,342536
342808,,,,,342808
342811,8;4;3,7;6;1,6;5;3,7;5;-1,342811
343084,,,,,343084
343086,8;5;2,8;4;0,7;6;3,5;6;2,343086
343358,,,,,343358
343361,5;4;3,3;5;3,4;3;2,5;5;0,343361
343626,,,,,343626
343629,4;5;0,5;5;2,4;4;1,4;6;2,343629
343909,,,,,343909
343912,4;6;3,5;5;1,6;4;3,4;5;-1,343912
344177,,,,,344177
344180,5;4;3,3;6;0,5;5;0,3;5;1,344180
344446,,,,,344446
344454,1;4;2,0;5;3,1;5;1,0;5;-1,344454
344721,,,,,344721
344724,-1;4;3,-1;3;-1,0;6;0,-1;5;2,344724
344992,,,,,344992
345000,-1;5;0,0;4;2,-1;4;2,-2;3;0,345000
345265,,,,,345265
345268,-1;5;2,-3;4;-2,-2;5;-2,-2;5;0,345268
345541,,,,,345541
345544,-3;4;-2,-2;5;1,-1;6;0,0;5;0,345544
345822,,,,,345822
345825,0;3;2,0;5;-1,0;5;1,0;5;0,345825
346092,,,,,346092
346095,0;4;1,0;5;-3,1;5;0,2;5;0,346095
346366,,,,,346366
346369,1;5;1,1;3;2,0;5;-1,1;4;1,346369
346629,,,,,346629
346632,3;6;-1,2;4;2,2;6;0,5;3;5,346632
346909,,,,,346909
346912,4;5;0,4;4;3,5;4;3,3;6;-1,346912
347188,,,,,347188
347191,3;5;5,3;6;1,3;3;2,3;5;1,347191
347464,,,,,347464
347472,3;5;1,4;5;0,4;5;0,5;4;3,347472
347743,,,,,347743
347746,3;4;1,4;5;2,3;5;0,4;5;0,347746
348018,,,,,348018
348025,2;6;0,2;4;2,2;6;1,3;4;2,348025
348293,,,,,348293
348296,2;4;3,3;5;0,4;3;2,1;5;2,348296
348556,,,,,348556
348558,2;5;0,1;4;2,0;5;2,-1;6;0,348558
348831,,,,,348831
348834,0;4;-1,0;4;-2,0;3;2,-1;4;1,348834
349107,,,,,349107
349110,0;5;1,-1;4;2,0;4;1,0;7;-2,349110
349386,,,,,349386
349389,0;4;2,0;5;-1,0;6;1,0;5;0,349389
349658,,,,,349658
349661,1;4;2,0;6;0,0;4;3,1;5;0,349661
349932,,,,,349932
349941,0;4;1,0;3;-1,0;5;0,1;6;-1,349941
350208,,,,,350208
350211,0;4;1,0;5;-2,0;4;2,-1;4;0,350211
350483,,,,,350483
350490,2;4;0,0;4;0,-1;5;0,0;3;1,350490
350755,,,,,350755
350758,1;5;0,0;5;0,0;4;1,0;7;0,350758
351021,,,,,351021
351024,0;3;3,0;6;0,0;5;-1,0;5;1,351024
351292,,,,,351292
351295,0;5;-1,0;4;0,0;4;0,-1;5;-1,351295
351558,,,,,351558
351561,0;4;0,0;4;3,-1;5;0,0;4;1,351561
351828,,,,,351828
351832,0;5;0,0;4;0,0;5;1,0;7;0,351832
352097,,,,,352097
352099,0;3;2,0;4;0,1;4;0,0;5;0,352099
352367,,,,,352367
352370,0;5;0,1;5;0,0;4;1,-1;5;-1,352370
352634,,,,,352634
352637,0;4;-1,0;5;2,0;4;1,1;5;-1,352637
352898,,,,,352898
352905,0;6;-1,-2;4;-2,0;4;3,0;6;0,352905
353167,,,,,353167
353170,0;3;1,0;4;2,0;5;0,0;4;1,353170
353436,,,,,353436
353445,0;6;0,0;4;1,-1;6;0,-1;4;0,353445
353714,,,,,353714
353716,0;3;1,-1;3;0,0;4;1,0;4;0,353716
353986,,,,,353986
353989,0;7;0,1;3;1,0;5;0,0;3;2,353989
354263,,,,,354263
354265,0;5;0,0;5;1,0;5;2,0;4;-2,354265
354532,,,,,354532
354535,0;4;-1,0;5;0,0;6;0,0;3;1,354535
354807,,,,,354807
354810,0;6;0,1;4;0,0;6;0,0;5;1,354810
355087,,,,,355087
355090,0;5;0,0;6;1,1;5;1,0;6;0,355090
355354,,,,,355354
355361,0;5;-1,0;5;0,0;4;1,0;4;1,355361
355625,,,,,355625
355628,1;4;0,0;5;0,0;4;2,0;6;0,355628
355901,,,,,355901
355910,0;6;2,0;5;1,0;5;1,-1;5;-4,355910
356176,,,,,356176
356179,0;5;0,0;5;1,0;6;0,0;4;-1,356179
356446,,,,,356446
356448,0;4;0,0;7;0,0;4;0,-1;4;1,356448
356722,,,,,356722
356725,-1;6;1,1;4;0,0;4;3,-1;4;0,356725
356993,,,,,356993
356995,0;5;0,0;4;2,0;4;0,0;5;1,356995
357265,,,,,357265
357268,0;6;1,0;4;0,0;3;2,0;6;0,357268
357541,,,,,357541
357543,0;4;0,0;5;-1,0;4;1,0;4;0,357543
357810,,,,,357810
357817,0;5;0,2;5;0,-1;5;-2,0;5;2,357817
358091,,,,,358091
358094,0;4;-1,0;4;1,0;7;0,0;3;-2,358094
358361,,,,,358361
358369,0;7;1,1;4;0,-1;5;-1,1;3;6,358369
358641,,,,,358641
358644,-1;3;1,-2;5;1,-4;5;0,-4;4;-3,358644
358914,,,,,358914
358916,-7;5;-3,-3;5;-2,-5;5;0,-3;3;0,358916
359185,,,,,359185
359188,-3;8;-1,-4;6;0,-4;5;-2,-5;4;0,359188
359461,,,,,359461
359464,-6;6;-2,-7;5;0,-11;6;2,-9;4;-2,359464
359737,,,,,359737
359739,-15;3;-1,-19;4;-4,-22;6;-3,-21;4;-1,359739
360005,,,,,360005
360008,-23;5;-4,-23;4;-5,-23;2;-2,-23;4;-3,360008
360281,,,,,360281
360284,-24;6;-4,-24;3;-1,-24;4;-5,-25;4;-2,360284
360555,,,,,360555
360557,-23;8;-8,-24;7;-8,-24;5;-6,-21;1;-8,360557
360838,,,,,360838
360841,-22;3;-7,-21;3;-6,-24;6;-3,-20;3;-9,360841
361107,,,,,361107
361109,-23;6;-2,-23;6;0,-20;6;-5,-20;4;-5,361109
361387,,,,,361387
361389,-15;5;-5,-18;8;-3,-18;3;-4,-17;2;-6,361389
361656,,,,,361656
361659,-19;3;-1,-18;3;-2,-19;0;-2,-15;5;-1,361659
361933,,,,,361933
361936,-14;4;-3,-16;4;-5,-15;3;-4,-14;3;-4,361936
362204,,,,,362204
362207,-11;1;0,-17;6;-2,-12;1;-3,-15;5;0,362207
362472,,,,,362472
362479,-19;7;2,-11;13;-1,-10;5;-11,-16;6;5,362479
362745,,,,,362745
362748,-16;1;-4,-7;2;7,-16;1;0,-18;2;0,362748
363021,,,,,363021
363029,-20;7;-2,-14;7;0,-17;9;-19,-18;5;-7,363029
363296,,,,,363296
363299,-17;8;-4,-11;2;-1,-15;10;-3,-11;2;1,363299
363572,,,,,363572
363579,-15;8;-4,-14;4;-4,-11;12;-5,-15;4;-7,363579
363847,,,,,363847
363850,-13;6;-4,-13;7;0,-11;3;-3,-5;2;-3,363850
364123,,,,,364123
364131,-7;9;0,-10;1;2,-9;2;0,-12;1;0,364131
364404,,,,,364404
364407,-10;3;0,-12;4;-2,-10;2;-2,-13;3;-2,364407
364673,,,,,364673
364676,-8;7;-4,-11;3;-1,-10;2;-1,-8;6;-3,364676
364947,,,,,364947
364950,-17;6;-2,-12;4;-2,-10;5;-2,-12;2;-1,364950
365211,,,,,365211
365214,-9;1;-4,-15;5;-2,-12;5;-4,-16;8;-2,365214
365499,,,,,365499
365501,-10;7;2,-12;9;-2,-9;2;4,-13;3;3,365501
365768,,,,,365768
365771,-11;4;-4,-13;7;-1,-9;5;6,-14;2;-3,365771
366045,,,,,366045
366048,-11;2;-5,-12;6;2,-14;2;0,-9;3;-6,366048
366321,,,,,366321
366324,-3;2;0,-11;4;0,-12;6;-6,-10;3;-1,366324
366594,,,,,366594
366596,-12;7;-6,-8;1;0,-13;6;0,-12;2;0,366596
366863,,,,,366863
366865,-8;2;0,-15;1;-1,-8;-1;-5,-9;1;0,366865
367139,,,,,367139
367142,-12;3;-7,-9;5;0,-12;8;1,-10;0;-2,367142
367408,,,,,367408
367411,-9;3;0,-6;3;-8,-7;5;0,-7;5;-2,367411
367675,,,,,367675
367684,-7;7;-2,-13;8;3,-8;3;-2,-11;4;3,367684
367953,,,,,367953
367956,-3;3;4,-14;8;2,-14;0;-8,-12;5;-14,367956
368223,,,,,368223
368230,-11;9;-5,-10;5;-10,-9;4;-2,-13;2;-3,368230
368502,,,,,368502
368505,-12;4;-8,-8;6;-8,-7;-2;-15,-3;0;-1,368505
368774,,,,,368774
368782,-13;-3;6,-12;-1;-3,-12;7;-2,-12;8;2,368782
369046,,,,,369046
369049,-16;4;0,-8;-1;-10,-14;4;-5,-4;-1;-14,369049
369315,,,,,369315
369324,-14;4;7,-12;8;-1,-11;1;0,-14;7;3,369324
369591,,,,,369591
369594,-9;2;-2,-17;11;3,-15;8;2,-13;3;2,369594
369859,,,,,369859
369862,-5;-1;-1,-12;7;-3,-6;1;2,-7;4;-6,369862
370141,,,,,370141
370143,-11;4;10,-15;8;-4,-6;1;3,-6;0;-10,370143
370404,,,,,370404
370406,-14;9;0,-4;1;0,-12;8;4,-7;1;-6,370406
370678,,,,,370678
370681,-9;4;4,-6;7;0,-10;7;2,-4;0;1,370681
370949,,,,,370949
370951,-7;4;1,-1;2;0,-4;4;-1,0;4;-4,370951
371223,,,,,371223
371226,-2;4;0,0;4;4,0;5;4,0;4;-3,371226
371492,,,,,371492
371495,2;4;7,1;4;0,0;5;-1,3;3;-2,371495
371767,,,,,371767
371770,0;6;0,3;7;1,0;5;5,2;4;4,371770
372042,,,,,372042
372045,0;3;0,-1;4;1,-1;5;2,0;3;-10,372045
372315,,,,,372315
372323,-2;3;-1,-2;5;0,-3;6;0,-2;3;7,372323
372593,,,,,372593
372596,-5;4;3,-6;4;6,-5;8;-11,-3;3;0,372596
372869,,,,,372869
372876,-1;6;0,-3;10;-1,-1;3;-2,0;2;3,372876
373143,,,,,373143
373146,-3;4;-3,-2;0;-7,-2;3;3,-1;4;-1,373146
373422,,,,,373422
373430,0;3;5,-3;0;3,-1;2;-3,0;1;-4,373430
373703,,,,,373703
373706,0;5;2,0;5;0,3;2;5,0;2;-5,373706
373971,,,,,373971
373974,0;8;8,5;6;-7,-3;4;-1,1;0;2,373974
374257,,,,,374257
374260,2;2;-1,3;1;0,0;4;2,3;1;1,374260
374533,,,,,374533
374536,1;0;-3,1;0;3,2;0;-1,2;0;8,374536
374808,,,,,374808
374811,4;4;0,0;3;4,1;0;-2,0;2;4,374811
375084,,,,,375084
375086,0;4;-1,1;3;2,3;2;-3,-1;3;-2,375086
375362,,,,,375362
375365,2;5;7,3;6;6,0;2;1,2;2;3,375365
375634,,,,,375634
375636,2;2;0,1;2;1,0;7;-2,0;3;3,375636
375911,,,,,375911
375920,1;4;9,4;1;0,0;1;0,3;2;3,375920
376184,,,,,376184
376186,-2;-2;-1,2;1;0,0;0;-4,7;-3;2,376186
376461,,,,,376461
376468,1;-6;-1,0;-6;0,5;-1;2,2;-3;3,376468
376735,,,,,376735
376738,1;-2;0,5;-1;1,1;-3;2,7;-4;6,376738
377011,,,,,377011
377014,7;-6;-3,0;-2;-3,6;-6;4,5;-4;4,377014
377298,,,,,377298
377300,3;-3;2,5;-1;1,1;2;-2,7;0;11,377300
377573,,,,,377573
377576,3;-3;0,-1;2;7,9;0;2,3;3;1,377576
377849,,,,,377849
377851,5;5;2,0;-1;-5,2;6;1,2;7;3,377851
378124,,,,,378124
378127,3;3;-3,6;3;-10,5;6;-3,4;2;9,378127
378418,,,,,378418
378421,-1;9;4,3;8;-5,5;9;0,1;4;-2,378421
378687,,,,,378687
378690,0;10;-1,4;5;4,2;5;4,2;7;0,378690
378968,,,,,378968
378971,3;10;-6,1;16;-4,11;8;0,1;1;-7,378971
379255,,,,,379255
379257,9;6;-8,12;13;-1,11;5;-4,8;1;-5,379257
379525,,,,,379525
379534,12;15;-2,14;3;-1,15;4;2,13;9;0,379534
379802,,,,,379802
379805,18;10;2,20;6;8,22;7;16,27;2;14,379805
380076,,,,,380076
380084,27;10;4,29;9;12,27;7;10,35;8;2,380084
380354,,,,,380354
380357,28;13;9,38;7;8,31;7;2,35;7;9,380357
380626,,,,,380626
380636,29;7;8,26;7;11,35;7;4,33;4;6,380636
380902,,,,,380902
380905,33;13;5,34;17;4,27;15;16,36;19;2,380905
381173,,,,,381173
381175,32;12;4,32;5;9,37;7;5,37;10;12,381175
381448,,,,,381448
381451,29;6;2,35;9;9,36;10;11,29;7;10,381451
381724,,,,,381724
381727,31;8;4,33;8;4,30;7;10,28;7;3,381727
381998,,,,,381998
382001,32;10;5,32;4;5,28;3;13,23;10;3,382001
382265,,,,,382265
382268,22;2;9,22;9;3,15;9;4,13;7;3,382268
382555,,,,,382555
382558,12;7;3,12;5;0,10;4;1,3;5;1,382558
382829,,,,,382829
382831,7;7;0,5;6;2,7;6;3,8;5;2,382831
383110,,,,,383110
383113,5;8;0,7;4;0,10;4;1,8;3;1,383113
383391,,,,,383391
383394,6;5;2,8;6;2,5;9;3,11;6;3,383394
383667,,,,,383667
383674,10;5;2,8;5;3,8;6;0,4;4;5,383674
383942,,,,,383942
383944,6;6;2,1;4;5,4;4;3,8;4;1,383944
384218,,,,,384218
384227,3;4;5,5;4;0,3;5;4,5;6;0,384227
384493,,,,,384493
384495,4;5;0,5;4;-3,0;9;3,3;5;2,384495
384768,,,,,384768
384771,4;5;1,4;6;0,2;6;0,3;6;3,384771
385043,,,,,385043
385046,5;5;-4,2;5;8,3;4;0,2;6;0,385046
385318,,,,,385318
385321,2;6;0,3;5;-1,0;3;-1,-7;7;1,385321
385595,,,,,385595
385598,-6;7;1,-9;2;2,-8;8;-8,-13;5;1,385598
385862,,,,,385862
385865,-12;1;5,-14;7;-3,-12;5;-8,-11;8;-9,385865
386138,,,,,386138
386140,-13;4;2,-11;9;-1,-15;8;-3,-14;10;-6,386140
386404,,,,,386404
386407,-14;9;-1,-18;8;3,-13;7;-1,-13;9;7,386407
386673,,,,,386673
386681,-12;4;-3,-4;2;10,-12;9;8,-7;6;0,386681
386946,,,,,386946
386949,-13;6;1,-15;13;-9,-11;1;-3,-18;8;0,386949
387215,,,,,387215
387222,-5;7;0,-5;5;3,-5;5;1,-7;10;-1,387222
387483,,,,,387483
387486,-13;9;1,-21;6;-2,-29;4;-11,-25;9;-9,387486
387759,,,,,387759
387768,-23;2;-4,-21;10;-7,-19;6;-3,-16;3;-2,387768
388034,,,,,388034
388036,-19;1;0,-20;4;-2,-20;4;-7,-22;13;-2,388036
388303,,,,,388303
388312,-15;7;-4,-13;4;-7,-12;3;0,-14;8;0,388312
388585,,,,,388585
388587,-9;6;0,-8;9;-4,-4;8;0,-11;0;2,388587
388860,,,,,388860
388864,-9;1;-1,-6;4;-4,-8;4;-3,-4;6;-2,388864
389135,,,,,389135
389137,-5;2;0,-3;2;-3,-4;0;1,-4;2;0,389137
389403,,,,,389403
389406,-1;-3;6,3;0;0,-3;-4;0,0;-1;0,389406
389681,,,,,389681
389684,0;-2;0,0;-1;-1,1;1;3,0;1;-6,389684
389949,,,,,389949
389951,1;1;0,0;-4;0,0;-7;9,-4;-10;-15,389951
390233,,,,,390233
390236,2;-6;-1,-3;-9;-7,1;-14;-6,6;-10;1,390236
390502,,,,,390502
390504,0;-10;-6,4;-17;0,-1;-17;6,-1;-20;7,390504
390772,,,,,390772
390775,0;-15;-1,2;-19;-1,3;-20;-4,3;-24;0,390775
391043,,,,,391043
391046,0;-21;3,0;-33;2,0;-21;4,1;-25;7,391046
391318,,,,,391318
391321,2;-28;10,2;-37;8,6;-23;6,7;-38;0,391321
391587,,,,,391587
391590,6;-36;7,6;-39;2,6;-44;1,2;-34;-1,391590
391863,,,,,391863
391870,4;-43;1,3;-43;-3,5;-37;7,6;-42;13,391870
392137,,,,,392137
392140,8;-43;16,2;-35;-1,6;-40;2,9;-43;6,392140
392408,,,,,392408
392417,5;-39;3,5;-40;1,5;-46;1,9;-38;-1,392417
392688,,,,,392688
392691,11;-36;-13,5;-44;-15,8;-39;-8,2;-35;0,392691
392964,,,,,392964
392971,9;-35;-10,5;-38;-7,10;-42;4,4;-33;9,392971
393239,,,,,393239
393242,1;-32;15,5;-34;2,2;-32;0,2;-34;8,393242
393511,,,,,393511
393521,2;-35;7,6;-34;0,-10;-28;-3,12;-15;-4,393521
393790,,,,,393790
393793,-2;-33;9,-2;-24;0,0;-13;11,-2;-9;0,393793
394062,,,,,394062
394065,0;-16;-1,0;-16;5,0;-15;1,2;-4;5,394065
394340,,,,,394340
394343,3;-4;2,1;-10;7,2;-9;3,-3;-6;1,394343
394612,,,,,394612
394615,0;-4;1,3;-8;3,3;-5;-2,2;-8;1,394615
394886,,,,,394886
394888,1;-11;0,2;-11;-3,0;-7;-5,2;-8;4,394888
395153,,,,,395153
395156,4;-13;2,5;-8;7,3;-11;0,5;-13;-2,395156
395431,,,,,395431
395435,6;-10;0,5;-12;3,6;-15;6,9;-8;10,395435
395704,,,,,395704
395707,6;-13;8,7;-13;5,8;-8;3,5;-3;2,395707
395985,,,,,395985
395987,6;-4;5,8;1;7,12;-1;0,7;-4;1,395987
396254,,,,,396254
396257,12;-2;0,9;0;4,5;3;5,2;3;2,396257
396530,,,,,396530
396537,9;0;0,9;-1;0,7;0;2,11;0;6,396537
396806,,,,,396806
396808,9;2;8,7;2;-4,4;0;-3,7;0;3,396808
397080,,,,,397080
397089,7;-1;4,5;0;4,9;0;6,6;2;5,397089
397356,,,,,397356
397358,5;1;4,2;5;1,4;0;1,2;0;7,397358
397624,,,,,397624
397627,1;3;-7,1;0;-4,3;2;1,2;5;4,397627
397902,,,,,397902
397904,2;5;3,0;6;-1,0;5;1,1;6;3,397904
398171,,,,,398171
398174,2;5;5,2;8;5,-1;5;6,2;9;-3,398174
398454,,,,,398454
398457,0;10;-1,2;11;-5,0;15;3,-3;20;5,398457
398721,,,,,398721
398723,0;14;3,-1;18;8,-1;19;-3,-6;22;-12,398723
398994,,,,,398994
398997,2;16;21,3;19;3,1;25;3,2;14;-1,398997
399265,,,,,399265
399268,-1;17;7,6;14;0,-1;19;4,2;17;0,399268
399539,,,,,399539
399542,2;14;1,2;18;-17,0;16;4,0;11;-1,399542
399808,,,,,399808
399811,0;14;3,4;12;-7,2;13;2,3;10;3,399811
400083,,,,,400083
400091,4;12;-3,5;10;-5,0;20;0,-8;18;-7,400091
400360,,,,,400360
400363,-10;25;0,-4;19;-9,-1;6;-1,-4;15;-9,400363
400634,,,,,400634
400643,-11;19;-6,-4;21;3,-10;26;6,-9;23;-2,400643
400911,,,,,400911
400914,-9;21;1,-8;25;-4,-9;20;-7,-4;18;10,400914
401184,,,,,401184
401191,-13;22;-2,-12;22;1,-8;21;-4,-14;27;6,401191
401460,,,,,401460
401463,-7;19;-6,-14;23;-4,-14;24;0,-10;16;3,401463
401731,,,,,401731
401740,-14;24;-4,-12;27;-1,-10;28;-4,-12;21;-4,401740
402004,,,,,402004
402008,-15;30;-8,-12;24;0,-12;19;0,-14;22;-2,402008
402280,,,,,402280
402283,-11;22;6,-7;20;-1,-16;19;0,-5;28;0,402283
402555,,,,,402555
402557,-13;28;-8,-19;30;0,-13;24;-2,-8;30;-8,402557
402824,,,,,402824
402827,-21;27;0,-16;27;-10,-21;32;-5,-17;33;-13,402827
403101,,,,,403101
403104,-14;33;-12,-8;24;-13,-16;27;-4,-17;33;-4,403104
403374,,,,,403374
403376,-17;27;-4,-16;31;-10,-17;27;-1,-18;28;-6,403376
403653,,,,,403653
403656,-19;29;-5,-14;17;-7,-25;25;-2,-21;22;-9,403656
403926,,,,,403926
