,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
2310,-1;7;-2,-2;11;-4,-2;7;5,-2;6;-3,353302,5,2021-10-27
2311,,,,,353574,5,2021-10-27
2312,-4;6;-1,0;-3;2,-5;0;1,-7;2;0,353577,5,2021-10-27
2313,,,,,353844,5,2021-10-27
2314,-7;2;-1,-7;3;-3,-10;-1;2,-6;0;-1,353847,5,2021-10-27
2315,,,,,354121,5,2021-10-27
2316,-7;-1;3,-14;-2;-3,-12;2;8,-9;6;6,354124,5,2021-10-27
2317,,,,,354390,5,2021-10-27
2318,-3;12;-8,-8;7;4,-3;5;2,-13;1;2,354392,5,2021-10-27
2319,,,,,354663,5,2021-10-27
2320,-9;2;-2,-4;7;1,-10;-3;4,-3;-2;2,354666,5,2021-10-27
2321,,,,,354931,5,2021-10-27
2322,-1;5;2,-11;-5;3,-8;2;-2,0;-6;3,354934,5,2021-10-27
2323,,,,,355208,5,2021-10-27
2324,-9;-5;2,-3;4;0,-12;-4;10,-6;-6;8,355211,5,2021-10-27
2325,,,,,355476,5,2021-10-27
2326,-2;-2;6,-6;-2;11,-18;-8;6,-8;-3;-2,355479,5,2021-10-27
2327,,,,,355761,5,2021-10-27
2328,0;1;0,-6;5;-3,-4;5;-2,1;5;-1,355764,5,2021-10-27
2329,,,,,356026,5,2021-10-27
2330,-6;3;3,1;5;6,3;9;7,-1;3;4,356029,5,2021-10-27
2331,,,,,356305,5,2021-10-27
2332,2;-4;1,-3;2;5,-1;5;-4,-4;2;4,356308,5,2021-10-27
2333,,,,,356571,5,2021-10-27
2334,-1;1;4,2;4;0,-4;4;-2,2;7;4,356574,5,2021-10-27
2335,,,,,356847,5,2021-10-27
2336,-5;0;2,-1;6;-7,-5;3;9,-9;0;-2,356854,5,2021-10-27
2337,,,,,357128,5,2021-10-27
2338,0;1;2,0;2;5,0;1;-4,0;-9;4,357131,5,2021-10-27
2339,,,,,357400,5,2021-10-27
2340,0;0;13,-3;11;6,4;1;4,0;2;3,357408,5,2021-10-27
2341,,,,,357680,5,2021-10-27
2342,1;0;-6,7;7;1,4;-3;13,7;-3;2,357683,5,2021-10-27
2343,,,,,357948,5,2021-10-27
2344,-2;-5;3,10;9;-4,6;-6;4,4;-8;8,357951,5,2021-10-27
2345,,,,,358228,5,2021-10-27
2346,1;-8;6,8;4;4,9;-6;-1,3;-2;-2,358232,5,2021-10-27
2347,,,,,358501,5,2021-10-27
2348,0;-8;0,6;2;2,0;-6;6,7;-1;4,358504,5,2021-10-27
2349,,,,,358773,5,2021-10-27
2350,15;-3;8,12;-2;0,6;-8;14,11;-2;2,358775,5,2021-10-27
2351,,,,,359050,5,2021-10-27
2352,8;-6;-5,8;-14;9,4;-5;4,2;-13;-4,359053,5,2021-10-27
2353,,,,,359324,5,2021-10-27
2354,1;-14;17,2;-17;6,1;-23;10,0;-14;3,359327,5,2021-10-27
2355,,,,,359592,5,2021-10-27
2356,7;-12;11,-1;-10;-12,15;-12;2,2;-16;5,359596,5,2021-10-27
2357,,,,,359868,5,2021-10-27
2358,1;-16;5,-10;-23;2,10;-15;0,2;-14;0,359871,5,2021-10-27
2359,,,,,360140,5,2021-10-27
2360,-5;-21;9,3;-4;-10,5;-26;10,3;-16;6,360143,5,2021-10-27
2361,,,,,360411,5,2021-10-27
2362,8;-6;1,-4;-25;0,3;-11;1,-2;-22;2,360414,5,2021-10-27
2363,,,,,360682,5,2021-10-27
2364,-3;-25;9,5;-24;4,6;-28;1,11;-14;9,360685,5,2021-10-27
2365,,,,,360950,5,2021-10-27
2366,17;-9;-10,7;-4;3,5;-21;2,4;-20;7,360960,5,2021-10-27
2367,,,,,361232,5,2021-10-27
2368,17;-22;20,5;-22;0,9;-15;-2,8;-13;5,361235,5,2021-10-27
2369,,,,,361508,5,2021-10-27
2370,4;-14;6,2;-19;6,12;-4;1,-1;-12;-2,361516,5,2021-10-27
2371,,,,,361782,5,2021-10-27
2372,5;-22;0,9;-19;7,11;-15;2,1;-23;2,361785,5,2021-10-27
2373,,,,,362052,5,2021-10-27
2374,9;-10;-3,0;-11;-6,10;3;0,5;-11;4,362060,5,2021-10-27
2375,,,,,362333,5,2021-10-27
2376,0;-20;0,2;-32;4,1;-19;-1,7;-22;0,362336,5,2021-10-27
2377,,,,,362608,5,2021-10-27
2378,8;-17;3,0;-15;2,2;-15;3,6;-17;1,362615,5,2021-10-27
2379,,,,,362883,5,2021-10-27
2380,10;-3;8,3;-13;-3,5;-23;8,4;-13;8,362886,5,2021-10-27
2381,,,,,363159,5,2021-10-27
2382,2;-23;3,-10;-17;-7,6;-5;-2,13;-20;4,363162,5,2021-10-27
2383,,,,,363435,5,2021-10-27
2384,-6;-17;6,9;-20;3,0;-26;3,2;-20;7,363437,5,2021-10-27
2385,,,,,363710,5,2021-10-27
2386,1;-17;-1,0;-24;3,7;-6;-13,7;-20;22,363713,5,2021-10-27
2387,,,,,363983,5,2021-10-27
2388,0;-29;4,3;-22;12,13;-6;12,8;-16;23,363986,5,2021-10-27
2389,,,,,364260,5,2021-10-27
2390,10;-20;18,1;-13;-9,13;-14;-4,5;-12;9,364263,5,2021-10-27
2391,,,,,364535,5,2021-10-27
2392,9;-13;5,12;-11;-3,9;-12;-2,12;-10;5,364537,5,2021-10-27
2393,,,,,364810,5,2021-10-27
2394,10;-5;-3,10;-10;2,17;-11;4,13;-12;10,364813,5,2021-10-27
2395,,,,,365086,5,2021-10-27
2396,10;-3;-1,13;-17;9,15;-5;3,14;-2;7,365088,5,2021-10-27
2397,,,,,365359,5,2021-10-27
2398,16;-4;4,8;-1;9,19;-6;8,18;-8;11,365362,5,2021-10-27
2399,,,,,365630,5,2021-10-27
2400,13;-4;8,20;3;5,13;-3;0,14;-9;9,365632,5,2021-10-27
2401,,,,,365905,5,2021-10-27
2402,23;-6;9,23;-8;-6,18;-5;7,20;0;6,365908,5,2021-10-27
2403,,,,,366178,5,2021-10-27
2404,30;-5;2,15;0;3,24;4;-4,26;-3;9,366181,5,2021-10-27
2405,,,,,366449,5,2021-10-27
2406,15;-6;12,16;-8;5,19;-1;7,17;-4;12,366452,5,2021-10-27
2407,,,,,366721,5,2021-10-27
2408,20;-1;2,16;-6;2,13;-1;3,18;-8;3,366730,5,2021-10-27
2409,,,,,367000,5,2021-10-27
2410,19;-2;1,14;1;4,7;0;0,7;0;0,367002,5,2021-10-27
2411,,,,,367275,5,2021-10-27
2412,3;0;1,4;-2;3,0;-1;-1,0;-1;2,367282,5,2021-10-27
2413,,,,,367551,5,2021-10-27
2414,0;0;0,-4;-8;0,-5;-2;-3,-3;-1;-2,367553,5,2021-10-27
2415,,,,,367825,5,2021-10-27
2416,-2;-1;1,-5;0;-2,-5;0;-2,-6;0;0,367828,5,2021-10-27
2417,,,,,368102,5,2021-10-27
2418,-15;-1;-3,-12;-1;-3,-17;-1;-4,-16;-8;0,368104,5,2021-10-27
2419,,,,,368369,5,2021-10-27
2420,-20;1;-9,-18;-3;1,-17;0;-3,-24;-1;-9,368372,5,2021-10-27
2421,,,,,368646,5,2021-10-27
2422,-19;-3;-4,-19;-4;-9,-19;0;2,-19;0;-4,368649,5,2021-10-27
2423,,,,,368914,5,2021-10-27
2424,-21;-3;-6,-16;-4;-4,-24;-2;-6,-19;-3;-10,368916,5,2021-10-27
2425,,,,,369189,5,2021-10-27
2426,-17;-10;-6,-15;-9;-12,-20;-11;2,-21;-6;0,369192,5,2021-10-27
2427,,,,,369462,5,2021-10-27
2428,-15;-9;-1,-12;-14;-9,-20;-13;-6,-13;-9;-7,369465,5,2021-10-27
2429,,,,,369740,5,2021-10-27
2430,-13;-23;-4,-17;-15;-4,-14;-16;-10,-11;-19;-6,369743,5,2021-10-27
2431,,,,,370013,5,2021-10-27
2432,-7;-20;-7,-9;-35;12,-10;-20;-3,-8;-17;-20,370016,5,2021-10-27
2433,,,,,370288,5,2021-10-27
2434,-7;-25;0,-8;-16;-2,-10;-10;-7,-9;-10;0,370291,5,2021-10-27
2435,,,,,370553,5,2021-10-27
2436,-11;-26;0,-14;-16;9,-18;1;-1,-12;-16;-2,370556,5,2021-10-27
2437,,,,,370842,5,2021-10-27
2438,-12;-6;-18,-20;-5;-3,-17;-7;1,-17;-6;-5,370844,5,2021-10-27
2439,,,,,371111,5,2021-10-27
2440,-6;-9;-1,-17;-4;-2,-17;-2;0,-14;-7;-5,371115,5,2021-10-27
2441,,,,,371389,5,2021-10-27
2442,-12;-10;4,-10;-5;-7,-17;-16;0,-18;-15;-1,371391,5,2021-10-27
2443,,,,,371654,5,2021-10-27
2444,-13;-6;0,-13;-11;-9,-17;-24;-4,-17;-15;-10,371657,5,2021-10-27
2445,,,,,371936,5,2021-10-27
2446,-23;-11;-2,-21;-20;1,-17;-15;-4,-9;-6;-2,371938,5,2021-10-27
2447,,,,,372204,5,2021-10-27
2448,-13;-18;7,-11;-15;-3,-15;-22;-4,-13;-17;-5,372207,5,2021-10-27
2449,,,,,372487,5,2021-10-27
2450,-15;-23;3,-12;-8;-6,-10;-19;-8,-19;-23;-5,372489,5,2021-10-27
2451,,,,,372759,5,2021-10-27
2452,-10;-19;0,-9;-21;-16,-6;-18;-3,-17;-17;-3,372761,5,2021-10-27
2453,,,,,373036,5,2021-10-27
2454,-7;-20;-2,-5;-20;-12,-5;-17;-8,-9;-16;-7,373038,5,2021-10-27
2455,,,,,373314,5,2021-10-27
2456,-10;-14;0,-12;-7;-11,-17;-10;-7,-23;-13;0,373317,5,2021-10-27
2457,,,,,373598,5,2021-10-27
2458,-13;-19;-4,-9;-19;0,-17;-12;-4,-14;-10;-6,373600,5,2021-10-27
2459,,,,,373868,5,2021-10-27
2460,-21;-14;6,-20;-13;-8,-6;-13;-4,-9;-9;-1,373871,5,2021-10-27
2461,,,,,374142,5,2021-10-27
2462,-22;0;-1,-14;-10;0,-14;-3;-1,-14;-6;1,374150,5,2021-10-27
2463,,,,,374416,5,2021-10-27
2464,-19;-7;0,-17;-6;-7,-19;-11;-4,-4;-6;-8,374418,5,2021-10-27
2465,,,,,374682,5,2021-10-27
2466,-21;-7;-6,-17;-7;-8,-16;-5;-1,-14;0;-5,374691,5,2021-10-27
2467,,,,,374958,5,2021-10-27
2468,-23;-1;-9,-15;-3;-11,-11;-17;-8,-14;-8;-2,374961,5,2021-10-27
2469,,,,,375228,5,2021-10-27
2470,-14;-17;7,-19;-5;-3,-10;0;-20,-10;0;1,375235,5,2021-10-27
2471,,,,,375495,5,2021-10-27
2472,-20;0;-6,-16;-7;-8,-15;-19;-9,-16;-8;-8,375498,5,2021-10-27
2473,,,,,375772,5,2021-10-27
2474,-11;-5;-7,-19;-5;2,-19;-6;-13,-32;-9;-8,375780,5,2021-10-27
2475,,,,,376047,5,2021-10-27
2476,-15;-5;-3,-24;1;1,-20;-4;-11,-15;-7;-11,376050,5,2021-10-27
2477,,,,,376318,5,2021-10-27
2478,-19;-11;-9,-22;-3;0,-15;-11;-4,-21;-5;-20,376326,5,2021-10-27
2479,,,,,376592,5,2021-10-27
2480,-22;-6;-6,-9;-4;-11,-18;-17;0,-15;-8;-8,376594,5,2021-10-27
2481,,,,,376859,5,2021-10-27
2482,-18;-1;-5,-13;-4;-4,-23;-3;-5,-23;-5;14,376868,5,2021-10-27
2483,,,,,377135,5,2021-10-27
2484,-15;-10;9,-10;-2;-9,-13;-6;-18,-16;-9;-6,377138,5,2021-10-27
2485,,,,,377410,5,2021-10-27
2486,-11;9;-13,-9;-12;-4,-17;-3;-6,-18;-1;-6,377418,5,2021-10-27
2487,,,,,377686,5,2021-10-27
2488,-25;-12;-13,-17;-1;-4,-16;-3;-4,-18;-2;-15,377689,5,2021-10-27
2489,,,,,377955,5,2021-10-27
2490,-8;-9;2,-10;-3;-9,-15;1;-2,-14;-2;-1,377957,5,2021-10-27
2491,,,,,378241,5,2021-10-27
2492,-12;4;-6,-12;-5;3,-18;-8;-2,-7;-5;-6,378244,5,2021-10-27
2493,,,,,378511,5,2021-10-27
2494,-14;-8;-3,-17;-1;-7,-20;1;-4,-11;-5;-2,378514,5,2021-10-27
2495,,,,,378789,5,2021-10-27
2496,3;11;-8,-11;10;-17,-22;-9;2,-21;-11;-18,378792,5,2021-10-27
2497,,,,,379056,5,2021-10-27
2498,-12;-2;-1,-15;3;-7,-14;4;-8,-11;2;-7,379059,5,2021-10-27
2499,,,,,379341,5,2021-10-27
2500,-4;-6;-11,-3;-1;-10,-19;-2;0,-3;5;-3,379344,5,2021-10-27
2501,,,,,379613,5,2021-10-27
2502,-4;-2;-4,-16;-1;-4,-9;8;-15,-16;-4;7,379615,5,2021-10-27
2503,,,,,379889,5,2021-10-27
2504,-13;0;0,-8;1;-1,-9;-1;6,-16;-9;-9,379892,5,2021-10-27
2505,,,,,380158,5,2021-10-27
2506,-20;-7;-2,-10;5;1,-17;-13;-1,-24;-19;8,380162,5,2021-10-27
2507,,,,,380432,5,2021-10-27
2508,-13;-7;-4,-14;-2;-5,-21;-2;27,-21;-1;5,380434,5,2021-10-27
2509,,,,,380707,5,2021-10-27
2510,-20;-13;4,-9;0;8,-20;0;-2,-17;0;-4,380710,5,2021-10-27
2511,,,,,380982,5,2021-10-27
2512,-15;5;0,-15;2;-13,-21;-2;3,-19;-8;-6,380985,5,2021-10-27
2513,,,,,381251,5,2021-10-27
2514,-9;5;1,-13;-3;-3,-22;8;-13,-13;5;3,381254,5,2021-10-27
2515,,,,,381533,5,2021-10-27
2516,-33;-9;12,-24;7;-11,-27;7;5,-9;14;15,381535,5,2021-10-27
2517,,,,,381808,5,2021-10-27
2518,-16;11;-6,-8;19;4,-16;6;-6,-22;1;4,381811,5,2021-10-27
2519,,,,,382083,5,2021-10-27
2520,-17;4;5,-15;-2;1,-16;4;-18,-17;-7;6,382086,5,2021-10-27
2521,,,,,382352,5,2021-10-27
2522,-17;-10;1,-4;8;-1,-21;1;1,-23;4;-11,382355,5,2021-10-27
2523,,,,,382628,5,2021-10-27
2524,-19;-3;12,-6;6;1,-19;-4;-8,-25;5;21,382651,5,2021-10-27
2525,,,,,382917,5,2021-10-27
2526,-2;-1;-9,-22;-5;12,-17;8;21,-1;16;4,382920,5,2021-10-27
2527,,,,,383192,5,2021-10-27
2528,-15;13;-7,-18;2;-8,-12;-5;2,-15;4;5,383200,5,2021-10-27
2529,,,,,383466,5,2021-10-27
2530,-19;4;-8,-16;12;7,-14;13;0,-14;5;-1,383469,5,2021-10-27
2531,,,,,383741,5,2021-10-27
2532,-16;12;1,-6;1;-11,-14;3;15,-15;5;0,383750,5,2021-10-27
2533,,,,,384017,5,2021-10-27
2534,-15;3;10,-16;6;-7,-15;4;-3,-14;5;-5,384020,5,2021-10-27
2535,,,,,384292,5,2021-10-27
2536,-13;9;-14,-26;2;-6,-17;9;0,-12;3;-16,384300,5,2021-10-27
2537,,,,,384574,5,2021-10-27
2538,-15;12;2,-20;7;-7,-10;6;12,-20;-1;-19,384577,5,2021-10-27
2539,,,,,384843,5,2021-10-27
2540,-18;6;8,-13;0;-15,-13;1;8,-26;0;-11,384851,5,2021-10-27
2541,,,,,385118,5,2021-10-27
2542,-8;0;6,-15;10;-16,-11;12;-5,-21;1;-11,385121,5,2021-10-27
2543,,,,,385393,5,2021-10-27
2544,-10;8;0,-20;3;-4,-19;5;-6,-15;1;-16,385396,5,2021-10-27
2545,,,,,385669,5,2021-10-27
2546,-13;-2;-3,-13;15;0,-21;2;1,-19;4;-13,385671,5,2021-10-27
2547,,,,,385942,5,2021-10-27
2548,-19;6;0,-23;-5;5,-21;0;-8,-13;0;-4,385945,5,2021-10-27
2549,,,,,386212,5,2021-10-27
2550,-18;-6;-1,-14;-2;-5,-19;13;-12,-19;0;-8,386214,5,2021-10-27
2551,,,,,386481,5,2021-10-27
2552,-18;-5;5,-24;2;-6,-16;-9;-8,-25;0;-2,386484,5,2021-10-27
2553,,,,,386757,5,2021-10-27
2554,-11;12;0,-16;-5;9,-15;9;3,-12;1;-12,386760,5,2021-10-27
2555,,,,,387033,5,2021-10-27
2556,-8;8;-14,-15;5;-7,-14;1;-4,-19;-2;-14,387035,5,2021-10-27
2557,,,,,387307,5,2021-10-27
2558,-20;-4;-5,-27;1;-1,-19;16;11,-21;1;-10,387310,5,2021-10-27
2559,,,,,387579,5,2021-10-27
2560,-20;-1;-2,-17;10;-7,-11;5;5,-25;8;-11,387581,5,2021-10-27
2561,,,,,387851,5,2021-10-27
2562,-12;-3;-2,-8;15;-11,-20;-3;-16,-14;1;2,387854,5,2021-10-27
2563,,,,,388120,5,2021-10-27
2564,-25;6;-12,-19;2;12,-23;9;-5,-19;-1;-1,388123,5,2021-10-27
2565,,,,,388398,5,2021-10-27
2566,-12;-1;0,-30;3;-4,-8;10;-6,-14;18;-9,388401,5,2021-10-27
2567,,,,,388671,5,2021-10-27
2568,-11;10;-12,-21;3;-5,-13;12;-7,-14;-1;-4,388674,5,2021-10-27
2569,,,,,388951,5,2021-10-27
2570,-12;7;0,-17;0;0,-17;0;-1,-17;0;-1,388954,5,2021-10-27
2571,,,,,389222,5,2021-10-27
2572,-14;5;-6,-7;4;-19,-17;7;-5,-14;4;4,389225,5,2021-10-27
2573,,,,,389504,5,2021-10-27
2574,-11;12;-6,-19;-5;-9,-15;-1;-5,-12;2;-10,389507,5,2021-10-27
2575,,,,,389772,5,2021-10-27
2576,-10;0;-7,-13;-9;-8,-22;0;-8,-10;-4;-5,389775,5,2021-10-27
2577,,,,,390051,5,2021-10-27
2578,-17;-4;-3,-18;-6;1,-20;3;-2,-14;-2;-8,390054,5,2021-10-27
2579,,,,,390319,5,2021-10-27
2580,-28;4;-23,-19;4;-11,-21;5;-5,-22;5;-14,390322,5,2021-10-27
2581,,,,,390588,5,2021-10-27
2582,-25;1;1,-22;3;-6,-25;2;-2,-22;5;6,390596,5,2021-10-27
2583,,,,,390867,5,2021-10-27
2584,-38;-6;-4,-25;6;-4,-21;3;-12,-21;2;-2,390871,5,2021-10-27
2585,,,,,391143,5,2021-10-27
2586,-26;-6;-24,-17;5;6,-6;-2;-6,-23;2;-13,391150,5,2021-10-27
2587,,,,,391412,5,2021-10-27
2588,-21;-2;-13,-17;-5;-8,-19;4;-13,-19;-4;-10,391414,5,2021-10-27
2589,,,,,391689,5,2021-10-27
2590,-18;-6;-14,-25;-2;-19,-20;-6;1,-22;-11;-10,391698,5,2021-10-27
2591,,,,,391973,5,2021-10-27
2592,-22;0;-4,-15;-1;0,-26;6;-8,-28;3;-2,391976,5,2021-10-27
2593,,,,,392250,5,2021-10-27
2594,-12;0;-6,-20;0;6,-16;3;-1,-14;0;2,392257,5,2021-10-27
2595,,,,,392532,5,2021-10-27
2596,-18;0;-4,-23;-9;-3,-25;-1;-8,-26;-5;-3,392536,5,2021-10-27
2597,,,,,392800,5,2021-10-27
2598,-26;-2;-1,-20;2;4,-19;5;-2,-22;4;-13,392808,5,2021-10-27
2599,,,,,393076,5,2021-10-27
2600,-16;-9;-3,-15;-1;-4,-22;-4;-4,-11;-4;-2,393079,5,2021-10-27
2601,,,,,393344,5,2021-10-27
2602,-19;4;0,-19;-5;-3,-20;2;0,-24;-11;-7,393347,5,2021-10-27
2603,,,,,393620,5,2021-10-27
2604,-17;0;1,-19;-4;-1,-11;-5;-13,-19;1;-4,393623,5,2021-10-27
2605,,,,,393889,5,2021-10-27
2606,-16;-3;0,-15;9;-6,-17;6;-13,-18;-3;-5,393892,5,2021-10-27
2607,,,,,394164,5,2021-10-27
2608,-25;-3;3,-14;-4;-2,-18;-8;-3,-19;-3;-9,394167,5,2021-10-27
2609,,,,,394435,5,2021-10-27
2610,-24;-4;-15,-22;-1;-6,-21;0;-5,-16;0;-8,394437,5,2021-10-27
2611,,,,,394708,5,2021-10-27
2612,-19;-6;-9,-16;-8;-1,-13;-6;-6,-12;-11;0,394712,5,2021-10-27
2613,,,,,394977,5,2021-10-27
2614,-9;-3;-3,-9;-1;5,-12;1;-1,-7;0;-10,394980,5,2021-10-27
2615,,,,,395252,5,2021-10-27
2616,-10;-6;-4,-6;1;4,-6;-6;-4,0;-2;-2,395255,5,2021-10-27
2617,,,,,395528,5,2021-10-27
2618,-4;0;0,-4;-2;0,-8;-5;1,-1;5;-10,395531,5,2021-10-27
2619,,,,,395809,5,2021-10-27
2620,-3;-5;-6,-11;-9;-6,-3;0;-15,-6;0;-1,395812,5,2021-10-27
2621,,,,,396078,5,2021-10-27
2622,-17;-1;-6,-9;-7;2,-7;-1;-8,-5;5;-16,396081,5,2021-10-27
2623,,,,,396359,5,2021-10-27
2624,-3;5;0,-5;3;-1,-6;-5;-1,-11;3;0,396362,5,2021-10-27
2625,,,,,396642,5,2021-10-27
2626,-9;5;-4,-12;6;-6,-14;-2;-2,-4;7;-3,396645,5,2021-10-27
2627,,,,,396911,5,2021-10-27
2628,-12;-2;-11,-9;9;-10,-12;8;-7,-2;10;0,396919,5,2021-10-27
2629,,,,,397190,5,2021-10-27
2630,-15;0;-2,-11;5;2,-13;9;-10,-12;12;-11,397193,5,2021-10-27
2631,,,,,397457,5,2021-10-27
2632,-6;7;-5,-7;5;-12,-18;0;1,-5;8;-6,397465,5,2021-10-27
2633,,,,,397729,5,2021-10-27
2634,-14;5;-6,-8;5;-3,-4;-5;3,4;11;-3,397732,5,2021-10-27
2635,,,,,398006,5,2021-10-27
2636,0;15;4,-1;9;4,-1;10;-6,-10;6;-12,398013,5,2021-10-27
2637,,,,,398280,5,2021-10-27
2638,2;12;-3,-1;5;0,-4;11;-11,-2;15;3,398283,5,2021-10-27
2639,,,,,398550,5,2021-10-27
2640,-13;2;0,-5;8;-3,-3;8;-9,-4;5;-17,398558,5,2021-10-27
2641,,,,,398831,5,2021-10-27
2642,-2;10;-15,-2;4;-5,-11;3;-3,-9;2;-9,398833,5,2021-10-27
2643,,,,,399107,5,2021-10-27
2644,-4;4;4,-1;13;-9,-10;4;0,0;7;8,399110,5,2021-10-27
2645,,,,,399381,5,2021-10-27
2646,-7;23;-20,-3;20;-9,-5;10;-6,-6;9;-7,399384,5,2021-10-27
2647,,,,,399657,5,2021-10-27
2648,-2;12;-10,-4;10;-13,-1;14;6,-7;14;-10,399661,5,2021-10-27
2649,,,,,399944,5,2021-10-27
2650,5;9;-7,-2;14;2,2;8;-1,4;8;-8,399947,5,2021-10-27
2651,,,,,400214,5,2021-10-27
2652,3;9;-3,8;18;-16,2;5;-8,3;12;0,400217,5,2021-10-27
2653,,,,,400483,5,2021-10-27
2654,-2;13;0,3;8;-9,9;13;-9,2;13;-10,400485,5,2021-10-27
2655,,,,,400751,5,2021-10-27
2656,-2;7;-2,5;18;-20,8;7;-1,8;11;3,400754,5,2021-10-27
2657,,,,,401027,5,2021-10-27
2658,3;8;2,4;18;-6,-2;12;0,9;5;-2,401030,5,2021-10-27
2659,,,,,401297,5,2021-10-27
2660,6;12;10,-3;2;4,0;10;3,1;13;7,401299,5,2021-10-27
2661,,,,,401576,5,2021-10-27
2662,9;-1;-5,4;11;-11,3;12;-3,5;-1;12,401579,5,2021-10-27
2663,,,,,401847,5,2021-10-27
2664,4;12;-8,5;7;-11,8;9;0,-6;-10;6,401849,5,2021-10-27
2665,,,,,402118,5,2021-10-27
2666,5;4;5,11;5;-1,8;3;-2,11;12;-3,402127,5,2021-10-27
2667,,,,,402392,5,2021-10-27
2668,14;3;-6,-2;0;10,9;8;1,15;0;7,402395,5,2021-10-27
2669,,,,,402666,5,2021-10-27
2670,6;11;10,13;5;12,24;1;1,8;7;-1,402674,5,2021-10-27
2671,,,,,402940,5,2021-10-27
2672,6;-7;4,14;9;-4,12;7;9,18;-3;-6,402944,5,2021-10-27
2673,,,,,403211,5,2021-10-27
2674,7;0;11,14;0;0,12;-2;2,10;0;8,403219,5,2021-10-27
2675,,,,,403487,5,2021-10-27
2676,18;-9;10,11;-8;-11,6;-3;1,15;-1;15,403490,5,2021-10-27
2677,,,,,403757,5,2021-10-27
2678,20;13;-5,4;-6;0,10;5;-4,18;-3;-12,403760,5,2021-10-27
2679,,,,,404030,5,2021-10-27
2680,10;2;-4,9;0;4,10;2;-13,18;-5;-10,404032,5,2021-10-27
2681,,,,,404298,5,2021-10-27
2682,2;-11;-6,8;-15;0,19;-7;8,9;-17;17,404301,5,2021-10-27
2683,,,,,404580,5,2021-10-27
2684,6;-11;11,6;-16;17,13;2;-4,21;-8;6,404583,5,2021-10-27
2685,,,,,404849,5,2021-10-27
2686,0;-17;11,12;-9;4,8;-14;12,9;-5;12,404852,5,2021-10-27
2687,,,,,405126,5,2021-10-27
2688,-4;-13;9,13;-7;8,13;0;5,3;-11;19,405129,5,2021-10-27
2689,,,,,405393,5,2021-10-27
2690,12;-23;6,11;0;7,12;-11;11,9;-12;10,405396,5,2021-10-27
2691,,,,,405675,5,2021-10-27
2692,10;-17;17,14;-17;8,13;-15;7,7;-14;13,405678,5,2021-10-27
2693,,,,,405950,5,2021-10-27
2694,13;-4;15,26;-11;20,14;-10;10,1;-9;10,405953,5,2021-10-27
2695,,,,,406230,5,2021-10-27
2696,14;-22;22,13;-9;27,18;-26;22,19;-13;24,406233,5,2021-10-27
2697,,,,,406513,5,2021-10-27
2698,26;-26;1,15;-15;4,14;-20;12,21;-17;8,406516,5,2021-10-27
2699,,,,,406790,5,2021-10-27
2700,14;-16;17,11;-6;6,14;-15;1,13;-18;11,406798,5,2021-10-27
2701,,,,,407070,5,2021-10-27
2702,14;-13;17,17;-18;-5,8;-19;20,9;-15;11,407073,5,2021-10-27
2703,,,,,407347,5,2021-10-27
2704,11;-19;-3,17;-11;13,14;-9;3,13;-12;9,407355,5,2021-10-27
2705,,,,,407627,5,2021-10-27
2706,12;-6;8,14;-12;0,17;-14;0,11;-10;9,407630,5,2021-10-27
2707,,,,,407899,5,2021-10-27
2708,9;-9;3,14;-6;12,12;-6;8,9;-9;10,407907,5,2021-10-27
2709,,,,,408171,5,2021-10-27
2710,17;-1;7,12;-2;4,14;-2;13,5;-5;15,408174,5,2021-10-27
2711,,,,,408450,5,2021-10-27
2712,6;-3;2,0;-6;7,14;-10;2,19;3;-2,408457,5,2021-10-27
2713,,,,,408728,5,2021-10-27
2714,11;-5;4,9;-9;9,9;2;0,9;-1;9,408731,5,2021-10-27
2715,,,,,409004,5,2021-10-27
2716,9;-2;-4,16;-1;0,11;-8;6,11;-6;2,409006,5,2021-10-27
2717,,,,,409278,5,2021-10-27
2718,16;-3;11,20;3;9,10;0;9,17;-3;-2,409281,5,2021-10-27
2719,,,,,409549,5,2021-10-27
2720,11;3;7,12;1;-2,13;1;-1,18;0;7,409552,5,2021-10-27
2721,,,,,409817,5,2021-10-27
2722,12;1;-2,16;2;5,13;0;3,14;1;0,409820,5,2021-10-27
2723,,,,,410088,5,2021-10-27
2724,11;-2;6,10;-3;8,11;2;3,10;1;0,410091,5,2021-10-27
2725,,,,,410361,5,2021-10-27
2726,10;2;0,9;2;0,7;0;0,5;-1;6,410363,5,2021-10-27
2727,,,,,410630,5,2021-10-27
2728,0;0;0,-5;0;0,-6;-1;-1,-6;1;-4,410633,5,2021-10-27
2729,,,,,410909,5,2021-10-27
2730,-8;0;-2,-7;-1;1,-4;0;-2,-9;-1;-1,410912,5,2021-10-27
2731,,,,,411180,5,2021-10-27
2732,-8;0;-7,-12;0;-5,-12;1;-4,-16;-1;-3,411183,5,2021-10-27
2733,,,,,411456,5,2021-10-27
2734,-23;0;-5,-24;-2;-2,-25;-1;-4,-24;2;-11,411464,5,2021-10-27
2735,,,,,411731,5,2021-10-27
2736,-23;2;-10,-23;-2;-8,-24;4;-6,-26;0;-5,411735,5,2021-10-27
2737,,,,,412006,5,2021-10-27
2738,-29;2;-6,-29;0;-3,-28;0;-7,-30;0;-4,412013,5,2021-10-27
2739,,,,,412296,5,2021-10-27
