,acc1,acc2,acc3,acc4,duration
129185,,,,,129185
129188,27;8;10,25;2;8,32;4;9,33;2;11,129188
129455,,,,,129455
129458,30;2;6,27;5;10,29;10;8,30;6;6,129458
129730,,,,,129730
129733,33;7;10,28;8;8,30;5;6,30;8;7,129733
130001,,,,,130001
130004,34;5;8,34;9;12,34;6;5,30;7;9,130004
130273,,,,,130273
130276,33;4;6,30;3;8,34;7;5,31;6;10,130276
130549,,,,,130549
130552,31;5;11,28;7;8,29;6;6,30;7;5,130552
130824,,,,,130824
130827,28;6;5,28;7;7,27;1;9,30;5;6,130827
131100,,,,,131100
131103,28;3;8,28;4;7,26;6;6,24;4;6,131103
131379,,,,,131379
131382,24;5;6,25;5;5,28;4;6,26;3;7,131382
131650,,,,,131650
131653,27;5;3,26;4;5,27;5;7,27;4;6,131653
131922,,,,,131922
131931,27;3;4,22;3;5,21;5;5,21;6;6,131931
132195,,,,,132195
132198,19;3;5,19;5;5,20;3;5,19;4;4,132198
132463,,,,,132463
132470,19;3;2,18;5;1,17;4;4,17;4;6,132470
132740,,,,,132740
132742,18;5;5,18;6;5,17;4;4,18;5;3,132742
133013,,,,,133013
133016,18;4;4,17;6;3,17;4;4,17;4;4,133016
133289,,,,,133289
133292,15;4;4,15;5;5,15;5;4,16;4;3,133292
133563,,,,,133563
133566,16;4;5,15;4;3,15;4;4,16;5;4,133566
133864,,,,,133864
133867,13;4;4,12;4;3,13;5;0,10;4;3,133867
134126,,,,,134126
134129,8;5;2,7;5;1,5;4;2,4;5;0,134129
134395,,,,,134395
134398,4;3;2,4;3;1,5;4;2,5;4;1,134398
134665,,,,,134665
134668,5;4;1,6;5;1,4;4;2,5;4;2,134668
134940,,,,,134940
134947,4;4;2,5;3;1,5;4;1,5;4;1,134947
135216,,,,,135216
135219,5;5;0,5;5;1,5;3;2,5;3;0,135219
135491,,,,,135491
135499,5;5;1,5;4;1,4;6;2,2;3;2,135499
135766,,,,,135766
135769,3;5;1,4;4;0,3;4;-1,3;4;0,135769
136036,,,,,136036
136039,3;4;2,6;2;1,6;2;0,1;4;2,136039
136316,,,,,136316
136320,-1;3;0,0;3;0,-2;4;0,-2;2;1,136320
136592,,,,,136592
136595,-1;5;0,-3;5;0,-3;5;0,-4;0;-2,136595
136868,,,,,136868
136871,-5;3;-4,-6;0;-3,-5;0;0,-4;2;-2,136871
137143,,,,,137143
137146,-3;0;-3,-5;-3;0,-5;-2;2,-1;-2;0,137146
137425,,,,,137425
137428,-1;-1;0,-1;-1;-2,-4;-8;0,-1;-9;0,137428
137693,,,,,137693
137696,0;-7;0,0;-9;0,1;-10;0,2;-13;-1,137696
137974,,,,,137974
137977,5;-18;0,4;-18;0,6;-20;5,7;-20;1,137977
138244,,,,,138244
138247,5;-14;2,6;-22;2,11;-25;3,8;-19;3,138247
138521,,,,,138521
138528,7;-21;0,6;-19;3,8;-18;0,3;-15;0,138528
138793,,,,,138793
138797,7;-17;3,7;-21;2,6;-25;3,8;-17;5,138797
139070,,,,,139070
139078,8;-19;4,6;-20;4,6;-16;3,9;-21;3,139078
139362,,,,,139362
139365,11;-21;0,7;-28;20,6;-16;13,4;-14;17,139365
139633,,,,,139633
139640,6;-23;4,11;-34;2,7;-16;-6,4;-13;-2,139640
139910,,,,,139910
139913,0;6;12,10;1;0,-2;-8;17,4;-4;5,139913
140179,,,,,140179
140182,-6;4;-1,-2;0;0,1;6;14,-5;-1;4,140182
140452,,,,,140452
140454,0;14;-12,5;24;-10,-3;18;-8,-5;15;-4,140454
140722,,,,,140722
140725,-6;12;-1,0;9;2,-1;8;4,-3;5;-3,140725
141000,,,,,141000
141002,0;9;-5,-1;5;-4,0;6;-9,0;5;-2,141002
141272,,,,,141272
141275,-4;6;3,-4;8;0,-7;12;6,-1;11;4,141275
141549,,,,,141549
141552,-3;8;-12,-3;11;-9,-1;7;-14,-5;10;-7,141552
141815,,,,,141815
141818,-2;9;-8,-4;12;-5,0;13;0,-6;15;3,141818
142097,,,,,142097
142100,0;13;-3,-3;15;-5,-1;13;-2,-4;7;-3,142100
142372,,,,,142372
142375,0;6;0,-3;9;5,-3;7;-8,1;9;-2,142375
142656,,,,,142656
142658,-7;15;-7,-4;16;1,0;8;2,-3;10;0,142658
142929,,,,,142929
142932,-3;0;3,-5;3;0,0;11;-6,0;13;0,142932
143201,,,,,143201
143208,-4;16;5,-2;6;-7,-3;8;-1,-1;8;0,143208
143475,,,,,143475
143477,-2;6;-5,-1;8;0,-2;13;-3,-1;6;-3,143477
143750,,,,,143750
143759,0;4;-7,-3;8;0,-4;9;-3,-3;10;0,143759
144030,,,,,144030
144033,-1;4;-5,0;6;-3,0;4;-3,-2;15;0,144033
144301,,,,,144301
144304,0;18;-2,2;12;0,3;15;-5,1;12;0,144304
144575,,,,,144575
144577,6;6;-2,4;7;-4,5;10;-1,3;10;5,144577
144844,,,,,144844
144847,6;11;5,8;10;5,9;7;1,11;5;-3,144847
145126,,,,,145126
145129,7;8;5,7;9;0,7;7;2,9;10;2,145129
145399,,,,,145399
145402,8;10;0,9;10;-1,6;10;0,5;13;5,145402
145664,,,,,145664
145667,8;9;5,7;8;0,8;6;2,8;8;-1,145667
145933,,,,,145933
145936,7;7;3,6;11;4,6;8;5,2;16;2,145936
146208,,,,,146208
146211,2;11;7,6;5;8,7;7;1,8;7;-4,146211
146480,,,,,146480
146483,6;7;0,5;10;-1,3;18;-14,-1;9;-1,146483
146753,,,,,146753
146760,1;4;0,0;10;-7,5;3;2,7;5;3,146760
147027,,,,,147027
147031,10;6;-3,3;13;9,4;4;1,2;7;4,147031
147311,,,,,147311
147320,5;12;7,6;8;2,3;6;-4,7;5;0,147320
147591,,,,,147591
147594,1;6;1,5;9;-1,3;10;0,5;11;-2,147594
147865,,,,,147865
147868,5;7;2,4;10;0,4;5;1,4;8;3,147868
148141,,,,,148141
148144,4;7;4,3;8;2,5;4;2,4;9;1,148144
148416,,,,,148416
148419,5;3;-3,10;6;-2,5;4;1,4;10;8,148419
148704,,,,,148704
148707,5;6;4,6;4;2,2;12;4,4;11;1,148707
148979,,,,,148979
148982,3;4;-2,4;3;7,7;4;3,4;4;0,148982
149256,,,,,149256
149259,5;8;2,4;5;-2,5;10;1,6;3;-4,149259
149529,,,,,149529
149532,4;3;4,4;5;4,5;7;-1,5;5;-4,149532
149806,,,,,149806
149814,5;12;-1,4;7;0,6;5;-4,5;7;-6,149814
150080,,,,,150080
150083,6;5;-1,5;5;3,9;6;0,6;9;0,150083
150351,,,,,150351
150360,5;6;-2,6;8;2,7;6;-1,7;7;5,150360
150631,,,,,150631
150633,7;7;2,6;11;2,7;10;1,9;7;2,150633
150906,,,,,150906
150909,11;7;3,9;5;-1,9;5;-6,11;9;-1,150909
151182,,,,,151182
151184,6;10;2,7;12;2,10;9;4,11;6;2,151184
151463,,,,,151463
151467,10;4;2,9;5;2,9;11;7,10;8;0,151467
151740,,,,,151740
151742,8;6;4,11;5;0,11;4;0,14;3;0,151742
152009,,,,,152009
152012,12;7;1,10;8;-2,13;8;5,12;10;4,152012
152309,,,,,152309
152312,13;6;0,13;7;1,11;9;1,13;5;4,152312
152580,,,,,152580
152583,13;7;4,11;11;12,15;10;6,16;7;2,152583
152850,,,,,152850
152853,19;4;2,13;6;2,18;4;1,15;9;4,152853
153114,,,,,153114
153117,17;10;3,15;10;3,13;11;0,17;9;0,153117
153384,,,,,153384
153393,17;6;5,18;7;7,18;7;1,18;9;2,153393
153665,,,,,153665
153668,16;12;2,14;10;3,16;10;3,17;13;4,153668
153934,,,,,153934
153942,15;13;6,15;13;3,15;13;4,16;11;2,153942
154206,,,,,154206
154208,16;11;1,17;11;1,14;14;3,14;14;4,154208
154472,,,,,154472
154572,16;19;4,16;18;4,16;17;3,15;18;1,154572
154835,,,,,154835
154839,12;17;3,15;20;6,14;22;8,13;20;5,154839
155110,,,,,155110
155113,14;19;1,14;19;-1,13;25;-3,16;19;0,155113
155385,,,,,155385
155388,11;21;7,12;26;5,12;25;3,13;24;1,155388
155656,,,,,155656
155658,13;18;1,14;18;0,14;22;0,15;22;1,155658
155930,,,,,155930
155933,14;21;6,15;20;4,16;18;1,14;18;0,155933
156211,,,,,156211
156213,15;18;5,15;17;3,16;19;1,14;16;1,156213
156474,,,,,156474
156477,16;14;6,15;15;5,15;16;1,14;14;3,156477
156743,,,,,156743
156746,14;20;5,16;19;0,14;17;0,15;15;0,156746
157018,,,,,157018
157021,13;11;1,15;15;3,15;16;2,13;18;2,157021
157287,,,,,157287
157290,15;14;3,13;15;1,12;15;3,14;17;5,157290
157565,,,,,157565
157569,14;16;3,13;12;2,16;15;1,13;13;0,157569
157838,,,,,157838
157841,15;13;2,14;12;1,15;10;0,15;9;6,157841
158110,,,,,158110
158118,16;9;4,15;11;1,15;11;1,15;11;1,158118
158388,,,,,158388
158391,16;8;4,15;12;0,15;10;2,13;8;4,158391
158663,,,,,158663
158670,16;10;2,14;8;2,14;7;5,14;10;4,158670
158945,,,,,158945
158948,15;11;2,13;12;1,14;8;1,14;7;3,158948
159220,,,,,159220
159223,14;8;2,14;9;2,14;9;4,14;9;2,159223
159499,,,,,159499
159502,15;9;2,16;10;2,15;10;3,14;10;3,159502
159765,,,,,159765
159768,14;9;2,14;10;3,13;7;1,13;9;1,159768
160048,,,,,160048
160051,14;7;3,14;8;2,12;10;1,13;8;3,160051
160315,,,,,160315
160318,16;9;2,14;9;0,13;10;0,13;9;3,160318
160600,,,,,160600
160603,13;10;4,13;9;0,10;9;3,9;9;2,160603
160866,,,,,160866
160869,9;10;1,10;11;1,10;11;2,9;8;2,160869
161145,,,,,161145
161148,10;9;3,9;9;3,9;10;2,9;10;2,161148
161418,,,,,161418
161421,10;9;3,11;7;1,10;9;2,11;9;3,161421
161692,,,,,161692
161700,10;8;1,10;8;0,10;6;2,17;5;1,161700
161967,,,,,161967
161970,12;6;2,11;7;2,10;6;3,10;7;0,161970
162238,,,,,162238
162245,12;7;1,10;6;4,10;5;3,8;6;2,162245
162512,,,,,162512
162514,10;10;2,8;9;2,9;8;4,8;8;6,162514
162781,,,,,162781
162784,7;7;0,8;9;3,8;11;3,10;10;4,162784
163068,,,,,163068
163070,7;9;2,8;9;2,7;9;4,8;10;2,163070
163340,,,,,163340
163343,7;10;0,7;7;2,6;8;1,7;7;4,163343
163608,,,,,163608
163611,9;8;0,8;8;0,6;11;4,6;11;2,163611
163880,,,,,163880
163884,7;10;1,6;11;0,8;7;0,7;5;2,163884
164166,,,,,164166
164169,5;8;3,8;8;3,6;10;1,7;10;0,164169
164432,,,,,164432
164434,7;9;0,9;8;5,8;10;3,10;7;1,164434
164708,,,,,164708
164715,12;6;2,11;6;0,11;6;3,10;8;2,164715
164983,,,,,164983
164985,11;8;2,11;9;2,9;8;4,12;6;3,164985
165251,,,,,165251
165260,11;7;2,11;6;0,12;5;-1,12;7;0,165260
165521,,,,,165521
165524,11;4;0,9;9;3,8;8;3,10;7;4,165524
165790,,,,,165790
165792,10;9;2,11;10;2,11;11;5,11;9;0,165792
166065,,,,,166065
166068,13;6;2,13;7;0,11;7;-1,10;8;1,166068
166349,,,,,166349
166351,8;9;6,10;11;5,11;8;1,10;6;1,166351
166622,,,,,166622
166625,10;9;1,12;7;1,11;7;4,11;6;2,166625
166891,,,,,166891
166894,9;13;4,10;13;3,10;13;5,10;11;4,166894
167168,,,,,167168
167171,9;7;4,9;8;0,10;6;-2,10;6;-1,167171
167435,,,,,167435
167438,9;8;0,12;10;3,9;10;4,8;10;5,167438
167715,,,,,167715
167718,10;6;2,9;8;2,11;7;1,10;8;2,167718
167992,,,,,167992
167994,11;7;2,8;8;5,7;9;4,5;9;0,167994
168267,,,,,168267
168275,5;3;0,8;5;-1,8;6;1,9;5;2,168275
168542,,,,,168542
168545,8;4;4,6;7;3,6;5;0,7;5;0,168545
168811,,,,,168811
168820,10;4;1,10;1;6,10;0;2,9;3;2,168820
169086,,,,,169086
169090,11;1;3,10;2;3,11;2;2,12;3;1,169090
169356,,,,,169356
169359,10;2;4,12;2;6,13;4;2,11;1;2,169359
169637,,,,,169637
169640,12;0;1,14;3;2,13;2;1,13;0;2,169640
169912,,,,,169912
169914,12;5;4,14;6;1,15;3;1,13;5;4,169914
170180,,,,,170180
170183,16;5;5,15;4;2,14;2;1,14;0;1,170183
170449,,,,,170449
170452,14;1;1,16;0;3,14;1;1,16;2;4,170452
170726,,,,,170726
170728,13;1;1,15;1;0,16;1;2,15;2;3,170728
170994,,,,,170994
170997,15;1;6,15;2;4,15;4;3,12;3;2,170997
171276,,,,,171276
171279,16;1;3,14;3;4,14;3;2,15;1;2,171279
171551,,,,,171551
171554,15;0;1,14;3;0,14;2;0,13;1;1,171554
171827,,,,,171827
171853,16;2;1,15;6;4,15;3;6,14;4;4,171853
172114,,,,,172114
172118,18;1;2,16;4;2,16;3;2,17;3;5,172118
172389,,,,,172389
172398,18;5;0,18;4;2,17;5;3,18;2;6,172398
172664,,,,,172664
172667,18;4;4,19;4;3,18;5;6,18;5;4,172667
172940,,,,,172940
172943,17;5;-1,17;6;7,18;11;6,16;12;4,172943
173217,,,,,173217
173220,16;11;5,17;9;4,18;8;3,18;11;3,173220
173491,,,,,173491
173493,18;12;4,18;9;0,17;8;2,16;8;0,173493
173766,,,,,173766
173769,17;13;0,16;17;7,18;21;12,19;18;13,173769
174034,,,,,174034
174038,20;16;8,20;20;4,21;17;0,22;18;1,174038
174311,,,,,174311
174313,21;21;2,22;20;0,18;19;2,19;19;4,174313
174579,,,,,174579
174582,21;17;3,20;19;4,22;22;2,23;22;5,174582
174860,,,,,174860
174863,21;16;3,20;16;4,19;13;3,20;15;1,174863
175129,,,,,175129
175132,19;14;2,19;13;4,18;17;5,19;16;5,175132
175406,,,,,175406
175413,20;17;4,19;16;4,20;18;5,18;14;3,175413
175693,,,,,175693
175696,20;15;2,21;15;7,20;14;5,19;14;6,175696
175969,,,,,175969
175977,19;17;1,20;18;0,19;15;3,20;17;9,175977
176260,,,,,176260
176263,20;18;4,20;18;6,25;18;3,24;12;7,176263
176531,,,,,176531
176539,24;15;0,24;10;6,26;10;10,25;14;6,176539
176807,,,,,176807
176811,23;17;6,24;13;7,23;12;4,23;12;2,176811
177079,,,,,177079
177081,22;14;4,22;12;6,21;12;5,20;11;3,177081
177359,,,,,177359
177362,20;8;3,21;8;2,20;9;4,21;9;6,177362
177629,,,,,177629
177631,20;8;6,22;7;6,21;9;3,21;9;4,177631
177902,,,,,177902
177905,19;11;3,20;9;2,19;7;2,17;9;3,177905
178170,,,,,178170
178173,17;10;3,16;10;4,15;12;4,16;11;4,178173
178446,,,,,178446
178449,15;10;2,16;10;4,17;12;6,20;8;4,178449
178732,,,,,178732
178734,20;9;6,21;9;5,21;10;4,22;11;6,178734
179003,,,,,179003
179006,20;11;5,22;12;5,21;9;6,21;11;5,179006
179271,,,,,179271
179274,22;10;4,22;11;3,21;12;6,22;11;5,179274
179547,,,,,179547
179555,21;10;4,20;11;5,19;10;4,13;10;3,179555
179829,,,,,179829
179832,7;10;4,13;12;2,16;12;0,11;14;2,179832
180098,,,,,180098
180105,11;10;2,15;10;0,12;11;3,13;10;3,180105
180372,,,,,180372
180374,13;11;1,14;11;3,12;11;3,11;11;1,180374
180637,,,,,180637
180639,12;11;4,13;11;6,12;11;3,13;11;0,180639
180910,,,,,180910
180913,13;10;4,13;11;4,13;11;4,14;11;5,180913
181186,,,,,181186
181188,12;11;0,12;11;0,12;11;1,12;12;0,181188
181460,,,,,181460
181464,14;10;5,14;10;4,14;10;5,15;11;3,181464
181737,,,,,181737
181739,11;11;0,11;12;0,12;11;0,12;11;0,181739
182010,,,,,182010
182013,13;11;6,13;10;3,13;11;0,13;11;0,182013
182274,,,,,182274
182277,14;11;5,13;11;3,14;11;4,14;11;4,182277
182553,,,,,182553
182556,13;11;0,11;10;0,11;12;3,12;12;2,182556
182825,,,,,182825
182829,12;11;3,12;11;3,12;10;0,12;11;0,182829
183093,,,,,183093
183101,13;11;2,14;9;3,12;11;4,13;10;1,183101
183363,,,,,183363
183365,13;12;3,13;11;3,14;11;4,14;11;3,183365
183631,,,,,183631
183639,14;11;0,14;12;3,15;12;2,16;11;3,183639
183901,,,,,183901
183904,14;12;1,12;12;0,11;12;1,10;11;2,183904
184170,,,,,184170
184172,12;10;3,11;11;4,12;11;0,12;11;0,184172
184445,,,,,184445
184449,12;10;4,13;12;3,13;11;3,13;10;3,184449
184714,,,,,184714
184717,14;11;5,16;10;3,17;10;4,13;12;3,184717
184996,,,,,184996
184999,13;10;2,12;11;2,13;14;3,11;10;2,184999
185265,,,,,185265
185268,13;12;2,14;10;1,14;11;2,13;10;1,185268
185540,,,,,185540
185542,12;11;1,13;11;2,12;11;1,13;11;2,185542
185816,,,,,185816
185819,12;11;1,13;10;2,13;11;2,12;11;2,185819
186094,,,,,186094
186097,12;11;2,12;10;4,13;12;2,12;11;2,186097
186365,,,,,186365
186369,12;11;2,13;12;2,10;9;4,11;11;5,186369
186637,,,,,186637
186645,13;12;2,12;11;3,16;10;3,13;10;3,186645
186909,,,,,186909
186912,13;11;1,13;11;1,13;11;3,13;11;2,186912
187186,,,,,187186
187193,12;11;2,13;11;2,12;11;3,12;11;3,187193
187458,,,,,187458
187461,13;11;2,13;11;2,13;11;3,11;12;3,187461
187728,,,,,187728
187731,14;11;1,13;9;1,12;10;2,13;11;1,187731
188006,,,,,188006
188008,13;10;1,13;11;2,12;12;3,12;12;2,188008
188275,,,,,188275
188278,13;12;2,13;10;2,14;11;2,11;12;3,188278
188542,,,,,188542
188546,13;12;3,11;12;2,9;13;4,13;11;2,188546
188812,,,,,188812
188814,13;11;2,12;12;0,13;11;1,13;10;3,188814
189086,,,,,189086
189089,11;11;3,12;11;2,12;11;2,13;11;2,189089
189358,,,,,189358
189361,12;11;2,13;11;2,12;11;2,12;11;2,189361
189630,,,,,189630
189638,14;11;3,13;11;3,13;11;2,13;11;2,189638
189906,,,,,189906
189910,12;11;3,12;11;2,12;10;2,12;11;2,189910
190178,,,,,190178
190214,13;11;2,12;11;2,13;11;2,13;11;3,190214
190478,,,,,190478
190480,13;11;3,13;11;2,12;11;2,12;11;3,190480
190744,,,,,190744
190747,13;12;6,12;12;2,12;11;4,9;12;11,190747
191015,,,,,191015
191019,12;12;4,12;11;3,12;12;4,12;11;3,191019
191289,,,,,191289
191291,41;27;3,16;15;26,11;15;3,13;11;3,191291
191564,,,,,191564
191567,15;10;3,13;11;5,13;11;3,13;10;4,191567
191836,,,,,191836
191838,13;11;1,12;11;3,12;11;2,14;11;2,191838
192113,,,,,192113
192115,13;11;3,12;11;3,13;11;2,13;11;3,192115
192385,,,,,192385
192388,12;10;3,13;12;2,13;11;2,13;10;2,192388
192652,,,,,192652
192693,12;11;2,12;12;3,12;11;3,12;11;2,192693
192959,,,,,192959
192962,12;10;2,13;11;2,13;11;3,13;11;2,192962
193235,,,,,193235
193244,13;11;3,13;11;3,12;11;2,12;11;2,193244
193509,,,,,193509
193512,12;11;2,12;11;3,13;12;2,12;11;2,193512
193772,,,,,193772
193775,13;11;3,13;11;2,13;11;2,13;11;2,193775
194042,,,,,194042
194045,13;10;2,13;11;2,12;11;3,12;11;3,194045
194311,,,,,194311
194313,13;11;2,13;11;2,13;11;2,13;11;3,194313
194579,,,,,194579
194582,12;11;3,13;11;3,13;10;2,12;11;2,194582
194848,,,,,194848
194851,12;11;3,12;10;2,13;11;2,13;11;2,194851
195130,,,,,195130
195133,12;11;3,13;10;3,13;11;3,12;11;2,195133
195399,,,,,195399
195402,12;11;2,13;11;2,12;10;2,13;11;3,195402
195673,,,,,195673
195676,13;11;2,13;11;2,12;11;3,12;11;3,195676
195937,,,,,195937
195940,13;10;3,12;11;3,13;11;2,12;11;2,195940
196200,,,,,196200
196209,13;11;2,13;11;2,12;11;3,12;11;2,196209
196475,,,,,196475
196477,13;11;3,12;11;2,13;11;2,12;11;3,196477
196747,,,,,196747
196755,12;11;2,12;11;3,13;11;2,12;11;3,196755
197025,,,,,197025
197027,13;11;3,12;11;3,12;11;2,12;10;2,197027
197288,,,,,197288
197291,13;11;3,13;11;2,13;11;3,13;11;3,197291
197564,,,,,197564
197567,12;10;2,13;11;2,13;11;3,12;11;3,197567
197832,,,,,197832
197835,12;11;3,13;10;2,13;11;3,12;11;3,197835
198102,,,,,198102
198104,13;11;3,13;10;3,13;11;4,13;11;3,198104
198364,,,,,198364
198367,12;10;2,13;11;3,13;11;3,13;11;2,198367
198633,,,,,198633
198636,12;11;2,13;11;2,12;10;2,12;11;2,198636
198902,,,,,198902
198905,13;10;2,13;11;2,12;11;2,13;11;2,198905
199165,,,,,199165
199173,13;11;3,12;10;2,12;11;3,12;10;2,199173
199448,,,,,199448
199451,13;12;2,12;11;1,13;11;2,13;11;2,199451
199721,,,,,199721
199731,12;10;2,13;11;2,13;11;2,13;11;1,199731
199991,,,,,199991
199994,13;11;4,12;10;2,12;11;2,13;10;2,199994
200259,,,,,200259
200262,13;11;2,12;11;2,13;11;3,12;11;3,200262
200541,,,,,200541
200544,13;10;2,13;11;2,12;11;2,12;11;2,200544
200805,,,,,200805
200808,13;11;3,13;11;3,13;11;2,12;10;3,200808
201080,,,,,201080
201082,12;10;2,12;10;2,13;11;3,13;11;2,201082
201357,,,,,201357
201360,13;11;3,13;11;2,13;11;2,13;11;2,201360
201630,,,,,201630
201633,12;12;2,13;11;2,12;10;2,13;11;2,201633
201905,,,,,201905
201908,13;11;3,12;10;3,13;11;3,13;11;1,201908
202168,,,,,202168
202176,13;12;2,13;11;2,13;11;4,12;11;2,202176
202450,,,,,202450
202454,12;12;2,13;11;3,12;11;2,12;11;2,202454
202726,,,,,202726
202733,12;10;1,12;11;2,12;12;3,12;11;2,202733
202995,,,,,202995
202997,12;11;2,13;10;2,12;10;2,12;11;2,202997
203264,,,,,203264
203267,13;11;3,13;11;2,13;11;3,13;11;3,203267
203544,,,,,203544
203547,13;11;2,12;11;3,12;11;3,13;11;2,203547
203807,,,,,203807
203809,13;11;2,13;11;2,13;11;2,12;10;2,203809
204084,,,,,204084
204087,13;12;2,13;11;1,13;11;2,13;11;2,204087
204358,,,,,204358
204360,12;11;2,13;11;3,13;11;2,13;11;3,204360
204633,,,,,204633
204636,12;11;3,13;11;3,13;10;2,13;11;3,204636
204896,,,,,204896
204899,13;11;2,12;11;2,12;11;3,13;11;3,204899
205165,,,,,205165
205172,13;11;2,13;11;2,13;11;2,13;11;3,205172
205434,,,,,205434
205437,13;11;2,12;11;2,13;11;3,12;11;3,205437
205709,,,,,205709
205717,13;11;2,12;11;2,13;11;2,12;10;2,205717
205984,,,,,205984
205986,13;11;2,13;11;3,12;11;3,12;11;3,205986
206246,,,,,206246
206249,12;11;2,13;11;2,12;11;3,12;11;2,206249
206524,,,,,206524
206527,12;11;2,13;11;2,12;11;2,13;11;2,206527
206791,,,,,206791
206793,13;11;2,12;11;3,12;11;2,13;10;2,206793
207060,,,,,207060
207064,12;11;3,12;11;3,13;11;3,12;11;3,207064
207329,,,,,207329
207332,13;11;1,13;11;3,12;11;2,12;10;2,207332
207603,,,,,207603
207606,13;11;2,12;11;2,12;11;2,13;11;2,207606
207867,,,,,207867
207870,13;10;3,12;11;2,13;11;3,13;11;3,207870
208137,,,,,208137
208145,13;11;2,13;11;3,12;10;2,12;11;2,208145
208406,,,,,208406
208408,13;11;2,12;11;3,13;11;2,13;11;3,208408
208674,,,,,208674
208683,13;11;3,12;11;2,13;11;2,13;11;3,208683
208944,,,,,208944
208947,12;11;3,13;11;2,12;11;3,13;11;2,208947
209213,,,,,209213
209221,13;12;2,13;11;3,12;11;2,12;11;3,209221
209481,,,,,209481
209484,12;11;2,13;10;2,12;10;3,13;11;1,209484
209751,,,,,209751
209754,13;11;3,12;10;3,12;11;2,12;11;4,209754
210095,,,,,210095
210098,12;11;2,13;11;3,13;11;3,12;11;2,210098
210358,,,,,210358
210361,13;11;3,13;11;2,12;11;2,12;11;3,210361
210632,,,,,210632
210635,12;11;2,13;11;3,13;11;2,13;11;2,210635
210908,,,,,210908
210911,13;11;2,13;11;3,12;11;2,13;11;2,210911
211181,,,,,211181
211184,12;12;2,13;11;2,12;11;2,13;11;2,211184
211452,,,,,211452
211456,13;11;2,13;11;3,12;11;3,13;10;2,211456
211722,,,,,211722
211730,12;11;2,13;11;2,13;11;2,12;11;2,211730
211991,,,,,211991
211994,12;11;2,12;11;2,13;10;3,12;11;3,211994
212261,,,,,212261
212269,13;11;2,13;11;2,12;11;2,13;11;2,212269
212535,,,,,212535
212537,13;11;2,12;11;2,13;11;2,13;12;2,212537
212803,,,,,212803
212806,13;11;2,12;11;2,12;10;1,13;11;3,212806
213072,,,,,213072
213075,12;10;2,13;11;2,13;11;2,13;11;3,213075
213336,,,,,213336
213339,12;11;2,13;10;3,12;11;3,12;11;2,213339
213616,,,,,213616
213619,13;11;3,12;11;2,13;11;2,12;11;2,213619
213885,,,,,213885
213889,12;11;3,12;10;3,13;10;2,13;10;2,213889
214160,,,,,214160
214163,13;11;2,13;11;2,12;11;2,12;11;2,214163
214430,,,,,214430
214433,13;10;3,12;11;2,12;10;2,12;11;2,214433
214703,,,,,214703
214710,13;11;2,13;10;3,12;11;2,12;11;2,214710
214980,,,,,214980
214983,12;10;2,12;11;2,13;10;2,12;12;2,214983
215251,,,,,215251
215260,12;11;3,12;11;2,12;11;3,13;11;3,215260
215531,,,,,215531
215534,12;11;2,13;10;2,13;11;3,13;11;3,215534
215802,,,,,215802
215805,13;10;2,13;11;3,13;11;2,12;11;3,215805
216076,,,,,216076
216078,12;11;3,12;11;3,12;10;2,12;11;2,216078
216344,,,,,216344
216347,14;11;2,13;11;3,12;11;2,12;11;3,216347
216622,,,,,216622
216625,13;11;2,13;10;2,13;11;2,13;11;3,216625
216895,,,,,216895
216898,12;10;3,12;11;2,12;11;4,12;11;3,216898
217175,,,,,217175
217178,13;11;2,12;11;3,12;11;3,12;11;3,217178
217446,,,,,217446
217448,12;12;2,13;11;2,13;10;2,13;11;3,217448
217720,,,,,217720
217729,12;11;3,12;11;3,13;11;3,13;11;2,217729
217997,,,,,217997
217999,12;11;2,13;10;2,12;11;3,12;11;3,217999
218271,,,,,218271
218278,13;12;2,12;11;2,13;11;2,13;10;2,218278
218547,,,,,218547
218549,13;11;3,12;11;2,12;11;2,13;11;3,218549
218810,,,,,218810
218813,13;11;3,13;11;2,12;11;2,13;11;3,218813
219084,,,,,219084
219087,12;11;3,12;10;2,13;10;3,13;11;3,219087
219354,,,,,219354
219356,13;10;3,12;11;3,12;11;2,13;11;2,219356
219622,,,,,219622
219625,13;11;2,12;11;2,12;11;3,13;11;3,219625
219885,,,,,219885
219888,13;11;3,13;11;2,13;11;2,13;11;2,219888
220160,,,,,220160
220163,13;11;2,13;11;2,12;10;2,13;11;2,220163
220424,,,,,220424
220426,13;11;1,13;11;3,13;10;3,13;11;2,220426
220702,,,,,220702
220709,12;11;2,13;11;2,13;11;2,12;11;3,220709
220975,,,,,220975
220977,13;11;2,13;11;2,13;11;3,13;11;3,220977
221251,,,,,221251
221259,13;10;2,12;11;2,13;11;2,13;11;3,221259
221526,,,,,221526
221528,13;11;2,13;11;2,13;10;3,12;11;2,221528
221802,,,,,221802
221809,12;11;2,12;11;2,13;11;3,13;11;3,221809
222075,,,,,222075
222077,12;11;3,13;11;2,12;11;3,12;11;2,222077
222351,,,,,222351
222354,12;12;2,13;10;3,13;10;2,13;11;2,222354
222626,,,,,222626
222629,11;11;3,12;10;3,13;11;2,13;11;2,222629
222895,,,,,222895
222897,12;11;2,12;12;3,13;10;2,12;11;2,222897
223176,,,,,223176
223179,12;11;2,13;10;2,13;11;2,12;11;3,223179
223446,,,,,223446
