,index,acc1,acc2,acc3,acc4,duration
605,132629,,,,,132629
606,132632,0;0;0,0;0;0,0;-2;-2,0;-1;-2,132632
607,132917,,,,,132917
608,132920,1;-1;1,0;0;1,0;0;2,0;1;1,132920
609,133199,,,,,133199
610,133202,0;0;0,1;-1;-1,-1;0;0,0;0;1,133202
611,133480,,,,,133480
612,133483,0;-1;1,0;0;0,0;0;0,0;0;-1,133483
613,133748,,,,,133748
614,133750,0;-1;0,1;0;3,0;0;0,0;1;1,133750
615,134019,,,,,134019
616,134021,1;-1;0,0;0;0,0;0;0,0;-1;0,134021
617,134283,,,,,134283
618,134292,0;0;-2,0;0;2,2;0;2,0;-1;-2,134292
619,134556,,,,,134556
620,134559,0;0;-2,1;0;1,0;0;0,-2;0;0,134559
621,134819,,,,,134819
622,134827,1;0;-2,0;0;0,1;0;0,0;0;2,134827
623,135094,,,,,135094
624,135097,-1;0;-1,0;1;0,1;0;0,-1;0;1,135097
625,135357,,,,,135357
626,135360,-1;0;-2,1;0;-1,0;0;0,0;0;2,135360
627,135632,,,,,135632
628,135634,1;0;-1,-1;-1;-3,0;0;2,2;0;1,135634
629,135896,,,,,135896
630,135898,0;0;-2,0;0;-1,0;0;0,0;1;0,135898
631,136175,,,,,136175
632,136177,0;-1;0,0;0;0,0;0;0,1;0;0,136177
633,136445,,,,,136445
634,136448,0;-1;0,0;1;0,0;0;0,0;0;-2,136448
635,136709,,,,,136709
636,136717,0;-1;0,0;0;0,0;0;0,0;0;-1,136717
637,136984,,,,,136984
638,136987,1;0;0,0;0;0,0;-1;0,1;0;0,136987
639,137255,,,,,137255
640,137263,-1;0;-2,0;0;0,2;1;-2,-1;1;0,137263
641,137534,,,,,137534
642,137537,0;-2;0,0;0;-2,0;1;-2,0;2;0,137537
643,137797,,,,,137797
644,137800,0;0;0,2;3;-2,-1;2;2,-1;0;0,137800
645,138073,,,,,138073
646,138075,1;0;2,1;0;1,0;0;-1,0;0;-1,138075
647,138335,,,,,138335
648,138338,0;0;-1,0;0;0,0;0;2,0;-1;0,138338
649,138610,,,,,138610
650,138613,0;0;0,0;0;0,0;1;0,1;0;0,138613
651,138873,,,,,138873
652,138875,1;0;0,1;0;0,0;0;0,0;1;1,138875
653,139151,,,,,139151
654,139154,0;1;-1,0;0;0,0;0;1,0;0;2,139154
655,139420,,,,,139420
656,139423,-1;2;-1,0;0;0,1;1;0,1;0;2,139423
657,139686,,,,,139686
658,139694,-1;0;-3,1;1;0,1;1;0,1;0;2,139694
659,139965,,,,,139965
660,139968,0;-2;-1,0;-1;0,0;2;0,0;1;-1,139968
661,140237,,,,,140237
662,140246,2;-1;5,1;0;1,0;0;-1,0;0;0,140246
663,140513,,,,,140513
664,140516,1;1;1,1;0;2,1;1;0,0;0;-1,140516
665,140783,,,,,140783
666,140786,0;0;-1,1;1;1,0;0;2,0;0;0,140786
667,141050,,,,,141050
668,141052,1;0;2,2;0;-1,0;0;-2,0;0;0,141052
669,141313,,,,,141313
670,141316,0;0;2,0;0;-1,0;1;0,0;0;0,141316
671,141582,,,,,141582
672,141585,2;0;0,1;0;0,0;0;0,0;0;-1,141585
673,141854,,,,,141854
674,141856,-14;1;-19,3;0;12,0;1;1,0;0;0,141856
675,142123,,,,,142123
676,142130,0;-1;-1,0;0;0,2;0;1,2;0;2,142130
677,142395,,,,,142395
678,142398,0;0;-2,-1;1;-1,0;0;0,0;-1;-2,142398
679,142672,,,,,142672
680,142681,0;-1;0,0;1;-1,-1;1;0,0;0;-1,142681
681,142954,,,,,142954
682,142957,0;0;0,1;-1;0,0;0;3,1;0;0,142957
683,143223,,,,,143223
684,143226,0;1;-2,0;0;-1,0;0;-2,0;1;0,143226
685,143497,,,,,143497
686,143500,-1;0;0,0;0;-2,-1;0;0,0;1;0,143500
687,143773,,,,,143773
688,143775,0;0;0,0;0;0,0;0;-1,1;0;2,143775
689,144059,,,,,144059
690,144062,0;0;0,1;0;0,2;0;0,0;-1;0,144062
691,144325,,,,,144325
692,144327,0;0;-1,-1;0;0,1;1;0,0;0;0,144327
693,144596,,,,,144596
694,144600,0;0;1,0;0;0,0;0;0,0;0;-2,144600
695,144874,,,,,144874
696,144877,1;0;0,-1;-1;-2,-1;2;-1,0;1;0,144877
697,145143,,,,,145143
698,145153,1;0;1,0;0;0,1;0;0,1;0;0,145153
699,145417,,,,,145417
700,145420,0;1;-1,0;0;0,0;0;0,1;1;1,145420
701,145692,,,,,145692
702,145699,-1;1;1,2;0;-2,0;1;-2,2;0;0,145699
703,145965,,,,,145965
704,145968,0;1;-2,0;0;0,0;0;0,0;0;-1,145968
705,146237,,,,,146237
706,146240,1;0;0,1;0;1,0;0;0,1;0;-1,146240
707,146512,,,,,146512
708,146515,0;1;0,0;0;0,1;0;0,1;0;0,146515
709,146783,,,,,146783
710,146786,-1;0;-1,0;1;0,1;1;1,0;0;0,146786
711,147056,,,,,147056
712,147058,1;0;0,0;0;-1,0;1;-1,0;0;1,147058
713,147318,,,,,147318
714,147321,1;0;0,0;0;-1,0;0;0,0;0;1,147321
715,147589,,,,,147589
716,147591,0;0;0,0;1;0,0;1;-1,-1;0;0,147591
717,147857,,,,,147857
718,147860,0;0;-1,-1;0;0,0;1;0,0;0;0,147860
719,148131,,,,,148131
720,148140,0;-1;1,2;0;2,1;0;1,1;-1;-1,148140
721,148408,,,,,148408
722,148411,0;1;0,0;0;2,2;1;1,0;0;1,148411
723,148682,,,,,148682
724,148685,0;-1;-1,1;0;-1,1;0;-1,0;0;-2,148685
725,148958,,,,,148958
726,148961,0;0;0,0;-1;-1,0;0;-2,0;1;0,148961
727,149223,,,,,149223
728,149225,0;-1;1,2;0;0,2;0;0,1;0;1,149225
729,149507,,,,,149507
730,149510,0;0;0,0;0;0,2;1;1,1;0;0,149510
731,149772,,,,,149772
732,149775,1;0;1,0;-1;0,1;0;1,1;0;0,149775
733,150045,,,,,150045
734,150048,0;0;-1,0;-1;0,0;0;0,1;0;2,150048
735,150308,,,,,150308
736,150311,-1;0;-1,0;0;1,0;0;2,0;0;0,150311
737,150572,,,,,150572
738,150579,0;0;-1,0;-1;0,0;1;0,1;0;1,150579
739,150848,,,,,150848
740,150850,0;0;1,-1;3;5,-1;3;0,0;3;3,150850
741,151122,,,,,151122
742,151132,0;0;2,0;-1;3,0;1;0,0;0;-1,151132
743,151398,,,,,151398
744,151400,0;0;0,0;0;0,-1;1;0,0;0;1,151400
745,151663,,,,,151663
746,151666,-2;-5;0,2;0;1,0;1;-1,0;0;0,151666
747,151936,,,,,151936
748,151939,0;-1;-1,0;0;0,2;0;0,0;2;0,151939
749,152199,,,,,152199
750,152202,1;0;-1,0;0;1,0;0;1,2;0;0,152202
751,152483,,,,,152483
752,152486,0;0;0,2;-2;-2,0;0;0,1;1;-1,152486
753,152749,,,,,152749
754,152752,-1;-1;-1,1;0;1,1;0;0,0;-1;0,152752
755,153016,,,,,153016
756,153019,0;0;0,0;-1;0,0;2;3,1;1;6,153019
757,153287,,,,,153287
758,153290,5;-5;-2,1;1;0,2;0;0,0;-2;-2,153290
759,153564,,,,,153564
760,153572,0;1;0,-1;0;0,0;0;0,3;-1;-1,153572
761,153837,,,,,153837
762,153840,-2;1;-6,7;0;0,1;-1;2,1;0;0,153840
763,154105,,,,,154105
764,154114,0;0;-2,0;0;0,-1;0;0,0;1;1,154114
765,154376,,,,,154376
766,154379,0;0;0,0;0;-1,0;0;0,0;0;0,154379
767,154652,,,,,154652
768,154655,-1;0;0,-1;1;-1,0;1;0,0;0;0,154655
769,154927,,,,,154927
770,154930,1;0;0,0;0;0,1;0;0,1;0;0,154930
771,155195,,,,,155195
772,155198,0;-1;-1,0;0;-3,0;0;-3,0;0;-1,155198
773,155471,,,,,155471
774,155474,0;0;2,0;0;1,0;0;0,0;-1;0,155474
775,155740,,,,,155740
776,155742,1;0;1,1;-1;1,0;1;-1,-40;-48;-14,155742
777,156010,,,,,156010
778,156013,-4;-2;-4,0;-4;-10,0;0;0,0;2;2,156013
779,156277,,,,,156277
780,156280,1;0;-1,0;-2;0,0;1;2,0;-1;0,156280
781,156553,,,,,156553
782,156560,0;0;-1,0;-1;0,0;1;1,0;0;2,156560
783,156823,,,,,156823
784,156826,0;0;0,0;0;0,-2;0;-1,0;-1;1,156826
785,157091,,,,,157091
786,157094,0;0;0,0;0;0,1;0;0,1;-1;1,157094
787,157372,,,,,157372
788,157375,0;0;0,2;0;0,0;-2;2,0;-1;0,157375
789,157643,,,,,157643
790,157646,0;0;-4,0;0;-3,0;-1;-4,0;0;1,157646
791,157917,,,,,157917
792,157919,2;0;1,0;-1;1,1;0;-4,0;-1;-3,157919
793,158191,,,,,158191
794,158194,1;0;0,0;0;1,0;0;1,0;0;-2,158194
795,158460,,,,,158460
796,158462,1;0;2,2;0;1,0;0;0,0;0;0,158462
797,158731,,,,,158731
798,158734,0;0;2,1;0;4,0;0;0,1;0;0,158734
799,159005,,,,,159005
800,159012,0;0;1,0;0;-1,1;1;2,1;0;0,159012
801,159275,,,,,159275
802,159277,0;0;3,0;-1;0,-2;0;0,0;0;0,159277
803,159549,,,,,159549
804,159558,0;-1;1,0;-1;0,0;1;0,-1;1;1,159558
805,159818,,,,,159818
806,159821,0;0;-1,0;0;0,0;0;2,0;0;0,159821
807,160082,,,,,160082
808,160084,0;0;0,2;1;0,0;0;0,0;0;0,160084
809,160356,,,,,160356
810,160359,0;0;0,1;1;-2,1;1;-1,0;0;0,160359
811,160631,,,,,160631
812,160634,0;0;-1,0;0;-1,0;0;0,0;1;-2,160634
813,160905,,,,,160905
814,160907,0;0;0,0;0;1,0;1;-1,0;0;0,160907
815,161169,,,,,161169
816,161172,0;0;-1,0;0;1,1;1;-1,0;-1;0,161172
817,161432,,,,,161432
818,161439,0;0;-1,0;0;0,0;1;0,0;0;0,161439
819,161709,,,,,161709
820,161711,0;-1;0,1;1;1,0;0;0,0;0;0,161711
821,161976,,,,,161976
822,161985,0;1;2,1;0;0,-1;0;-1,0;0;-2,161985
823,162246,,,,,162246
824,162249,0;0;3,0;0;3,1;-2;1,0;0;-1,162249
825,162523,,,,,162523
826,162525,0;0;0,2;0;2,0;0;0,0;0;0,162525
827,162822,,,,,162822
828,162825,0;0;-1,0;0;0,1;0;0,0;0;1,162825
829,163096,,,,,163096
830,163099,0;0;0,1;2;0,0;0;1,1;1;-1,163099
831,163366,,,,,163366
832,163368,0;0;0,1;0;-1,0;0;-3,1;0;0,163368
833,163635,,,,,163635
834,163638,0;1;0,1;0;-2,0;0;-3,1;0;-3,163638
835,163915,,,,,163915
836,163918,0;0;-1,0;0;0,0;0;0,1;1;0,163918
837,164185,,,,,164185
838,164188,1;-1;3,0;0;0,0;0;0,0;0;1,164188
839,164454,,,,,164454
840,164462,0;0;0,0;0;1,-2;1;-1,0;-1;-1,164462
841,164723,,,,,164723
842,164726,0;0;0,1;0;0,0;0;0,1;0;1,164726
843,164986,,,,,164986
844,164994,0;0;1,1;-1;0,1;0;-1,0;0;0,164994
845,165255,,,,,165255
846,165258,1;1;3,1;0;-1,1;0;0,0;0;-1,165258
847,165524,,,,,165524
848,165527,0;0;1,2;1;2,0;0;1,0;0;2,165527
849,165799,,,,,165799
850,165801,-1;0;0,0;1;2,-1;0;0,0;0;-1,165801
851,166062,,,,,166062
852,166065,0;0;1,0;0;-2,1;0;2,0;0;0,166065
853,166335,,,,,166335
854,166338,0;-1;-2,0;0;0,0;1;2,2;0;0,166338
855,166604,,,,,166604
856,166606,0;0;2,-1;1;-2,0;0;0,0;0;1,166606
857,166875,,,,,166875
858,166884,0;0;0,0;1;3,0;0;0,0;-1;0,166884
859,167152,,,,,167152
860,167155,0;0;-2,0;0;-1,0;-1;2,0;0;2,167155
861,167422,,,,,167422
862,167430,1;1;0,0;-1;0,2;0;0,0;-1;-1,167430
863,167696,,,,,167696
864,167699,1;0;0,0;0;4,0;0;0,0;-1;0,167699
865,167964,,,,,167964
866,167967,-1;0;-1,-1;0;-2,0;0;-1,1;0;-1,167967
867,168239,,,,,168239
868,168242,1;0;0,0;0;0,0;0;-1,1;-2;0,168242
869,168508,,,,,168508
870,168511,0;1;1,0;-1;0,0;0;0,1;0;0,168511
871,168782,,,,,168782
872,168785,1;-1;0,0;0;0,0;-1;0,1;-1;-1,168785
873,169047,,,,,169047
874,169050,0;0;-2,0;0;0,2;0;0,0;0;0,169050
875,169321,,,,,169321
876,169323,1;0;1,1;0;1,1;0;1,0;0;0,169323
877,169591,,,,,169591
878,169593,0;0;0,0;0;1,0;0;3,3;0;1,169593
879,169862,,,,,169862
880,169869,0;0;1,0;0;-1,0;0;0,-2;0;-2,169869
881,170142,,,,,170142
882,170144,0;0;-1,0;0;-2,1;0;4,0;0;1,170144
883,170411,,,,,170411
884,170433,1;0;2,0;0;-3,0;0;-3,0;0;0,170433
885,170699,,,,,170699
886,170701,0;2;1,1;0;2,0;0;-4,0;-1;-2,170701
887,170967,,,,,170967
888,170970,0;-1;0,0;0;0,2;0;3,2;0;0,170970
889,171252,,,,,171252
890,171254,0;-1;0,0;0;-2,0;0;0,0;0;0,171254
891,171516,,,,,171516
892,171520,0;0;0,-2;0;0,0;0;0,1;-1;0,171520
893,171788,,,,,171788
894,171791,0;0;1,-1;1;-1,0;-1;0,0;0;-1,171791
895,172055,,,,,172055
896,172058,0;0;2,0;0;1,1;0;0,0;-1;0,172058
897,172331,,,,,172331
898,172338,1;0;1,0;1;0,0;0;-1,1;0;2,172338
899,172606,,,,,172606
900,172609,1;0;-1,1;0;-1,0;0;-1,1;1;2,172609
901,172875,,,,,172875
902,172884,0;0;-2,0;0;0,0;0;-1,-1;0;0,172884
903,173154,,,,,173154
904,173157,0;-1;3,1;0;0,0;0;0,0;0;-2,173157
905,173421,,,,,173421
906,173423,0;-1;1,0;0;2,2;-1;-2,0;0;0,173423
907,173694,,,,,173694
908,173698,1;2;2,0;1;1,0;0;-1,1;-2;3,173698
909,173970,,,,,173970
910,173973,0;2;0,0;-1;-1,0;-1;-2,3;0;2,173973
911,174255,,,,,174255
912,174258,0;-1;1,1;0;0,2;-2;0,-1;0;2,174258
913,174522,,,,,174522
914,174525,0;1;2,1;2;0,2;0;0,0;0;-1,174525
915,174795,,,,,174795
916,174798,1;-2;0,0;0;0,-1;0;-1,0;1;0,174798
917,175071,,,,,175071
918,175074,1;0;1,0;0;0,1;3;3,0;0;1,175074
919,175334,,,,,175334
920,175342,0;0;2,0;3;-2,0;0;0,-1;1;3,175342
921,175608,,,,,175608
922,175611,2;-1;-2,-2;1;-3,-1;1;0,2;-2;1,175611
923,175884,,,,,175884
924,175891,0;-6;-4,0;0;-5,1;0;-1,2;0;-1,175891
925,176161,,,,,176161
926,176164,1;0;2,1;0;0,0;-1;-1,-1;0;0,176164
927,176435,,,,,176435
928,176438,0;1;2,0;0;2,0;0;0,1;0;2,176438
929,176711,,,,,176711
930,176713,0;0;0,0;1;1,0;2;2,2;0;0,176713
931,176982,,,,,176982
932,176985,0;1;-1,-1;0;0,1;1;0,1;0;-1,176985
933,177255,,,,,177255
934,177257,1;0;1,-1;0;-3,0;0;-2,0;0;0,177257
935,177523,,,,,177523
936,177526,0;0;0,0;0;0,0;0;1,-1;0;-1,177526
937,177799,,,,,177799
938,177801,0;1;-1,0;0;0,0;0;0,0;0;0,177801
939,178062,,,,,178062
940,178064,0;0;0,1;0;0,1;0;1,0;0;0,178064
941,178331,,,,,178331
942,178339,0;0;-1,1;0;1,0;-1;0,1;0;0,178339
943,178603,,,,,178603
944,178606,9;-81;22,0;3;0,0;-3;-12,1;-2;-4,178606
945,178875,,,,,178875
946,178883,0;1;0,1;0;-2,1;0;0,1;0;0,178883
947,179151,,,,,179151
948,179154,0;0;0,0;0;-1,-1;1;-4,0;0;-1,179154
949,179421,,,,,179421
950,179424,0;2;0,0;0;0,0;0;2,0;1;0,179424
951,179688,,,,,179688
952,179690,1;0;0,-1;0;0,0;0;1,0;0;1,179690
953,179951,,,,,179951
954,179954,1;0;1,0;-2;0,1;0;-1,0;-1;-1,179954
955,180250,,,,,180250
956,180253,0;0;0,0;2;0,0;0;0,-1;0;-1,180253
957,180513,,,,,180513
958,180516,0;-1;3,0;1;0,0;0;0,0;-1;-1,180516
959,180791,,,,,180791
960,180798,0;0;0,0;0;-1,0;2;0,0;0;-1,180798
961,181071,,,,,181071
962,181074,0;-1;-1,1;-2;0,0;-1;0,0;1;0,181074
963,181343,,,,,181343
964,181351,1;0;-1,0;1;0,0;0;0,0;0;0,181351
965,181614,,,,,181614
966,181617,0;0;-1,0;0;-1,0;0;-1,0;1;1,181617
967,181891,,,,,181891
968,181894,1;0;4,1;1;2,0;1;1,0;0;-1,181894
969,182172,,,,,182172
970,182175,0;2;0,0;0;0,0;0;-1,0;0;0,182175
971,182443,,,,,182443
972,182446,1;-1;-1,0;0;-1,0;0;-3,0;0;-3,182446
973,182715,,,,,182715
974,182718,1;0;-2,-1;0;-2,0;0;0,1;0;-1,182718
975,182990,,,,,182990
976,182993,0;2;0,0;0;0,0;0;-1,0;0;-1,182993
977,183258,,,,,183258
978,183261,0;1;1,0;0;1,1;0;1,1;0;3,183261
979,183529,,,,,183529
980,183532,0;0;0,-1;-1;0,1;1;0,0;1;0,183532
981,183798,,,,,183798
982,183806,0;0;0,1;1;1,-1;-1;0,-1;0;-3,183806
983,184074,,,,,184074
984,184076,0;-1;0,0;0;0,0;0;1,0;0;0,184076
985,184342,,,,,184342
986,184350,1;0;-2,0;1;0,0;0;0,2;0;0,184350
987,184617,,,,,184617
988,184621,1;0;0,0;0;0,1;0;1,1;0;0,184621
989,184881,,,,,184881
990,184883,0;0;0,0;0;1,2;0;1,1;-2;2,184883
991,185168,,,,,185168
992,185171,0;0;-3,0;1;0,2;1;-1,2;0;0,185171
993,185443,,,,,185443
994,185446,0;0;1,0;1;-1,1;0;0,1;2;-1,185446
995,185721,,,,,185721
996,185724,2;0;1,1;2;1,0;-1;1,0;0;0,185724
997,185994,,,,,185994
998,185996,0;1;0,0;0;0,0;0;0,-1;0;0,185996
999,186262,,,,,186262
1000,186265,0;0;-1,0;0;-1,0;1;0,0;2;0,186265
1001,186532,,,,,186532
1002,186535,0;0;0,0;0;-2,0;0;0,0;1;0,186535
1003,186805,,,,,186805
1004,186812,-1;1;0,0;0;0,0;0;1,0;0;0,186812
1005,187076,,,,,187076
1006,187079,0;-1;-2,0;1;0,1;-1;1,0;0;0,187079
1007,187345,,,,,187345
1008,187347,0;-1;0,1;-1;-1,0;0;-1,0;-1;0,187347
1009,187621,,,,,187621
1010,187624,1;1;0,2;1;2,1;0;2,0;0;2,187624
1011,187896,,,,,187896
1012,187899,-1;0;-3,0;1;0,-1;0;0,-1;2;0,187899
1013,188171,,,,,188171
1014,188174,0;0;0,0;1;-2,1;0;-3,0;0;0,188174
1015,188445,,,,,188445
1016,188448,0;0;-1,0;0;-1,0;0;0,2;0;-2,188448
1017,188723,,,,,188723
1018,188726,0;0;2,0;0;0,0;0;-2,1;0;0,188726
1019,188993,,,,,188993
1020,188996,0;2;3,0;0;0,0;0;1,0;0;1,188996
1021,189260,,,,,189260
1022,189267,0;0;2,0;1;2,1;0;2,0;-1;0,189267
1023,189535,,,,,189535
1024,189538,0;0;-2,0;1;0,0;1;1,0;1;1,189538
1025,189810,,,,,189810
1026,189818,0;0;0,0;0;0,0;-1;0,0;0;-2,189818
1027,190085,,,,,190085
1028,190088,0;1;1,1;0;0,0;0;-1,0;0;1,190088
1029,190361,,,,,190361
1030,190364,-1;0;1,1;0;0,1;0;0,1;0;-1,190364
1031,190637,,,,,190637
1032,190639,0;1;1,0;1;-2,0;2;-1,0;2;0,190639
1033,190911,,,,,190911
1034,190914,0;0;-1,0;-1;-1,0;0;-2,0;-1;-2,190914
1035,191186,,,,,191186
1036,191188,0;0;0,1;0;0,0;1;-1,1;1;-2,191188
1037,191451,,,,,191451
1038,191454,0;0;-1,0;0;0,0;1;-1,0;0;-2,191454
1039,191727,,,,,191727
1040,191729,1;0;2,2;0;2,0;0;1,1;-1;-2,191729
1041,192003,,,,,192003
1042,192005,-2;-1;-2,0;0;-1,0;0;2,0;1;2,192005
1043,192272,,,,,192272
1044,192281,0;0;0,0;0;3,0;0;1,1;0;-1,192281
1045,192551,,,,,192551
1046,192553,1;0;-2,0;0;-1,0;0;0,-2;0;-1,192553
1047,192822,,,,,192822
1048,192830,0;2;0,0;0;2,2;1;2,0;1;0,192830
1049,193107,,,,,193107
1050,193110,0;0;-2,0;1;-1,1;1;0,0;1;-1,193110
1051,193376,,,,,193376
1052,193379,1;0;0,0;0;0,0;-1;0,0;0;0,193379
1053,193651,,,,,193651
1054,193653,0;1;1,0;0;-1,0;1;0,0;2;-3,193653
1055,193914,,,,,193914
1056,193916,0;0;0,0;0;0,0;0;0,1;0;0,193916
1057,194188,,,,,194188
1058,194190,0;0;1,0;-1;0,0;0;0,0;0;0,194190
1059,194452,,,,,194452
1060,194455,0;0;1,0;-1;0,0;0;-2,1;0;2,194455
1061,194715,,,,,194715
1062,194723,0;1;3,0;3;1,0;-1;1,1;-1;-1,194723
1063,194990,,,,,194990
1064,194993,0;2;3,0;-2;0,1;-1;-1,0;0;1,194993
1065,195253,,,,,195253
1066,195260,0;0;0,0;0;1,1;0;-2,0;-1;-2,195260
1067,195529,,,,,195529
1068,195531,0;0;-2,0;0;-2,0;1;0,0;1;3,195531
1069,195798,,,,,195798
1070,195801,0;0;-2,0;1;0,0;-1;0,0;1;-1,195801
1071,196073,,,,,196073
1072,196076,1;0;1,0;0;-1,0;-1;-1,-1;-1;-1,196076
1073,196342,,,,,196342
1074,196344,0;0;-1,0;0;0,0;0;0,1;0;0,196344
1075,196617,,,,,196617
1076,196620,1;1;2,0;1;0,0;0;3,0;1;0,196620
1077,196892,,,,,196892
1078,196894,-1;-1;-2,0;1;-3,1;0;0,0;-1;0,196894
1079,197173,,,,,197173
1080,197176,0;0;0,0;1;0,0;0;0,0;1;-1,197176
1081,197443,,,,,197443
1082,197446,0;0;0,1;0;0,0;0;1,0;0;2,197446
1083,197711,,,,,197711
1084,197720,0;1;1,0;0;0,1;-3;0,0;0;1,197720
1085,197987,,,,,197987
1086,197990,-1;1;-1,-1;0;-4,0;0;1,0;0;0,197990
1087,198256,,,,,198256
1088,198264,0;0;0,0;-1;-1,-1;0;0,1;0;0,198264
1089,198531,,,,,198531
1090,198534,-1;0;0,0;0;0,0;0;0,0;0;0,198534
1091,198794,,,,,198794
1092,198797,0;1;0,0;1;0,1;0;0,0;0;1,198797
1093,199081,,,,,199081
1094,199085,1;0;0,0;1;0,1;0;0,0;0;0,199085
1095,199353,,,,,199353
1096,199356,0;-1;-1,0;0;-3,0;0;-2,-1;0;-2,199356
1097,199626,,,,,199626
1098,199628,0;-1;0,0;0;0,1;0;0,0;0;-1,199628
1099,199895,,,,,199895
1100,199898,0;0;1,0;0;-1,1;0;-1,0;0;-1,199898
1101,200165,,,,,200165
1102,200168,0;0;3,0;1;0,0;-1;0,0;-2;0,200168
1103,200433,,,,,200433
1104,200435,1;0;0,1;-1;0,1;-1;2,0;0;-1,200435
1105,200695,,,,,200695
1106,200705,1;1;0,0;0;0,0;2;1,0;-1;0,200705
1107,200971,,,,,200971
1108,200974,0;0;-1,0;0;-1,0;0;2,1;-1;0,200974
1109,201234,,,,,201234
1110,201237,-2;1;0,-2;0;-1,0;0;0,0;0;-1,201237
1111,201508,,,,,201508
1112,201511,0;-1;0,0;0;-1,0;0;0,0;0;3,201511
1113,201773,,,,,201773
1114,201776,0;0;-1,-1;0;-1,-1;0;-1,0;0;-2,201776
1115,202047,,,,,202047
1116,202049,0;0;0,0;0;0,0;0;-1,-1;0;0,202049
1117,202310,,,,,202310
1118,202312,-1;0;1,0;0;0,0;0;-1,0;0;-3,202312
1119,202587,,,,,202587
1120,202589,2;0;0,0;0;0,0;0;1,-1;1;0,202589
1121,202855,,,,,202855
1122,202857,0;-1;0,0;0;0,-1;0;0,0;0;-1,202857
1123,203130,,,,,203130
1124,203140,0;0;-2,0;0;0,0;0;-1,0;0;0,203140
1125,203405,,,,,203405
1126,203407,0;0;-2,1;-1;0,0;0;0,0;1;0,203407
1127,203673,,,,,203673
1128,203681,0;0;0,0;0;0,2;0;-1,0;0;-2,203681
1129,203951,,,,,203951
1130,203954,0;0;-1,0;0;0,1;1;0,0;-1;0,203954
1131,204222,,,,,204222
1132,204224,0;0;3,0;-1;2,0;0;0,0;0;1,204224
1133,204506,,,,,204506
1134,204509,0;-1;0,-1;1;-1,0;0;-2,0;0;2,204509
1135,204775,,,,,204775
1136,204777,0;0;-1,-1;-1;-1,-2;0;-1,0;0;0,204777
1137,205056,,,,,205056
1138,205059,0;-1;0,1;0;1,0;0;0,1;-1;1,205059
1139,205332,,,,,205332
1140,205334,1;0;0,1;0;1,0;0;0,1;0;0,205334
1141,205614,,,,,205614
1142,205616,0;0;0,1;0;-2,0;0;-2,0;0;-2,205616
1143,205884,,,,,205884
1144,205886,0;-1;0,1;0;0,0;0;0,0;0;-1,205886
1145,206150,,,,,206150
1146,206158,2;0;2,0;0;0,0;0;-1,0;0;0,206158
1147,206427,,,,,206427
1148,206430,-1;1;2,0;-1;4,0;0;1,1;0;0,206430
1149,206696,,,,,206696
1150,206704,0;0;0,0;0;0,0;1;0,0;-1;-1,206704
1151,206977,,,,,206977
1152,206980,0;0;0,2;0;0,0;0;-1,0;0;0,206980
1153,207240,,,,,207240
1154,207242,0;0;0,0;0;2,1;0;1,0;1;-1,207242
1155,207514,,,,,207514
1156,207517,-1;0;0,0;0;0,0;0;0,-1;0;0,207517
1157,207779,,,,,207779
1158,207782,0;0;0,0;0;0,0;0;-2,0;-1;0,207782
1159,208063,,,,,208063
1160,208065,0;0;-3,0;1;0,0;0;1,1;0;-1,208065
1161,208328,,,,,208328
1162,208331,0;0;-1,1;0;-3,1;1;1,0;0;2,208331
1163,208602,,,,,208602
1164,208609,0;1;1,0;0;-2,-1;0;-1,1;0;-2,208609
1165,208879,,,,,208879
1166,208882,0;-1;1,0;0;0,0;0;0,0;0;0,208882
1167,209155,,,,,209155
1168,209176,0;0;1,1;0;0,0;0;-2,-1;0;-2,209176
1169,209442,,,,,209442
1170,209445,0;0;0,0;1;0,-1;0;2,-1;0;1,209445
1171,209721,,,,,209721
1172,209723,1;0;0,0;0;-3,0;0;1,0;0;0,209723
1173,209992,,,,,209992
1174,209995,-1;-1;0,0;2;0,0;0;0,0;1;2,209995
1175,210270,,,,,210270
1176,210272,0;-1;0,0;0;0,0;0;2,0;0;-1,210272
1177,210542,,,,,210542
1178,210545,-1;0;2,0;-1;0,1;1;0,0;-1;-4,210545
1179,210811,,,,,210811
1180,210814,0;0;0,0;0;-2,-1;1;0,0;0;0,210814
1181,211085,,,,,211085
1182,211088,0;-1;0,0;0;-1,-1;0;0,0;0;0,211088
1183,211356,,,,,211356
1184,211359,0;0;1,0;0;0,1;0;1,0;-1;0,211359
1185,211632,,,,,211632
1186,211640,-1;1;2,0;0;0,-1;0;0,0;0;0,211640
1187,211906,,,,,211906
1188,211909,0;0;1,0;-1;1,0;0;0,1;-2;1,211909
1189,212169,,,,,212169
1190,212176,0;0;-1,0;0;2,0;0;0,-1;-1;0,212176
1191,212460,,,,,212460
1192,212463,2;0;2,0;0;-1,-2;1;1,1;-1;-1,212463
1193,212732,,,,,212732
1194,212736,0;0;-5,0;0;-1,0;1;1,0;0;1,212736
1195,213008,,,,,213008
1196,213011,1;0;2,0;1;0,0;0;0,0;1;-1,213011
1197,213292,,,,,213292
1198,213295,0;0;1,0;0;0,0;0;0,0;0;0,213295
1199,213564,,,,,213564
1200,213567,0;0;0,0;-1;0,0;0;2,1;0;2,213567
1201,213833,,,,,213833
