,index,acc1,acc2,acc3,acc4,duration,utcdate
1038,177628,4;-3;2,3;-4;1,5;-3;0,3;-3;2,177628,2021-11-24
1039,177891,,,,,177891,2021-11-24
1040,177893,4;-4;1,4;-3;3,4;-3;0,3;-3;0,177893,2021-11-24
1041,178170,,,,,178170,2021-11-24
1042,178172,4;-4;2,4;-4;0,3;-5;1,4;-2;1,178172,2021-11-24
1043,178441,,,,,178441,2021-11-24
1044,178443,3;-3;1,4;-3;0,4;-4;2,3;-1;1,178443,2021-11-24
1045,178704,,,,,178704,2021-11-24
1046,178712,4;-4;1,3;-1;2,5;-2;2,3;-4;1,178712,2021-11-24
1047,178978,,,,,178978,2021-11-24
1048,178981,4;-4;2,3;-2;1,3;-2;-1,3;-4;2,178981,2021-11-24
1049,179248,,,,,179248,2021-11-24
1050,179255,5;-4;0,2;-3;0,4;-2;0,5;-3;0,179255,2021-11-24
1051,179518,,,,,179518,2021-11-24
1052,179520,4;-4;0,5;-5;1,3;-3;1,2;-5;0,179520,2021-11-24
1053,179793,,,,,179793,2021-11-24
1054,179796,3;-2;1,1;-4;1,4;-3;-1,4;-3;2,179796,2021-11-24
1055,180080,,,,,180080,2021-11-24
1056,180083,4;-5;0,3;-2;1,3;-3;4,2;-2;-1,180083,2021-11-24
1057,180356,,,,,180356,2021-11-24
1058,180359,4;0;0,4;-3;0,5;-3;3,2;-2;1,180359,2021-11-24
1059,180630,,,,,180630,2021-11-24
1060,180633,3;-4;3,3;-3;1,3;-3;0,3;-3;1,180633,2021-11-24
1061,180894,,,,,180894,2021-11-24
1062,180897,3;-4;1,4;-2;4,4;-4;1,3;-3;1,180897,2021-11-24
1063,181171,,,,,181171,2021-11-24
1064,181174,4;-3;0,3;-4;2,4;0;0,3;-3;1,181174,2021-11-24
1065,181438,,,,,181438,2021-11-24
1066,181441,4;-3;0,4;-3;-1,3;-3;0,4;-2;3,181441,2021-11-24
1067,181713,,,,,181713,2021-11-24
1068,181721,4;-4;0,3;-2;3,5;-3;0,4;-4;1,181721,2021-11-24
1069,181984,,,,,181984,2021-11-24
1070,181986,4;-4;0,3;-3;0,4;0;1,5;-2;0,181986,2021-11-24
1071,182257,,,,,182257,2021-11-24
1072,182266,4;-2;0,3;-5;0,3;-4;2,4;-1;2,182266,2021-11-24
1073,182533,,,,,182533,2021-11-24
1074,182535,4;-2;1,4;-3;0,3;-5;2,4;-2;2,182535,2021-11-24
1075,182796,,,,,182796,2021-11-24
1076,182798,2;-2;3,3;-3;3,4;-3;0,4;-4;1,182798,2021-11-24
1077,183070,,,,,183070,2021-11-24
1078,183073,4;-2;1,3;-4;1,4;-3;1,2;-3;0,183073,2021-11-24
1079,183340,,,,,183340,2021-11-24
1080,183343,3;-4;0,3;-4;1,2;-1;1,1;-3;3,183343,2021-11-24
1081,183621,,,,,183621,2021-11-24
1082,183624,0;-2;0,0;-2;0,0;-3;0,-2;-3;1,183624,2021-11-24
1083,183897,,,,,183897,2021-11-24
1084,183900,0;-3;0,0;-3;0,0;-3;0,0;-1;0,183900,2021-11-24
1085,184177,,,,,184177,2021-11-24
1086,184180,-1;-2;2,0;-5;2,-2;-1;0,-1;-3;0,184180,2021-11-24
1087,184454,,,,,184454,2021-11-24
1088,184457,1;-3;-1,0;-2;0,0;-1;0,0;-2;-1,184457,2021-11-24
1089,184724,,,,,184724,2021-11-24
1090,184732,0;-4;0,-2;-4;0,-1;-2;0,0;-2;0,184732,2021-11-24
1091,184997,,,,,184997,2021-11-24
1092,185000,0;-1;-1,-1;-3;-1,-1;-1;-1,-1;-2;3,185000,2021-11-24
1093,185273,,,,,185273,2021-11-24
1094,185280,-2;-3;-1,-2;-2;-2,-4;-2;-1,0;-1;0,185280,2021-11-24
1095,185554,,,,,185554,2021-11-24
1096,185558,-1;-3;0,-2;-3;0,-1;-1;0,0;-3;0,185558,2021-11-24
1097,185825,,,,,185825,2021-11-24
1098,185834,0;-1;1,-1;-2;1,-1;-1;0,0;-3;-1,185834,2021-11-24
1099,186099,,,,,186099,2021-11-24
1100,186101,0;-1;1,0;-3;0,0;-2;-1,0;-2;-2,186101,2021-11-24
1101,186374,,,,,186374,2021-11-24
1102,186377,0;-1;1,0;-1;-1,1;-1;-4,0;-5;0,186377,2021-11-24
1103,186650,,,,,186650,2021-11-24
1104,186652,4;-2;3,4;-2;2,7;0;3,8;0;3,186652,2021-11-24
1105,186925,,,,,186925,2021-11-24
1106,186928,10;-3;-2,13;-5;6,13;-2;5,13;1;2,186928,2021-11-24
1107,187200,,,,,187200,2021-11-24
1108,187203,13;-4;2,15;-6;3,14;-5;0,11;-4;0,187203,2021-11-24
1109,187475,,,,,187475,2021-11-24
1110,187479,12;-2;1,12;-1;2,12;0;5,10;-1;4,187479,2021-11-24
1111,187755,,,,,187755,2021-11-24
1112,187758,14;-3;5,11;-2;5,10;-6;2,13;-1;0,187758,2021-11-24
1113,188025,,,,,188025,2021-11-24
1114,188028,11;-3;3,10;-2;2,11;-4;3,10;-2;1,188028,2021-11-24
1115,188306,,,,,188306,2021-11-24
1116,188309,6;0;2,4;-1;1,5;0;0,0;-2;2,188309,2021-11-24
1117,188576,,,,,188576,2021-11-24
1118,188579,0;-1;0,0;-3;0,0;-1;0,2;-4;-1,188579,2021-11-24
1119,188853,,,,,188853,2021-11-24
1120,188860,0;-3;0,0;-1;0,0;-2;0,0;-2;0,188860,2021-11-24
1121,189133,,,,,189133,2021-11-24
1122,189136,2;-2;-1,1;-3;0,2;-2;2,4;-3;0,189136,2021-11-24
1123,189404,,,,,189404,2021-11-24
1124,189413,4;-2;1,2;-3;2,2;-2;0,4;-3;1,189413,2021-11-24
1125,189677,,,,,189677,2021-11-24
1126,189680,5;-3;0,3;-2;0,5;-3;1,7;-3;2,189680,2021-11-24
1127,189953,,,,,189953,2021-11-24
1128,189956,6;-3;2,5;-1;2,5;-3;2,6;-1;1,189956,2021-11-24
1129,190228,,,,,190228,2021-11-24
1130,190230,4;-3;1,3;-2;0,3;-3;1,0;-3;1,190230,2021-11-24
1131,190499,,,,,190499,2021-11-24
1132,190502,4;-2;1,1;-5;3,1;-1;0,2;-4;1,190502,2021-11-24
1133,190790,,,,,190790,2021-11-24
1134,190793,0;-2;3,1;-4;-2,1;-7;0,0;-4;0,190793,2021-11-24
1135,191053,,,,,191053,2021-11-24
1136,191056,0;-4;0,-1;-4;1,0;-3;1,-1;-4;-1,191056,2021-11-24
1137,191330,,,,,191330,2021-11-24
1138,191333,-1;-2;0,-1;-3;-2,0;-6;-2,1;-7;0,191333,2021-11-24
1139,191599,,,,,191599,2021-11-24
1140,191602,0;-1;1,2;-4;1,4;-2;0,4;-3;2,191602,2021-11-24
1141,191877,,,,,191877,2021-11-24
1142,191885,6;-4;0,7;-3;1,7;-3;1,5;-2;2,191885,2021-11-24
1143,192154,,,,,192154,2021-11-24
1144,192157,8;0;3,5;-2;4,4;-2;2,6;-3;0,192157,2021-11-24
1145,192430,,,,,192430,2021-11-24
1146,192437,7;-4;0,5;-5;0,5;-3;0,6;-3;2,192437,2021-11-24
1147,192701,,,,,192701,2021-11-24
1148,192703,4;-3;3,7;-4;0,7;-2;1,8;-3;1,192703,2021-11-24
1149,192968,,,,,192968,2021-11-24
1150,192971,4;-4;3,5;-3;3,4;-4;3,3;-4;1,192971,2021-11-24
1151,193294,,,,,193294,2021-11-24
1152,193296,1;-5;0,1;-2;0,0;-3;2,0;-2;2,193296,2021-11-24
1153,193568,,,,,193568,2021-11-24
1154,193571,0;-6;1,-4;-1;1,0;-5;0,-1;-5;0,193571,2021-11-24
1155,193851,,,,,193851,2021-11-24
1156,193853,-1;-4;1,-3;-5;0,0;-6;0,0;-5;2,193853,2021-11-24
1157,194119,,,,,194119,2021-11-24
1158,194122,-1;-4;1,0;-3;0,0;-4;0,1;-4;0,194122,2021-11-24
1159,194405,,,,,194405,2021-11-24
1160,194407,2;-4;0,4;-4;0,3;-2;0,3;-2;2,194407,2021-11-24
1161,194676,,,,,194676,2021-11-24
1162,194679,4;-4;2,0;-4;2,0;-4;0,3;-6;0,194679,2021-11-24
1163,194957,,,,,194957,2021-11-24
1164,194960,-1;-5;1,0;-5;0,-1;-5;0,0;-4;0,194960,2021-11-24
1165,195232,,,,,195232,2021-11-24
1166,195235,-8;-4;2,-13;-7;-3,-21;-4;-2,-27;-3;-7,195235,2021-11-24
1167,195495,,,,,195495,2021-11-24
1168,195504,-33;-9;-4,-32;-3;-11,-26;-7;-13,-30;-9;-7,195504,2021-11-24
1169,195772,,,,,195772,2021-11-24
1170,195774,-28;-8;-10,-30;-8;-3,-28;-6;-10,-27;-7;-7,195774,2021-11-24
1171,196039,,,,,196039,2021-11-24
1172,196047,-34;-14;-7,-29;-12;-8,-27;-11;-5,-23;-9;-7,196047,2021-11-24
1173,196316,,,,,196316,2021-11-24
1174,196319,-21;-8;-11,-26;-14;-8,-27;-9;-5,-24;-10;-3,196319,2021-11-24
1175,196585,,,,,196585,2021-11-24
1176,196593,-22;-9;-5,-17;-11;-1,-21;-9;-2,-22;-10;-6,196593,2021-11-24
1177,196859,,,,,196859,2021-11-24
1178,196862,-20;-13;-3,-20;-10;0,-18;-7;-3,-14;-10;-4,196862,2021-11-24
1179,197131,,,,,197131,2021-11-24
1180,197138,-13;-12;-4,-11;-10;-6,-8;-14;-6,-9;-12;-2,197138,2021-11-24
1181,197410,,,,,197410,2021-11-24
1182,197413,-12;-11;-3,-12;-12;0,-17;-6;-4,-13;-13;-2,197413,2021-11-24
1183,197686,,,,,197686,2021-11-24
1184,197694,-15;-14;-4,-16;-22;-1,-11;-14;-1,-14;-21;3,197694,2021-11-24
1185,197960,,,,,197960,2021-11-24
1186,197963,-9;-18;-2,-11;-20;-3,-14;-22;-11,-12;-27;-6,197963,2021-11-24
1187,198237,,,,,198237,2021-11-24
1188,198244,-9;-30;0,-9;-26;3,-7;-23;0,-6;-30;0,198244,2021-11-24
1189,198511,,,,,198511,2021-11-24
1190,198514,-2;-33;0,-1;-32;-3,-4;-40;-2,-2;-34;8,198514,2021-11-24
1191,198780,,,,,198780,2021-11-24
1192,198790,-2;-35;3,1;-41;9,1;-41;1,0;-42;-2,198790,2021-11-24
1193,199055,,,,,199055,2021-11-24
1194,199058,-3;-47;6,0;-43;-9,-5;-41;-11,-2;-39;11,199058,2021-11-24
1195,199324,,,,,199324,2021-11-24
1196,199327,-8;-36;6,-6;-36;4,-8;-31;0,-13;-31;3,199327,2021-11-24
1197,199601,,,,,199601,2021-11-24
1198,199604,-13;-39;2,-14;-26;6,-11;-27;-2,-16;-26;-6,199604,2021-11-24
1199,199875,,,,,199875,2021-11-24
1200,199878,-12;-14;0,-16;-21;-3,-17;-19;0,-19;-15;-3,199878,2021-11-24
1201,200151,,,,,200151,2021-11-24
1202,200154,-21;-9;-4,-21;-4;-6,-19;-5;-3,-23;-2;-5,200154,2021-11-24
1203,200426,,,,,200426,2021-11-24
1204,200429,-25;0;-6,-23;0;-3,-25;-4;-9,-20;5;0,200429,2021-11-24
1205,200700,,,,,200700,2021-11-24
1206,200704,-23;3;0,-20;3;-5,-24;-3;-2,-20;1;-2,200704,2021-11-24
1207,200976,,,,,200976,2021-11-24
1208,200979,-18;-3;1,-23;8;-5,-22;7;-3,-17;7;-6,200979,2021-11-24
1209,201253,,,,,201253,2021-11-24
1210,201256,-24;2;0,-22;2;-1,-17;11;-5,-17;13;-4,201256,2021-11-24
1211,201521,,,,,201521,2021-11-24
1212,201524,-20;10;0,-21;18;0,-18;14;-3,-15;14;-8,201524,2021-11-24
1213,201795,,,,,201795,2021-11-24
1214,201798,-23;12;-1,-23;13;-2,-15;10;-4,-18;10;-6,201798,2021-11-24
1215,202064,,,,,202064,2021-11-24
1216,202067,-20;11;-7,-13;10;-7,-18;10;-1,-19;12;-8,202067,2021-11-24
1217,202339,,,,,202339,2021-11-24
1218,202342,-19;12;-3,-14;17;-6,-17;18;1,-18;11;-7,202342,2021-11-24
1219,202615,,,,,202615,2021-11-24
1220,202618,-14;14;0,-17;16;-4,-17;17;-5,-21;19;0,202618,2021-11-24
1221,202896,,,,,202896,2021-11-24
1222,202899,-22;15;-2,-15;21;-10,-20;13;-5,-18;9;-6,202899,2021-11-24
1223,203165,,,,,203165,2021-11-24
1224,203168,-17;12;-7,-15;17;-6,-14;19;-8,-14;21;-1,203168,2021-11-24
1225,203451,,,,,203451,2021-11-24
1226,203454,-22;20;0,-17;22;-7,-19;13;2,-10;13;-8,203454,2021-11-24
1227,203724,,,,,203724,2021-11-24
1228,203727,-18;12;-18,-15;25;-9,-11;24;-9,-11;23;-8,203727,2021-11-24
1229,203998,,,,,203998,2021-11-24
1230,204001,-18;17;-7,-15;15;-13,-14;23;-2,-11;15;-8,204001,2021-11-24
1231,204273,,,,,204273,2021-11-24
1232,204276,-19;25;-3,-18;19;-1,-11;20;-4,-15;21;-7,204276,2021-11-24
1233,204546,,,,,204546,2021-11-24
1234,204554,-17;19;-10,-15;17;-9,-14;19;-9,-14;18;-6,204554,2021-11-24
1235,204817,,,,,204817,2021-11-24
1236,204820,-18;20;-8,-13;19;0,-11;12;-16,-12;14;10,204820,2021-11-24
1237,205093,,,,,205093,2021-11-24
1238,205101,-14;13;8,-20;11;7,-10;13;-11,-11;23;4,205101,2021-11-24
1239,205363,,,,,205363,2021-11-24
1240,205366,-14;17;-9,-13;11;-1,-18;18;4,-14;18;4,205366,2021-11-24
1241,205637,,,,,205637,2021-11-24
1242,205645,-18;12;1,-17;19;0,-20;26;0,-20;19;-1,205645,2021-11-24
1243,205914,,,,,205914,2021-11-24
1244,205916,-16;11;6,-13;15;0,-17;18;-3,-14;11;-10,205916,2021-11-24
1245,206183,,,,,206183,2021-11-24
1246,206190,-16;11;0,-12;12;-7,-18;17;1,-16;16;3,206190,2021-11-24
1247,206456,,,,,206456,2021-11-24
1248,206459,-10;16;6,-6;16;5,-8;12;1,-9;14;3,206459,2021-11-24
1249,206725,,,,,206725,2021-11-24
1250,206734,-3;6;4,-1;8;4,0;8;-2,0;3;3,206734,2021-11-24
1251,206995,,,,,206995,2021-11-24
1252,206998,-1;1;-4,4;0;0,1;2;0,4;2;9,206998,2021-11-24
1253,207270,,,,,207270,2021-11-24
1254,207272,2;3;-5,2;7;4,8;6;1,4;0;2,207272,2021-11-24
1255,207553,,,,,207553,2021-11-24
1256,207556,8;7;-13,2;-2;0,6;5;-1,5;4;0,207556,2021-11-24
1257,207820,,,,,207820,2021-11-24
1258,207823,7;1;4,3;2;1,3;0;6,4;5;5,207823,2021-11-24
1259,208106,,,,,208106,2021-11-24
1260,208109,14;1;0,6;-1;6,11;0;8,5;4;10,208109,2021-11-24
1261,208371,,,,,208371,2021-11-24
1262,208374,5;2;5,4;0;-10,8;-2;-7,7;-1;1,208374,2021-11-24
1263,208645,,,,,208645,2021-11-24
1264,208648,6;-1;-1,4;-2;0,5;-2;6,3;-3;8,208648,2021-11-24
1265,208909,,,,,208909,2021-11-24
1266,208912,6;-4;0,3;-3;10,1;-3;8,0;-3;4,208912,2021-11-24
1267,209178,,,,,209178,2021-11-24
1268,209186,7;-12;-3,4;-11;-5,6;-9;-7,5;-8;-2,209186,2021-11-24
1269,209459,,,,,209459,2021-11-24
1270,209462,-1;-8;0,2;-10;0,0;-11;-1,1;-7;-2,209462,2021-11-24
1271,209735,,,,,209735,2021-11-24
1272,209762,1;0;-3,0;-2;-9,1;-7;-7,0;-7;-8,209762,2021-11-24
1273,210023,,,,,210023,2021-11-24
1274,210026,-4;-6;2,0;-5;-2,-2;-6;-2,-1;-7;-3,210026,2021-11-24
1275,210294,,,,,210294,2021-11-24
1276,210302,0;-6;0,-1;-11;-2,-3;-11;-4,-1;-12;-8,210302,2021-11-24
1277,210573,,,,,210573,2021-11-24
1278,210576,0;-12;-5,-2;-10;-2,2;-7;-2,1;-10;0,210576,2021-11-24
1279,210847,,,,,210847,2021-11-24
1280,210854,1;-10;-9,0;-11;-1,0;-5;1,0;-8;-2,210854,2021-11-24
1281,211118,,,,,211118,2021-11-24
1282,211121,-1;-7;-4,0;-5;-1,1;-8;-4,5;-9;-5,211121,2021-11-24
1283,211386,,,,,211386,2021-11-24
1284,211389,1;-14;0,-1;-11;0,-4;-9;1,-2;-7;1,211389,2021-11-24
1285,211663,,,,,211663,2021-11-24
1286,211665,1;-8;15,-2;-10;-2,-1;-14;-7,-5;-12;-5,211665,2021-11-24
1287,211937,,,,,211937,2021-11-24
1288,211940,1;-4;-6,3;-14;-11,2;-9;-5,-4;-17;-2,211940,2021-11-24
1289,212212,,,,,212212,2021-11-24
1290,212214,1;-14;-5,0;-9;-6,1;-14;-8,1;-12;0,212214,2021-11-24
1291,212484,,,,,212484,2021-11-24
1292,212487,-3;-13;0,0;-12;0,0;-12;0,0;-8;-6,212487,2021-11-24
1293,212756,,,,,212756,2021-11-24
1294,212759,-1;-11;2,-3;-13;0,-6;-5;4,2;-11;-4,212759,2021-11-24
1295,213031,,,,,213031,2021-11-24
1296,213035,-1;-9;-2,0;-10;-3,0;-11;-3,5;-15;-5,213035,2021-11-24
1297,213305,,,,,213305,2021-11-24
1298,213308,3;-13;-12,0;-6;-1,2;-6;0,-1;-13;0,213308,2021-11-24
1299,213576,,,,,213576,2021-11-24
1300,213578,-1;-9;4,0;-8;-3,0;-13;-8,0;-10;-2,213578,2021-11-24
1301,213858,,,,,213858,2021-11-24
1302,213861,-1;-6;-6,-5;-13;0,-3;-4;-4,-3;-10;-3,213861,2021-11-24
1303,214126,,,,,214126,2021-11-24
1304,214129,-2;-9;4,-2;-11;-4,0;-6;-1,-3;-9;-3,214129,2021-11-24
1305,214401,,,,,214401,2021-11-24
1306,214404,0;-6;4,-1;-3;-2,0;-6;0,1;-9;2,214404,2021-11-24
1307,214665,,,,,214665,2021-11-24
1308,214668,0;-9;2,-2;-6;5,-2;-5;4,-3;-12;-1,214668,2021-11-24
1309,214940,,,,,214940,2021-11-24
1310,214948,-1;-8;0,0;-9;1,-3;-9;2,1;-11;1,214948,2021-11-24
1311,215215,,,,,215215,2021-11-24
1312,215218,-4;-7;-4,1;-2;0,3;-5;-2,5;-5;-2,215218,2021-11-24
1313,215478,,,,,215478,2021-11-24
1314,215485,4;-5;-6,1;-5;0,4;-9;-4,0;-6;-2,215485,2021-11-24
1315,215747,,,,,215747,2021-11-24
1316,215749,-2;-3;0,3;-4;-1,1;-4;6,2;-9;-1,215749,2021-11-24
1317,216015,,,,,216015,2021-11-24
1318,216025,0;-6;5,2;-4;7,0;-2;8,4;-12;1,216025,2021-11-24
1319,216293,,,,,216293,2021-11-24
1320,216296,3;-4;9,8;-12;-15,9;-9;1,5;4;-19,216296,2021-11-24
1321,216560,,,,,216560,2021-11-24
1322,216562,10;-17;-43,13;-9;-17,1;-7;7,5;-10;-7,216562,2021-11-24
1323,216835,,,,,216835,2021-11-24
1324,216838,13;-12;5,4;-5;11,4;-2;0,5;-7;2,216838,2021-11-24
1325,217105,,,,,217105,2021-11-24
1326,217108,5;-7;5,5;-4;4,9;-6;-2,8;-6;2,217108,2021-11-24
1327,217379,,,,,217379,2021-11-24
1328,217382,6;-8;-1,9;-10;3,2;-4;1,7;-5;2,217382,2021-11-24
1329,217655,,,,,217655,2021-11-24
1330,217658,5;-9;2,8;-6;1,7;-7;-2,7;-3;4,217658,2021-11-24
1331,217929,,,,,217929,2021-11-24
1332,217932,6;-2;3,8;-6;-2,9;-8;-1,8;-9;-7,217932,2021-11-24
1333,218200,,,,,218200,2021-11-24
1334,218203,6;-4;13,9;-8;-5,10;-5;-8,7;-9;4,218203,2021-11-24
1335,218480,,,,,218480,2021-11-24
1336,218483,9;8;34,3;-13;-33,4;-12;-25,6;0;-10,218483,2021-11-24
1337,218756,,,,,218756,2021-11-24
1338,218759,5;-7;11,7;-13;6,4;0;13,6;-2;14,218759,2021-11-24
1339,219031,,,,,219031,2021-11-24
1340,219034,7;-5;4,6;-4;0,3;-6;-2,6;-10;-5,219034,2021-11-24
1341,219304,,,,,219304,2021-11-24
1342,219308,6;-10;1,7;-5;2,8;-4;-1,7;-6;-4,219308,2021-11-24
1343,219578,,,,,219578,2021-11-24
1344,219586,9;-6;-3,8;-7;1,7;-5;6,4;-8;-3,219586,2021-11-24
1345,219853,,,,,219853,2021-11-24
1346,219856,8;-3;4,3;-6;3,5;-6;0,4;-4;-7,219856,2021-11-24
1347,220120,,,,,220120,2021-11-24
1348,220127,9;-8;-8,6;-1;5,8;-2;0,8;-7;-3,220127,2021-11-24
1349,220396,,,,,220396,2021-11-24
1350,220398,10;-8;4,7;-7;2,6;-6;0,5;-8;-1,220398,2021-11-24
1351,220664,,,,,220664,2021-11-24
1352,220674,9;-7;1,10;-12;0,8;-9;0,5;-10;1,220674,2021-11-24
1353,220940,,,,,220940,2021-11-24
1354,220943,7;-5;-3,8;-7;5,11;-6;3,12;-10;3,220943,2021-11-24
1355,221222,,,,,221222,2021-11-24
1356,221225,12;-8;-1,6;-7;4,5;-9;0,7;-8;0,221225,2021-11-24
1357,221497,,,,,221497,2021-11-24
1358,221499,8;-7;1,9;-10;3,9;-10;-3,7;-6;2,221499,2021-11-24
1359,221764,,,,,221764,2021-11-24
1360,221767,9;-5;4,9;-7;3,4;-5;-3,11;-1;-8,221767,2021-11-24
1361,222045,,,,,222045,2021-11-24
1362,222048,5;-6;-3,9;-3;1,11;-8;-1,8;-4;-2,222048,2021-11-24
1363,222322,,,,,222322,2021-11-24
1364,222325,12;-6;-1,10;-6;-5,8;-2;-1,10;-8;-4,222325,2021-11-24
1365,222598,,,,,222598,2021-11-24
1366,222601,6;-8;-3,8;-5;2,8;-10;-1,7;-9;-4,222601,2021-11-24
1367,222872,,,,,222872,2021-11-24
1368,222875,7;-5;-5,7;-5;-1,8;-3;6,4;-2;8,222875,2021-11-24
1369,223154,,,,,223154,2021-11-24
1370,223156,8;0;1,6;-7;9,11;-3;13,10;-7;-41,223156,2021-11-24
1371,223424,,,,,223424,2021-11-24
1372,223426,21;-8;-22,9;-4;-10,9;-3;8,11;0;3,223426,2021-11-24
1373,223698,,,,,223698,2021-11-24
1374,223706,0;-10;38,2;-10;33,0;-6;21,1;-6;1,223706,2021-11-24
1375,223973,,,,,223973,2021-11-24
1376,223976,4;0;3,10;-7;-10,9;-7;-9,11;-5;-6,223976,2021-11-24
1377,224248,,,,,224248,2021-11-24
1378,224257,10;-9;-2,9;-9;3,10;-3;0,8;-5;8,224257,2021-11-24
1379,224524,,,,,224524,2021-11-24
1380,224526,11;-5;7,2;-1;14,4;-1;7,5;-4;0,224526,2021-11-24
1381,224786,,,,,224786,2021-11-24
1382,224794,12;-5;-7,7;-5;-1,7;-1;1,12;-7;2,224794,2021-11-24
1383,225069,,,,,225069,2021-11-24
1384,225072,7;-2;3,9;-3;3,5;-3;9,6;-4;4,225072,2021-11-24
1385,225337,,,,,225337,2021-11-24
1386,225340,7;-2;11,7;-3;0,10;-4;2,8;-9;0,225340,2021-11-24
1387,225612,,,,,225612,2021-11-24
1388,225615,9;-3;7,13;-5;0,13;-9;-6,11;-10;5,225615,2021-11-24
1389,225885,,,,,225885,2021-11-24
1390,225887,10;-9;3,10;-6;3,11;0;-4,13;2;18,225887,2021-11-24
1391,226157,,,,,226157,2021-11-24
1392,226160,1;1;-9,8;-10;-13,8;-11;15,12;-10;19,226160,2021-11-24
1393,226425,,,,,226425,2021-11-24
1394,226428,10;-5;26,3;-9;11,11;-8;10,7;-7;7,226428,2021-11-24
1395,226703,,,,,226703,2021-11-24
1396,226706,10;-5;-5,10;-6;11,11;-6;7,17;-7;0,226706,2021-11-24
1397,226976,,,,,226976,2021-11-24
1398,226979,10;-5;3,9;-6;8,11;-8;15,9;0;15,226979,2021-11-24
1399,227257,,,,,227257,2021-11-24
1400,227260,10;0;16,9;-1;11,13;-1;6,7;-2;3,227260,2021-11-24
1401,227527,,,,,227527,2021-11-24
1402,227530,11;-1;5,12;-2;9,16;-4;9,9;-4;14,227530,2021-11-24
1403,227878,,,,,227878,2021-11-24
1404,227880,13;-5;7,6;-5;5,9;-6;5,5;-6;3,227880,2021-11-24
1405,228152,,,,,228152,2021-11-24
1406,228155,7;-5;2,2;-3;8,6;-6;5,4;-3;3,228155,2021-11-24
1407,228423,,,,,228423,2021-11-24
1408,228430,5;-9;18,10;-16;2,7;0;1,14;2;6,228430,2021-11-24
1409,228697,,,,,228697,2021-11-24
1410,228699,9;-11;11,11;-9;-2,9;-1;5,9;-6;5,228699,2021-11-24
1411,228972,,,,,228972,2021-11-24
1412,228980,8;-3;0,6;-6;5,4;-1;2,5;-2;0,228980,2021-11-24
1413,229254,,,,,229254,2021-11-24
1414,229256,7;-5;0,9;1;-4,8;1;0,9;0;-1,229256,2021-11-24
1415,229529,,,,,229529,2021-11-24
1416,229536,10;-2;-4,7;-1;-5,7;-3;-2,7;0;-1,229536,2021-11-24
1417,229805,,,,,229805,2021-11-24
1418,229807,8;0;-1,8;0;0,11;0;-1,10;-2;-1,229807,2021-11-24
1419,230073,,,,,230073,2021-11-24
1420,230076,10;0;-2,8;-1;-5,7;-4;2,7;-2;3,230076,2021-11-24
1421,230512,,,,,230512,2021-11-24
1422,230515,6;-3;2,9;-10;-5,8;-4;-3,8;-6;-6,230515,2021-11-24
1423,230782,,,,,230782,2021-11-24
1424,230785,8;-3;-4,9;-3;-7,8;-4;0,8;-2;-2,230785,2021-11-24
1425,231055,,,,,231055,2021-11-24
1426,231058,6;-5;0,7;-4;-1,7;-4;4,9;-4;-2,231058,2021-11-24
1427,231331,,,,,231331,2021-11-24
1428,231334,7;-10;-5,6;-6;0,12;-9;1,8;-7;0,231334,2021-11-24
1429,231606,,,,,231606,2021-11-24
1430,231609,8;-11;-2,5;-7;0,8;-6;0,10;-8;3,231609,2021-11-24
1431,231875,,,,,231875,2021-11-24
1432,231878,8;-7;0,9;-12;-2,7;-8;0,7;-7;6,231878,2021-11-24
1433,232156,,,,,232156,2021-11-24
1434,232159,6;-9;-7,4;-4;4,10;-10;-8,7;-6;8,232159,2021-11-24
1435,232432,,,,,232432,2021-11-24
1436,232435,6;-8;3,10;-4;2,4;-10;-3,12;-8;-6,232435,2021-11-24
1437,232708,,,,,232708,2021-11-24
1438,232716,10;-10;0,8;-7;4,9;-7;3,13;-10;9,232716,2021-11-24
1439,232982,,,,,232982,2021-11-24
1440,232985,9;-10;6,6;-11;-7,14;-6;3,9;-7;-3,232985,2021-11-24
1441,233257,,,,,233257,2021-11-24
1442,233265,9;-7;5,6;-3;-1,7;-4;-1,10;-8;-2,233265,2021-11-24
1443,233533,,,,,233533,2021-11-24
1444,233536,8;-6;8,8;-6;4,5;-6;5,5;-10;3,233536,2021-11-24
1445,233808,,,,,233808,2021-11-24
1446,233817,8;-11;1,8;-9;3,6;-5;0,2;-7;5,233817,2021-11-24
1447,234083,,,,,234083,2021-11-24
1448,234086,9;-11;3,6;-7;9,6;-6;5,10;-9;5,234086,2021-11-24
1449,234358,,,,,234358,2021-11-24
1450,234360,11;-1;0,8;-14;1,9;-11;3,11;-10;5,234360,2021-11-24
1451,234646,,,,,234646,2021-11-24
1452,234649,11;-8;-1,10;-8;1,10;-7;6,15;-12;1,234649,2021-11-24
1453,234916,,,,,234916,2021-11-24
1454,234919,14;-13;7,6;-12;2,14;-9;7,14;-11;4,234919,2021-11-24
1455,235194,,,,,235194,2021-11-24
1456,235197,12;-9;4,13;-12;6,11;-3;-1,8;-4;1,235197,2021-11-24
1457,235462,,,,,235462,2021-11-24
1458,235465,11;-2;0,9;-6;2,8;-11;6,10;-5;0,235465,2021-11-24
1459,235747,,,,,235747,2021-11-24
1460,235750,7;-10;4,7;-6;3,10;-9;0,7;-8;3,235750,2021-11-24
1461,236023,,,,,236023,2021-11-24
