,index,acc1,acc2,acc3,acc4,duration
2087,343397,,,,,343397
2088,343400,-26;19;-12,-29;21;-4,-25;24;0,-25;27;-3,343400
2089,343671,,,,,343671
2090,343674,-21;27;-7,-24;25;-7,-20;23;-8,-22;25;-5,343674
2091,343945,,,,,343945
2092,343948,-16;25;-6,-18;22;0,-16;30;3,-16;24;-4,343948
2093,344214,,,,,344214
2094,344217,-19;28;-1,-14;22;-2,-12;22;-5,-16;20;-3,344217
2095,344486,,,,,344486
2096,344488,-16;12;-5,-24;12;-8,-17;14;-9,-19;14;-22,344488
2097,344761,,,,,344761
2098,344899,-24;11;2,-19;8;-6,-26;6;-11,-30;2;0,344899
2099,345167,,,,,345167
2100,345170,-27;2;-3,-27;0;-1,-26;3;-5,-23;4;-4,345170
2101,345445,,,,,345445
2102,345452,-27;0;-4,-23;0;-6,-24;2;-3,-24;3;-3,345452
2103,345723,,,,,345723
2104,345726,-25;1;-5,-22;2;-2,-20;4;-5,-22;2;-4,345726
2105,345998,,,,,345998
2106,346007,-23;-1;-3,-21;-1;0,-25;1;2,-22;-1;-7,346007
2107,346275,,,,,346275
2108,346277,-25;1;1,-22;-2;-3,-20;-3;-5,-21;-1;-1,346277
2109,346550,,,,,346550
2110,346557,-26;-3;-4,-21;-1;-8,-20;-1;-2,-23;1;0,346557
2111,346826,,,,,346826
2112,346828,-21;-1;-10,-26;-3;-5,-21;-3;-6,-20;-1;-8,346828
2113,347101,,,,,347101
2114,347110,-18;-1;-5,-16;-5;-3,-18;0;1,-16;-4;-2,347110
2115,347383,,,,,347383
2116,347385,-14;-7;-1,-16;-4;-8,-9;-6;0,-22;-12;-7,347385
2117,347651,,,,,347651
2118,347654,-22;-9;-3,-20;-14;-2,-20;-5;1,-20;-6;0,347654
2119,347926,,,,,347926
2120,347929,-25;-11;-10,-25;-4;-7,-20;-5;-7,-23;-10;1,347929
2121,348203,,,,,348203
2122,348206,-19;-9;2,-20;-9;-5,-25;-3;-10,-26;-5;-8,348206
2123,348485,,,,,348485
2124,348487,-21;-8;-4,-22;-14;-3,-23;-9;-1,-26;-3;-4,348487
2125,348753,,,,,348753
2126,348756,-24;-10;-5,-20;-2;1,-20;-3;-1,-22;-11;3,348756
2127,349028,,,,,349028
2128,349031,-18;-8;-3,-18;0;-1,-22;-7;-1,-23;-8;-7,349031
2129,349302,,,,,349302
2130,349305,-23;0;-6,-21;-7;3,-21;-9;5,-15;-2;-2,349305
2131,349579,,,,,349579
2132,349582,-24;-4;3,-19;-6;-1,-21;-1;0,-27;-6;1,349582
2133,349848,,,,,349848
2134,349850,-21;2;-6,-23;-4;0,-22;3;-3,-20;-4;-4,349850
2135,350129,,,,,350129
2136,350132,-23;2;0,-23;2;-2,-16;1;-10,-21;-5;-7,350132
2137,350404,,,,,350404
2138,350406,-19;-2;-8,-18;1;-3,-23;-2;-7,-21;3;-5,350406
2139,350679,,,,,350679
2140,350682,-21;-4;-7,-26;-2;-8,-19;3;-4,-17;-3;3,350682
2141,350949,,,,,350949
2142,350952,-17;4;-11,-19;-8;-1,-17;-3;-8,-20;-3;0,350952
2143,351228,,,,,351228
2144,351232,-18;0;-13,-17;1;-3,-18;-7;-6,-19;0;-3,351232
2145,351500,,,,,351500
2146,351503,-22;3;-15,-15;1;-2,-16;7;-5,-16;-2;-2,351503
2147,351773,,,,,351773
2148,351776,-18;-1;-8,-15;-2;-6,-19;-7;-1,-17;-4;-3,351776
2149,352045,,,,,352045
2150,352048,-18;-3;-13,-13;-4;-8,-13;1;-13,-9;0;-7,352048
2151,352318,,,,,352318
2152,352321,-10;0;-7,-16;6;-2,-7;1;-10,-9;-6;-11,352321
2153,352587,,,,,352587
2154,352590,-17;-2;-10,-16;5;-3,-10;0;-14,-16;2;-3,352590
2155,352857,,,,,352857
2156,352865,-15;0;0,-17;5;-11,-18;2;-4,-22;0;-5,352865
2157,353133,,,,,353133
2158,353135,-24;6;0,-11;6;-1,-16;6;0,-21;4;-13,353135
2159,353400,,,,,353400
2160,353409,-15;-4;1,-14;4;-2,-11;3;-1,-9;8;-5,353409
2161,353676,,,,,353676
2162,353679,-14;5;3,-14;-2;0,-14;0;-3,-12;-1;-5,353679
2163,353950,,,,,353950
2164,353959,-11;3;-9,-16;2;-2,-16;-3;-5,-11;-1;-7,353959
2165,354227,,,,,354227
2166,354230,-13;0;-6,-17;5;-1,-14;-1;-3,-16;2;4,354230
2167,354502,,,,,354502
2168,354510,-15;4;-1,-20;1;-1,-14;5;0,-14;4;-7,354510
2169,354770,,,,,354770
2170,354774,-26;12;-4,-15;6;-8,-17;3;1,-14;6;6,354774
2171,355046,,,,,355046
2172,355048,-16;8;-2,-14;-1;1,-11;10;-10,-15;8;-5,355048
2173,355328,,,,,355328
2174,355331,-13;2;1,-12;0;1,-11;6;-7,-14;0;-5,355331
2175,355604,,,,,355604
2176,355606,-11;5;-6,-16;1;-6,-19;-4;-3,-13;0;2,355606
2177,355873,,,,,355873
2178,355876,-7;-2;-1,-12;5;3,-14;-3;-6,-11;-6;-8,355876
2179,356146,,,,,356146
2180,356149,-13;2;0,-12;4;0,-16;1;-3,-11;4;-7,356149
2181,356428,,,,,356428
2182,356431,-11;9;-1,-9;10;-6,-15;3;-7,-12;7;-7,356431
2183,356704,,,,,356704
2184,356706,-14;5;0,-16;7;-3,-12;0;-12,-8;5;-10,356706
2185,356978,,,,,356978
2186,356981,-11;2;0,-9;6;-1,-14;9;0,-12;5;1,356981
2187,357249,,,,,357249
2188,357252,-10;9;0,-12;3;-7,-12;1;4,-15;1;9,357252
2189,357529,,,,,357529
2190,357532,-13;0;-17,-16;10;6,-10;5;2,-4;9;-13,357532
2191,357806,,,,,357806
2192,357809,-11;1;-16,-10;9;1,-10;1;-2,-15;1;-10,357809
2193,358078,,,,,358078
2194,358081,-13;6;1,-17;9;3,-16;2;7,-12;5;7,358081
2195,358347,,,,,358347
2196,358350,-12;-2;-10,-13;2;-2,-6;2;-11,-13;0;0,358350
2197,358618,,,,,358618
2198,358621,-9;3;2,-8;5;-5,-15;0;0,-10;7;-9,358621
2199,358900,,,,,358900
2200,358903,-13;5;4,-13;1;0,-8;6;4,-12;3;3,358903
2201,359170,,,,,359170
2202,359177,-7;1;-5,-9;-5;-10,-9;-4;0,-17;-2;-5,359177
2203,359438,,,,,359438
2204,359440,-8;-1;-4,-11;-7;-3,-10;0;-3,-10;-4;-3,359440
2205,359706,,,,,359706
2206,359715,-10;0;-6,-11;-2;11,-10;0;-4,-16;-1;-2,359715
2207,359989,,,,,359989
2208,359991,-7;4;-11,-10;3;-11,-9;4;-6,-9;2;-5,359991
2209,360263,,,,,360263
2210,360270,-14;7;0,-10;0;-7,-8;8;-6,-8;1;-12,360270
2211,360540,,,,,360540
2212,360542,-4;4;-6,-9;7;2,-9;0;-6,-9;7;-1,360542
2213,360807,,,,,360807
2214,360816,-1;3;-13,-8;4;-4,-6;1;-6,-11;9;0,360816
2215,361076,,,,,361076
2216,361079,-15;1;-8,-7;6;-2,-10;8;3,-7;8;0,361079
2217,361353,,,,,361353
2218,361355,-9;5;-8,-10;3;-11,-10;7;-6,-10;4;0,361355
2219,361639,,,,,361639
2220,361643,-7;-3;-1,-6;9;-3,-10;1;0,-8;0;-1,361643
2221,361915,,,,,361915
2222,361918,-9;2;3,-8;5;-2,-12;1;2,-17;3;-5,361918
2223,362204,,,,,362204
2224,362206,-11;0;-1,-9;6;-5,-12;-6;-1,-11;3;-1,362206
2225,362474,,,,,362474
2226,362477,-9;0;-6,-9;5;-2,-10;0;-12,-6;-3;-9,362477
2227,362878,,,,,362878
2228,362882,-11;-3;7,-11;-1;3,-11;-8;-3,-6;-7;-4,362882
2229,363148,,,,,363148
2230,363151,-14;-3;6,-10;0;-3,-10;-2;-2,-7;0;3,363151
2231,363429,,,,,363429
2232,363432,-14;-1;6,-6;0;7,-17;5;-2,-15;-6;-3,363432
2233,363704,,,,,363704
2234,363707,-7;-3;-8,-9;1;-7,-12;-1;-1,-9;2;-2,363707
2235,363980,,,,,363980
2236,363982,-5;3;1,-10;-9;-5,-11;-3;-3,-10;5;-11,363982
2237,364249,,,,,364249
2238,364251,-10;-1;-4,-8;0;-14,-10;1;0,-9;2;-1,364251
2239,364530,,,,,364530
2240,364532,-8;0;0,-7;13;-9,-6;-2;-21,-12;3;-2,364532
2241,364806,,,,,364806
2242,364808,-14;-3;-8,-8;-3;-12,-11;1;-9,-3;3;-3,364808
2243,365075,,,,,365075
2244,365224,-8;-8;-1,-6;-7;2,-2;-7;-3,-12;-3;-3,365224
2245,365503,,,,,365503
2246,365506,-1;-4;-10,-5;-1;-6,-3;0;-8,-4;-1;-2,365506
2247,365769,,,,,365769
2248,365778,-6;-4;-6,-16;-2;-21,-2;-6;-17,-2;-5;-23,365778
2249,366045,,,,,366045
2250,366048,-9;2;-1,-9;-7;-6,-7;0;-6,-10;0;-7,366048
2251,366320,,,,,366320
2252,366327,-2;3;-5,-8;1;-1,0;-1;-11,-5;0;-8,366327
2253,366597,,,,,366597
2254,366600,-5;3;-13,-6;0;-7,1;-2;-14,-6;0;-7,366600
2255,366870,,,,,366870
2256,366879,-5;0;-4,-6;1;1,-4;-6;0,-8;-4;-4,366879
2257,367145,,,,,367145
2258,367148,-4;-1;-5,-4;3;-8,-6;1;-13,-6;0;-4,367148
2259,367421,,,,,367421
2260,367424,-4;0;-3,-5;-9;-10,-8;3;-7,-5;1;-10,367424
2261,367705,,,,,367705
2262,367708,-7;-1;-11,-11;0;0,-6;-4;-2,-2;-3;0,367708
2263,367972,,,,,367972
2264,367975,0;2;7,-10;0;6,-13;0;2,-8;-3;-6,367975
2265,368246,,,,,368246
2266,368249,-5;0;-3,-7;0;0,-3;0;0,-12;6;0,368249
2267,368515,,,,,368515
2268,368518,-4;-2;-5,-1;3;-1,-3;2;0,-7;2;0,368518
2269,368807,,,,,368807
2270,368809,-7;1;0,-3;-1;0,0;3;-2,0;1;5,368809
2271,369072,,,,,369072
2272,369075,-4;-4;0,-2;-2;-2,0;-5;0,0;-4;0,369075
2273,369350,,,,,369350
2274,369353,0;-5;3,2;-4;-2,-1;0;-3,0;0;3,369353
2275,369622,,,,,369622
2276,369625,0;0;-7,-1;0;-1,-1;-1;1,-3;-4;-1,369625
2277,369897,,,,,369897
2278,369904,-5;-7;9,0;-4;-6,-2;-2;-4,-5;-5;3,369904
2279,370173,,,,,370173
2280,370176,-3;-2;-8,0;-6;-2,1;-1;-1,-6;5;2,370176
2281,370446,,,,,370446
2282,370455,0;5;6,0;0;-3,-2;2;3,-5;1;14,370455
2283,370723,,,,,370723
2284,370725,-6;-1;0,-8;-10;6,3;-2;-6,0;-1;-6,370725
2285,370999,,,,,370999
2286,371006,-3;5;-1,-5;-1;-1,0;4;7,-2;-2;-2,371006
2287,371275,,,,,371275
2288,371278,2;-2;3,0;3;1,0;-2;0,0;3;6,371278
2289,371546,,,,,371546
2290,371549,-4;-3;4,0;-3;3,-8;2;2,0;0;-8,371549
2291,371824,,,,,371824
2292,371826,-2;-1;-6,-7;4;2,-8;-7;5,-2;1;3,371826
2293,372100,,,,,372100
2294,372103,-2;-7;-3,-5;3;-1,-6;11;1,0;6;-4,372103
2295,372383,,,,,372383
2296,372385,-4;0;3,-6;0;3,-7;6;4,-4;0;2,372385
2297,372652,,,,,372652
2298,372655,-6;2;-3,-6;2;4,-5;2;6,-2;7;-3,372655
2299,372934,,,,,372934
2300,372936,-2;14;14,-8;7;4,-6;10;4,-5;17;11,372936
2301,373200,,,,,373200
2302,373203,-4;19;-9,-8;16;-3,-6;16;0,-5;16;2,373203
2303,373481,,,,,373481
2304,373483,-3;16;-2,-5;13;-5,0;20;1,-8;14;7,373483
2305,373752,,,,,373752
2306,373754,0;17;-1,-3;14;0,0;4;-3,-5;13;3,373754
2307,374033,,,,,374033
2308,374035,0;13;11,1;5;-2,0;10;3,0;6;-7,374035
2309,374302,,,,,374302
2310,374304,-3;3;5,-2;11;5,-3;14;-4,-2;5;0,374304
2311,374573,,,,,374573
2312,374581,0;7;3,-1;13;14,-10;18;15,-4;10;2,374581
2313,374846,,,,,374846
2314,374849,-6;5;7,-2;8;1,-2;5;-11,-5;8;4,374849
2315,375121,,,,,375121
2316,375131,8;15;-6,2;7;-2,3;6;-6,-1;4;0,375131
2317,375403,,,,,375403
2318,375405,0;23;7,0;20;-7,0;8;8,0;8;4,375405
2319,375665,,,,,375665
2320,375673,2;12;2,5;16;-5,6;12;0,8;19;6,375673
2321,375943,,,,,375943
2322,375946,6;23;1,7;21;13,5;9;0,4;13;9,375946
2323,376214,,,,,376214
2324,376216,8;18;-1,8;17;2,8;12;-1,11;11;6,376216
2325,376497,,,,,376497
2326,376500,12;10;8,11;7;4,14;6;8,16;6;3,376500
2327,376767,,,,,376767
2328,376770,14;0;6,15;4;0,12;2;2,14;0;1,376770
2329,377048,,,,,377048
2330,377051,16;-1;3,15;-2;1,13;3;6,16;0;13,377051
2331,377324,,,,,377324
2332,377326,24;1;3,23;4;-12,16;0;2,21;0;17,377326
2333,377605,,,,,377605
2334,377608,22;3;14,20;0;16,17;2;7,20;1;2,377608
2335,377881,,,,,377881
2336,377883,22;8;4,19;5;9,22;0;7,22;0;8,377883
2337,378155,,,,,378155
2338,378157,19;-1;8,22;4;0,16;13;6,20;6;8,378157
2339,378425,,,,,378425
2340,378428,17;6;-3,17;2;2,15;0;11,16;4;9,378428
2341,378700,,,,,378700
2342,378710,19;3;0,18;5;6,17;3;3,15;6;6,378710
2343,378982,,,,,378982
2344,378985,18;4;10,21;2;5,18;2;4,20;0;3,378985
2345,379251,,,,,379251
2346,379259,17;2;7,17;1;7,15;3;1,19;-1;7,379259
2347,379526,,,,,379526
2348,379529,19;0;3,13;-1;7,12;0;0,10;-2;6,379529
2349,379801,,,,,379801
2350,379804,8;-1;0,3;-3;2,5;-5;0,3;-6;3,379804
2351,380083,,,,,380083
2352,380086,6;-8;1,7;-12;0,3;-13;1,8;-16;-1,380086
2353,380353,,,,,380353
2354,380355,5;-17;0,5;-17;4,5;-18;3,2;-19;3,380355
2355,380633,,,,,380633
2356,380636,9;-21;0,6;-18;0,4;-21;4,2;-21;0,380636
2357,380903,,,,,380903
2358,380905,6;-18;-3,7;-22;-8,6;-22;-10,5;-19;0,380905
2359,381177,,,,,381177
2360,381180,3;-10;0,2;-17;2,-1;-8;2,-2;-14;4,381180
2361,381447,,,,,381447
2362,381450,4;-21;0,1;-12;-3,-4;-7;-2,-4;-10;-4,381450
2363,381726,,,,,381726
2364,381729,-6;-10;-6,-7;-11;-4,-9;-16;-1,-7;-12;-4,381729
2365,381998,,,,,381998
2366,382001,-8;-10;0,-3;-8;-12,-5;-15;-12,-3;-13;-4,382001
2367,382412,,,,,382412
2368,382415,-5;-7;4,-4;-9;4,-2;-13;-3,-3;-15;-1,382415
2369,382686,,,,,382686
2370,382689,-2;-6;-2,-2;-3;-9,-1;-10;-14,-5;-3;2,382689
2371,382965,,,,,382965
2372,382968,-3;1;5,-2;-5;3,-3;-2;7,-1;0;0,382968
2373,383236,,,,,383236
2374,383239,0;-9;-11,1;-10;-11,3;-5;-16,3;-5;-3,383239
2375,383511,,,,,383511
2376,383520,-4;0;4,-10;3;9,-1;-1;0,0;0;-8,383520
2377,383799,,,,,383799
2378,383801,-3;0;-6,-2;5;-1,-6;-5;-8,-5;5;-5,383801
2379,384073,,,,,384073
2380,384081,-5;6;-1,-6;5;0,-4;9;0,-3;0;-3,384081
2381,384350,,,,,384350
2382,384353,-5;2;0,-6;3;3,-1;8;-2,-7;-1;-2,384353
2383,384636,,,,,384636
2384,384646,-9;0;3,-9;7;5,-5;8;0,-2;6;-5,384646
2385,384913,,,,,384913
2386,384915,-3;12;1,-5;8;0,-7;-1;2,-2;3;2,384915
2387,385187,,,,,385187
2388,385190,-7;1;2,-5;4;3,-4;0;-2,-6;5;-4,385190
2389,385463,,,,,385463
2390,385465,-9;4;2,-12;4;-2,-13;6;8,-7;1;7,385465
2391,385737,,,,,385737
2392,385740,-6;0;1,-8;3;2,-8;-4;-1,-7;0;2,385740
2393,386023,,,,,386023
2394,386026,-5;-3;5,-8;-5;5,-8;-3;4,-7;-8;1,386026
2395,386288,,,,,386288
2396,386291,-4;-10;-3,-5;-9;1,-5;-8;4,-5;-10;0,386291
2397,386574,,,,,386574
2398,386576,-4;-8;5,-2;-4;3,-4;-3;2,0;-6;-2,386576
2399,386839,,,,,386839
2400,386842,-2;-13;5,-2;-16;3,-5;-12;0,-3;-15;-2,386842
2401,387115,,,,,387115
2402,387118,-7;-9;3,-8;-14;3,-2;-13;0,-7;-15;0,387118
2403,387397,,,,,387397
2404,387400,-4;-15;2,-4;-15;3,-3;-23;-2,-9;-10;0,387400
2405,387670,,,,,387670
2406,387673,-3;-10;6,-6;-17;4,-7;-16;-2,-2;-19;0,387673
2407,387942,,,,,387942
2408,387945,-5;-27;-1,-6;-20;2,-6;-27;6,-10;-22;0,387945
2409,388211,,,,,388211
2410,388220,-8;-27;-6,-8;-21;0,-11;-22;0,-9;-23;-1,388220
2411,388498,,,,,388498
2412,388501,-16;-21;2,-7;-22;-3,-3;-31;-4,-9;-15;0,388501
2413,388766,,,,,388766
2414,388773,-7;-27;1,-13;-16;-2,-6;-27;2,-6;-20;0,388773
2415,389043,,,,,389043
2416,389045,-1;-22;-1,-10;-16;-2,-7;-24;-2,-6;-23;0,389045
2417,389311,,,,,389311
2418,389320,-13;-23;-4,-9;-23;3,-11;-21;-5,-9;-24;0,389320
2419,389585,,,,,389585
2420,389588,-9;-21;-2,-9;-19;-6,-8;-11;-6,-10;-26;-6,389588
2421,389861,,,,,389861
2422,389869,-12;-22;-1,-10;-25;0,-7;-18;-2,-5;-21;3,389869
2423,390131,,,,,390131
2424,390134,-2;-21;-1,-10;-22;-2,-12;-23;0,-8;-18;-4,390134
2425,390406,,,,,390406
2426,390414,-10;-16;-14,-7;-12;0,-6;-23;0,-6;-19;-13,390414
2427,390681,,,,,390681
2428,390684,-9;-29;-1,-4;-11;-4,-3;-25;-9,-15;-20;-5,390684
2429,390956,,,,,390956
2430,390963,-9;-7;0,-7;-23;-4,-11;-12;0,-13;-25;-2,390963
2431,391226,,,,,391226
2432,391229,-9;-6;0,-14;-14;0,-10;-8;0,-11;-20;-5,391229
2433,391501,,,,,391501
2434,391504,-11;-25;2,-7;-24;-1,-5;-5;-5,-9;-2;-9,391504
2435,391782,,,,,391782
2436,391784,-11;0;-9,-8;-2;-5,-9;0;-9,-4;10;-4,391784
2437,392052,,,,,392052
2438,392055,-10;10;-6,-13;3;-2,-6;2;0,-1;7;-2,392055
2439,392328,,,,,392328
2440,392331,-8;1;-11,-9;-8;-12,-3;8;0,-10;5;3,392331
2441,392602,,,,,392602
2442,392605,-7;0;-1,0;2;-3,-3;6;-5,-10;-4;-6,392605
2443,392877,,,,,392877
2444,392880,-10;0;0,-5;0;-9,-7;0;-6,-11;-6;-2,392880
2445,393145,,,,,393145
2446,393148,-5;-3;-19,3;5;-6,-4;-4;-5,-5;-1;2,393148
2447,393428,,,,,393428
2448,393431,0;-1;-2,0;-3;-4,-3;3;-6,-5;-3;-2,393431
2449,393702,,,,,393702
2450,393705,-5;0;-9,-2;0;-3,-2;-6;-12,-4;-1;0,393705
2451,393977,,,,,393977
2452,393979,-2;-4;-2,0;-4;-7,0;-5;-7,-4;-6;1,393979
2453,394246,,,,,394246
2454,394249,0;6;0,5;-4;5,0;-15;6,-2;-10;-3,394249
2455,394536,,,,,394536
2456,394540,-2;-7;2,0;-15;-12,1;-15;-2,-1;-14;3,394540
2457,394811,,,,,394811
2458,394814,-1;-6;2,5;-9;-3,-2;-6;2,2;-8;2,394814
2459,395084,,,,,395084
2460,395092,3;-3;-6,2;-8;-3,4;-8;-10,7;-2;0,395092
2461,395360,,,,,395360
2462,395363,5;-2;0,4;-6;4,8;-11;2,8;-5;-7,395363
2463,395632,,,,,395632
2464,395639,9;-15;6,7;-10;0,5;-3;-2,11;-8;-1,395639
2465,395905,,,,,395905
2466,395907,7;-15;-5,0;-12;-4,5;-5;1,2;-10;0,395907
2467,396173,,,,,396173
2468,396182,4;-6;-4,9;-8;-8,8;-8;-11,7;-8;-3,396182
2469,396448,,,,,396448
2470,396451,5;-3;-8,6;-5;-10,8;-8;-4,11;-15;-2,396451
2471,396724,,,,,396724
2472,396727,3;-11;-12,6;-6;-12,2;-5;-4,2;-16;-14,396727
2473,397000,,,,,397000
2474,397003,5;-16;3,0;-22;11,5;-14;7,8;-12;0,397003
2475,397275,,,,,397275
2476,397277,4;-12;2,5;-5;-5,9;-1;-18,4;-2;-7,397277
2477,397551,,,,,397551
2478,397554,8;-17;-2,4;-16;-1,5;-19;-11,16;-16;-7,397554
2479,397826,,,,,397826
2480,397828,0;-12;5,5;-2;-5,6;-11;-5,12;-10;4,397828
2481,398100,,,,,398100
2482,398103,8;-3;-1,8;-25;-12,9;-26;-2,6;-24;3,398103
2483,398375,,,,,398375
2484,398377,9;-8;-1,1;-15;-7,30;-23;-2,3;-17;20,398377
2485,398651,,,,,398651
2486,398654,10;-6;-11,8;-15;17,7;-5;-1,2;-1;4,398654
2487,398926,,,,,398926
2488,398928,6;-28;-3,17;-4;-13,8;-13;5,-1;-33;14,398928
2489,399201,,,,,399201
2490,399204,6;-20;-6,7;-20;5,7;-11;1,3;-30;0,399204
2491,399476,,,,,399476
2492,399479,3;-21;-4,17;-20;-8,4;-24;-1,-2;-24;-4,399479
2493,399752,,,,,399752
2494,399755,0;-24;3,1;-26;3,-3;-25;0,-9;-34;7,399755
2495,400027,,,,,400027
2496,400030,4;-20;-5,5;-10;-1,-2;-32;-2,0;-31;-8,400030
2497,400390,,,,,400390
2498,400393,-5;-30;-9,-5;-13;-4,1;-19;-2,7;-12;-6,400393
2499,400665,,,,,400665
2500,400668,-2;-15;3,2;-10;1,-2;-3;10,0;-4;-8,400668
2501,400943,,,,,400943
2502,400952,0;-9;0,5;-13;8,-4;-7;0,-3;-6;2,400952
2503,401222,,,,,401222
2504,401224,6;-22;2,-8;-13;4,-14;-10;-3,4;-14;0,401224
2505,401503,,,,,401503
2506,401510,9;-7;-2,2;0;15,3;-26;-5,10;-10;-9,401510
2507,401780,,,,,401780
2508,401783,9;-9;13,8;-15;11,8;-8;11,9;-21;0,401783
2509,402048,,,,,402048
2510,402057,11;-19;10,21;-13;-1,12;-11;8,27;-3;2,402057
2511,402323,,,,,402323
2512,402326,16;-5;7,18;-5;2,20;-14;-1,25;-11;7,402326
2513,402597,,,,,402597
2514,402600,20;-12;0,17;0;5,21;-15;-4,27;-5;3,402600
2515,402917,,,,,402917
2516,402920,18;-2;0,16;-15;2,18;-3;0,22;1;0,402920
2517,403186,,,,,403186
2518,403188,17;-7;2,15;0;2,15;-3;0,19;-3;1,403188
2519,403468,,,,,403468
2520,403471,21;-6;10,25;-5;3,15;-9;4,14;-1;6,403471
2521,403743,,,,,403743
2522,403745,16;-3;-1,21;-4;2,18;-6;6,17;-5;2,403745
2523,404018,,,,,404018
2524,404021,19;1;6,13;2;2,18;4;2,15;-1;7,404021
2525,404287,,,,,404287
2526,404290,18;-1;-3,18;0;-9,18;-1;2,14;-3;3,404290
2527,404571,,,,,404571
2528,404574,12;-13;9,17;-5;5,16;-1;3,14;-5;3,404574
2529,404845,,,,,404845
2530,404847,20;-2;0,14;4;-1,16;-2;0,20;-8;1,404847
2531,405124,,,,,405124
2532,405126,13;0;2,19;0;3,20;-6;6,18;0;0,405126
2533,405401,,,,,405401
2534,405403,19;-8;4,20;-3;0,15;-3;0,16;-5;1,405403
2535,405670,,,,,405670
2536,405680,17;-3;2,18;-1;0,20;-5;2,19;-3;6,405680
2537,405946,,,,,405946
2538,405949,17;2;2,19;-6;5,18;-2;1,19;-2;4,405949
2539,406220,,,,,406220
2540,406228,18;-6;5,18;-9;4,17;0;3,19;-8;4,406228
2541,406498,,,,,406498
2542,406501,18;2;4,21;3;7,26;-2;8,23;-1;5,406501
2543,406765,,,,,406765
2544,406773,27;3;9,28;1;6,30;-1;1,28;2;10,406773
2545,407044,,,,,407044
2546,407047,28;4;9,24;7;7,26;1;4,26;5;1,407047
2547,407311,,,,,407311
2548,407314,29;6;1,25;5;14,27;4;4,27;9;10,407314
2549,407597,,,,,407597
2550,407600,27;12;3,28;13;8,30;16;6,26;17;9,407600
2551,407866,,,,,407866
2552,407869,28;27;7,26;17;3,32;20;3,28;17;5,407869
2553,408143,,,,,408143
2554,408146,25;26;8,31;22;5,27;28;1,24;25;7,408146
2555,408411,,,,,408411
2556,408414,24;19;5,26;22;5,25;25;4,22;21;1,408414
2557,408695,,,,,408695
2558,408698,24;19;0,16;23;0,20;24;4,16;27;8,408698
2559,408961,,,,,408961
2560,408964,21;25;6,19;29;7,16;23;0,18;25;0,408964
2561,409237,,,,,409237
2562,409240,20;24;3,21;27;1,20;26;5,18;26;0,409240
2563,409511,,,,,409511
2564,409515,16;25;-1,16;25;-3,16;25;9,9;32;5,409515
2565,409787,,,,,409787
2566,409794,14;34;1,11;37;-1,8;35;0,11;31;-5,409794
2567,410061,,,,,410061
2568,410064,11;37;4,14;37;3,10;38;1,13;36;4,410064
2569,410337,,,,,410337
2570,410345,15;32;-2,15;38;-13,16;34;-12,14;47;12,410345
2571,410612,,,,,410612
2572,410615,15;48;0,16;49;0,15;43;1,19;39;-1,410615
2573,410888,,,,,410888
2574,410895,17;33;-2,16;37;-2,13;27;-1,10;28;-3,410895
2575,411162,,,,,411162
2576,411165,11;46;1,13;44;-3,10;25;5,12;40;1,411165
2577,411441,,,,,411441
2578,411450,8;38;-2,13;34;-6,6;36;-5,11;32;0,411450
2579,411722,,,,,411722
2580,411725,5;35;0,9;44;1,6;33;1,3;24;1,411725
2581,411996,,,,,411996
2582,411999,0;27;0,-1;13;1,4;14;2,1;14;-2,411999
2583,412276,,,,,412276
2584,412279,0;8;-1,-10;11;1,-7;10;-2,-7;6;-1,412279
2585,412546,,,,,412546
2586,412549,-3;14;2,-6;11;-6,-9;12;-9,-13;8;-2,412549
2587,412826,,,,,412826
2588,412829,-11;11;-4,-9;7;-5,-10;5;0,-12;7;-4,412829
2589,413103,,,,,413103
2590,413105,-5;7;-3,-6;2;-3,-7;8;1,-9;8;0,413105
2591,413377,,,,,413377
2592,413380,-7;-2;0,-2;-3;-3,-8;7;-1,-6;7;-1,413380
2593,413652,,,,,413652
2594,413656,-7;2;-7,-17;6;-1,-13;3;-2,-12;8;-3,413656
2595,413928,,,,,413928
2596,413931,-6;0;2,-9;3;0,-5;-1;-6,-10;-11;0,413931
2597,414203,,,,,414203
2598,414206,-1;-3;2,-7;-4;0,-6;0;-2,-6;-6;0,414206
2599,414483,,,,,414483
2600,414486,-9;-10;0,-2;-4;4,-8;-3;2,-3;-2;0,414486
2601,414767,,,,,414767
2602,414769,-10;0;8,0;4;4,-2;-1;0,-3;0;0,414769
2603,415041,,,,,415041
2604,415050,-2;4;-1,-4;0;-2,-4;2;-2,-5;-2;1,415050
2605,415329,,,,,415329
2606,415332,-5;-8;3,-4;0;0,-5;-6;0,-4;0;3,415332
2607,415602,,,,,415602
2608,415609,-2;2;0,-6;0;0,-6;1;4,-7;-4;1,415609
2609,415880,,,,,415880
2610,415882,-3;2;0,-3;3;3,-1;0;3,-5;5;-3,415882
2611,416142,,,,,416142
2612,416151,-2;17;3,-3;0;0,-4;7;1,-8;6;4,416151
2613,416424,,,,,416424
2614,416427,-3;11;-2,0;9;-4,3;7;2,-5;3;11,416427
2615,416700,,,,,416700
2616,416703,0;9;2,5;4;-3,1;3;2,4;5;-4,416703
2617,416974,,,,,416974
2618,416977,0;9;-1,-3;5;0,0;21;-8,0;1;0,416977
2619,417244,,,,,417244
