,index,acc1,acc2,acc3,acc4,duration,utcdate
436,95682,-1;-9;3,-3;-11;3,0;-13;-4,-4;-7;1,95682,2021-11-17
437,95949,,,,,95949,2021-11-17
438,95952,-2;-13;-3,-6;-7;2,-3;-8;0,-2;-13;-3,95952,2021-11-17
439,96231,,,,,96231,2021-11-17
440,96234,-4;-8;-5,-2;-13;-8,-8;-9;2,-3;-5;-10,96234,2021-11-17
441,96500,,,,,96500,2021-11-17
442,96502,-5;-11;-8,-6;-2;-5,-7;-5;-8,-6;-9;1,96502,2021-11-17
443,96772,,,,,96772,2021-11-17
444,96774,-3;-5;-5,-3;-8;-4,-6;-7;3,-4;-13;0,96774,2021-11-17
445,97037,,,,,97037,2021-11-17
446,97039,-8;-4;8,-7;-4;-1,-1;-9;-11,-8;-9;-2,97039,2021-11-17
447,97307,,,,,97307,2021-11-17
448,97315,-4;-6;-11,-7;-4;0,-4;-7;4,-1;-7;-1,97315,2021-11-17
449,97582,,,,,97582,2021-11-17
450,97585,0;-8;-5,-3;-7;-1,3;-10;-12,-4;-8;-8,97585,2021-11-17
451,97850,,,,,97850,2021-11-17
452,97857,-7;-1;1,-4;-1;2,3;-4;-7,-7;-2;0,97857,2021-11-17
453,98124,,,,,98124,2021-11-17
454,98127,-4;-2;-2,2;-5;-4,0;-6;2,0;-7;-3,98127,2021-11-17
455,98400,,,,,98400,2021-11-17
456,98403,2;-4;-3,-3;-1;2,1;0;0,0;-2;2,98403,2021-11-17
457,98675,,,,,98675,2021-11-17
458,98678,7;-9;-4,0;-7;-1,1;-9;5,2;-6;-2,98678,2021-11-17
459,98945,,,,,98945,2021-11-17
460,98948,2;0;-6,0;-7;0,3;-6;-5,4;-1;0,98948,2021-11-17
461,99218,,,,,99218,2021-11-17
462,99221,4;-5;-2,6;-1;-2,6;-1;2,3;-1;-4,99221,2021-11-17
463,99483,,,,,99483,2021-11-17
464,99485,2;-4;3,7;-3;-1,3;-9;0,7;-9;0,99485,2021-11-17
465,99751,,,,,99751,2021-11-17
466,99761,6;-6;4,4;-5;-3,3;-7;0,7;-14;7,99761,2021-11-17
467,100027,,,,,100027,2021-11-17
468,100029,4;-6;0,7;-6;0,7;-3;-2,2;-4;0,100029,2021-11-17
469,100301,,,,,100301,2021-11-17
470,100310,9;3;1,11;-7;-1,11;-3;1,5;-5;3,100310,2021-11-17
471,100579,,,,,100579,2021-11-17
472,100581,10;-1;-4,10;0;-1,13;-4;-1,14;-2;1,100581,2021-11-17
473,100862,,,,,100862,2021-11-17
474,100866,13;-5;4,13;-6;7,8;-7;5,10;-11;6,100866,2021-11-17
475,101140,,,,,101140,2021-11-17
476,101143,15;-7;7,15;-12;7,10;-9;0,13;-6;6,101143,2021-11-17
477,101413,,,,,101413,2021-11-17
478,101416,17;-15;4,15;-9;5,12;-10;6,12;-9;9,101416,2021-11-17
479,101679,,,,,101679,2021-11-17
480,101682,12;-7;13,9;-9;10,12;-10;14,13;-9;10,101682,2021-11-17
481,101947,,,,,101947,2021-11-17
482,101950,12;-5;8,16;-8;8,18;-6;12,17;-9;11,101950,2021-11-17
483,102222,,,,,102222,2021-11-17
484,102225,20;-12;6,16;-9;5,15;-6;4,18;-11;5,102225,2021-11-17
485,102492,,,,,102492,2021-11-17
486,102495,21;-9;0,17;-8;4,18;-14;3,20;-8;9,102495,2021-11-17
487,102767,,,,,102767,2021-11-17
488,102770,17;-8;9,20;-10;0,24;-15;-1,25;-15;3,102770,2021-11-17
489,103043,,,,,103043,2021-11-17
490,103046,21;-16;3,19;-14;5,22;-14;1,21;-12;5,103046,2021-11-17
491,103323,,,,,103323,2021-11-17
492,103326,20;-14;2,22;-15;1,21;-14;5,20;-12;10,103326,2021-11-17
493,103600,,,,,103600,2021-11-17
494,103603,21;-15;4,19;-15;6,22;-12;0,20;-12;0,103603,2021-11-17
495,103877,,,,,103877,2021-11-17
496,103880,19;-14;6,19;-11;7,17;-11;6,19;-14;7,103880,2021-11-17
497,104143,,,,,104143,2021-11-17
498,104146,21;-12;0,19;-9;3,22;-13;3,19;-8;5,104146,2021-11-17
499,104420,,,,,104420,2021-11-17
500,104428,18;-8;7,19;-5;4,18;-6;4,20;-8;1,104428,2021-11-17
501,104693,,,,,104693,2021-11-17
502,104696,18;-6;0,18;-5;0,17;-6;2,18;-1;0,104696,2021-11-17
503,104973,,,,,104973,2021-11-17
504,104980,16;1;1,17;-2;1,16;0;3,16;0;1,104980,2021-11-17
505,105244,,,,,105244,2021-11-17
506,105247,16;-1;-1,16;-4;-1,18;0;0,14;-1;0,105247,2021-11-17
507,105520,,,,,105520,2021-11-17
508,105528,18;0;-1,16;-2;-3,17;0;0,17;0;1,105528,2021-11-17
509,105791,,,,,105791,2021-11-17
510,105794,16;3;2,17;1;1,19;0;1,16;0;1,105794,2021-11-17
511,106059,,,,,106059,2021-11-17
512,106062,17;1;1,17;1;1,15;1;0,16;1;0,106062,2021-11-17
513,106340,,,,,106340,2021-11-17
514,106343,16;2;2,15;3;1,14;2;0,11;0;0,106343,2021-11-17
515,106610,,,,,106610,2021-11-17
516,106613,9;2;0,6;1;0,9;2;0,9;2;1,106613,2021-11-17
517,106884,,,,,106884,2021-11-17
518,106886,7;1;1,8;1;3,7;0;0,6;0;-1,106886,2021-11-17
519,107159,,,,,107159,2021-11-17
520,107162,6;0;-1,0;2;0,-1;1;-2,-2;1;-4,107162,2021-11-17
521,107433,,,,,107433,2021-11-17
522,107437,-2;-1;-5,-3;-3;-2,-1;-3;-2,-2;-3;0,107437,2021-11-17
523,107710,,,,,107710,2021-11-17
524,107713,-3;-3;-6,-1;-4;-3,-3;-4;-3,-3;-3;-2,107713,2021-11-17
525,107990,,,,,107990,2021-11-17
526,107993,-3;-3;1,-1;-4;0,1;-10;-2,0;-12;-4,107993,2021-11-17
527,108259,,,,,108259,2021-11-17
528,108262,0;-14;-3,1;-10;0,0;-10;2,2;-9;1,108262,2021-11-17
529,108530,,,,,108530,2021-11-17
530,108537,0;-12;0,3;-11;0,4;-13;-2,4;-14;1,108537,2021-11-17
531,108820,,,,,108820,2021-11-17
532,108823,2;-17;0,5;-18;3,7;-15;0,6;-17;3,108823,2021-11-17
533,109085,,,,,109085,2021-11-17
534,109094,6;-17;1,5;-21;0,6;-21;-1,5;-22;0,109094,2021-11-17
535,109362,,,,,109362,2021-11-17
536,109364,9;-25;3,8;-20;0,8;-18;-6,9;-25;0,109364,2021-11-17
537,109636,,,,,109636,2021-11-17
538,109643,12;-23;5,10;-27;0,12;-28;-3,9;-21;4,109643,2021-11-17
539,109922,,,,,109922,2021-11-17
540,109924,12;-22;5,16;-24;0,12;-23;3,12;-25;-8,109924,2021-11-17
541,110190,,,,,110190,2021-11-17
542,110193,12;-23;-2,9;-17;1,12;-18;2,5;-14;5,110193,2021-11-17
543,110473,,,,,110473,2021-11-17
544,110476,8;-11;3,6;-11;0,5;-11;2,6;-13;7,110476,2021-11-17
545,110743,,,,,110743,2021-11-17
546,110746,8;-15;0,4;-9;0,4;-7;-4,7;-11;-6,110746,2021-11-17
547,111024,,,,,111024,2021-11-17
548,111027,7;-6;0,8;-9;0,12;-14;0,7;-9;1,111027,2021-11-17
549,111289,,,,,111289,2021-11-17
550,111292,12;-13;0,11;-15;3,9;-15;-2,12;-16;1,111292,2021-11-17
551,111576,,,,,111576,2021-11-17
552,111578,13;-16;1,11;-13;5,13;-12;3,13;-15;0,111578,2021-11-17
553,111851,,,,,111851,2021-11-17
554,111854,14;-16;2,18;-14;3,15;-13;7,18;-14;6,111854,2021-11-17
555,112126,,,,,112126,2021-11-17
556,112130,17;-8;6,20;-11;3,22;-11;6,21;-10;5,112130,2021-11-17
557,112401,,,,,112401,2021-11-17
558,112404,23;-6;7,23;-8;5,24;-8;2,27;-13;3,112404,2021-11-17
559,112681,,,,,112681,2021-11-17
560,112685,27;-10;7,24;-12;7,27;-8;7,27;-7;8,112685,2021-11-17
561,112952,,,,,112952,2021-11-17
562,112955,27;-11;5,29;-12;1,27;-12;10,29;-7;8,112955,2021-11-17
563,113233,,,,,113233,2021-11-17
564,113236,28;-12;11,28;-11;8,28;-11;6,32;-12;4,113236,2021-11-17
565,113502,,,,,113502,2021-11-17
566,113505,30;-10;12,28;-11;8,29;-8;6,29;-9;6,113505,2021-11-17
567,113778,,,,,113778,2021-11-17
568,113940,30;-9;11,29;-10;5,29;-9;4,31;-10;4,113940,2021-11-17
569,114203,,,,,114203,2021-11-17
570,114206,33;-12;4,30;-9;8,28;-8;8,31;-9;6,114206,2021-11-17
571,114478,,,,,114478,2021-11-17
572,114487,31;-9;6,31;-12;7,32;-11;9,31;-9;11,114487,2021-11-17
573,114753,,,,,114753,2021-11-17
574,114756,32;-13;6,31;-13;5,29;-11;7,31;-11;10,114756,2021-11-17
575,115025,,,,,115025,2021-11-17
576,115034,33;-13;8,32;-12;9,31;-11;5,31;-9;6,115034,2021-11-17
577,115304,,,,,115304,2021-11-17
578,115307,30;-8;7,32;-11;5,35;-11;6,35;-8;5,115307,2021-11-17
579,115579,,,,,115579,2021-11-17
580,115587,35;-10;9,37;-9;8,35;-9;8,37;-8;11,115587,2021-11-17
581,115872,,,,,115872,2021-11-17
582,115875,38;-11;10,39;-7;7,36;-8;10,36;-5;9,115875,2021-11-17
583,116142,,,,,116142,2021-11-17
584,116145,40;-7;10,39;-8;9,40;-7;9,41;-8;8,116145,2021-11-17
585,116419,,,,,116419,2021-11-17
586,116422,36;-10;9,33;-10;8,28;-7;8,25;-6;6,116422,2021-11-17
587,116690,,,,,116690,2021-11-17
588,116692,21;-7;5,19;-6;2,15;-6;2,11;-7;2,116692,2021-11-17
589,116962,,,,,116962,2021-11-17
590,116965,11;-7;0,19;-7;-2,12;-4;1,11;-4;1,116965,2021-11-17
591,117231,,,,,117231,2021-11-17
592,117234,11;-6;0,9;-2;2,7;0;2,7;0;-2,117234,2021-11-17
593,117506,,,,,117506,2021-11-17
594,117509,3;2;-2,3;3;-1,4;7;-1,2;8;1,117509,2021-11-17
595,117782,,,,,117782,2021-11-17
596,117785,2;5;1,3;5;0,3;2;2,5;6;0,117785,2021-11-17
597,118063,,,,,118063,2021-11-17
598,118066,2;11;2,7;14;0,7;13;2,7;13;0,118066,2021-11-17
599,118345,,,,,118345,2021-11-17
600,118347,7;14;-1,10;13;0,10;10;0,11;13;-1,118347,2021-11-17
601,118620,,,,,118620,2021-11-17
602,118629,12;17;0,13;15;2,14;16;1,16;12;3,118629,2021-11-17
603,118908,,,,,118908,2021-11-17
604,118912,15;18;2,17;15;3,19;12;4,16;15;3,118912,2021-11-17
605,119179,,,,,119179,2021-11-17
606,119186,18;9;5,18;11;0,20;9;0,17;11;1,119186,2021-11-17
607,119458,,,,,119458,2021-11-17
608,119460,15;16;4,18;17;1,16;12;4,16;13;2,119460,2021-11-17
609,119720,,,,,119720,2021-11-17
610,119730,17;8;0,14;7;1,13;6;1,13;9;1,119730,2021-11-17
611,120003,,,,,120003,2021-11-17
612,120006,13;8;1,10;5;0,13;7;0,14;4;3,120006,2021-11-17
613,120280,,,,,120280,2021-11-17
614,120283,17;5;-1,15;6;3,17;4;4,15;8;1,120283,2021-11-17
615,120560,,,,,120560,2021-11-17
616,120562,13;6;0,16;5;-1,14;4;1,14;7;5,120562,2021-11-17
617,120832,,,,,120832,2021-11-17
618,120835,13;4;2,15;4;1,13;4;4,16;6;2,120835,2021-11-17
619,121104,,,,,121104,2021-11-17
620,121107,13;7;4,16;6;3,13;9;2,14;7;0,121107,2021-11-17
621,121372,,,,,121372,2021-11-17
622,121375,16;13;1,18;16;4,14;16;4,17;17;1,121375,2021-11-17
623,121653,,,,,121653,2021-11-17
624,121656,17;14;0,17;15;0,17;15;1,18;18;2,121656,2021-11-17
625,121923,,,,,121923,2021-11-17
626,121925,16;18;1,18;19;4,20;17;3,21;16;1,121925,2021-11-17
627,122191,,,,,122191,2021-11-17
628,122194,18;14;5,21;10;2,20;13;0,19;12;4,122194,2021-11-17
629,122461,,,,,122461,2021-11-17
630,122464,18;13;4,19;12;4,19;14;2,19;14;3,122464,2021-11-17
631,122738,,,,,122738,2021-11-17
632,122745,23;10;3,17;6;2,17;9;4,17;11;1,122745,2021-11-17
633,123012,,,,,123012,2021-11-17
634,123015,16;6;0,15;8;5,12;11;-3,7;12;9,123015,2021-11-17
635,123282,,,,,123282,2021-11-17
636,123290,8;10;1,7;4;3,7;6;0,6;1;4,123290,2021-11-17
637,123563,,,,,123563,2021-11-17
638,123566,9;1;-3,6;2;0,6;2;1,5;1;4,123566,2021-11-17
639,123838,,,,,123838,2021-11-17
640,123845,4;2;0,5;4;3,6;4;-1,6;-1;-3,123845,2021-11-17
641,124112,,,,,124112,2021-11-17
642,124115,6;-2;-3,5;-1;0,5;0;0,5;-5;1,124115,2021-11-17
643,124389,,,,,124389,2021-11-17
644,124391,5;-7;1,8;-9;1,10;-8;0,8;-8;0,124391,2021-11-17
645,124677,,,,,124677,2021-11-17
646,124680,11;-6;0,11;-4;3,12;-2;6,12;-3;3,124680,2021-11-17
647,124952,,,,,124952,2021-11-17
648,124954,14;-6;2,13;-6;0,12;-5;2,12;-6;3,124954,2021-11-17
649,125229,,,,,125229,2021-11-17
650,125232,12;-5;2,13;-5;2,12;-5;3,14;-3;2,125232,2021-11-17
651,125503,,,,,125503,2021-11-17
652,125505,12;-4;5,12;0;3,11;2;3,13;0;0,125505,2021-11-17
653,125794,,,,,125794,2021-11-17
654,125796,13;2;0,12;2;2,14;3;0,13;6;2,125796,2021-11-17
655,126065,,,,,126065,2021-11-17
656,126068,15;4;1,15;6;0,13;8;2,16;8;1,126068,2021-11-17
657,126344,,,,,126344,2021-11-17
658,126347,13;9;2,16;10;1,16;6;3,18;3;4,126347,2021-11-17
659,126616,,,,,126616,2021-11-17
660,126618,16;-1;3,15;0;0,15;3;2,16;-2;0,126618,2021-11-17
661,126884,,,,,126884,2021-11-17
662,126894,11;0;3,8;1;0,6;4;0,4;8;0,126894,2021-11-17
663,127166,,,,,127166,2021-11-17
664,127168,7;6;0,6;8;-2,9;9;0,12;12;0,127168,2021-11-17
665,127441,,,,,127441,2021-11-17
666,127450,14;5;0,16;3;0,15;0;1,16;2;5,127450,2021-11-17
667,127719,,,,,127719,2021-11-17
668,127721,16;3;2,14;0;3,17;6;-3,20;3;-1,127721,2021-11-17
669,127990,,,,,127990,2021-11-17
670,127993,15;2;4,18;0;6,15;6;6,19;7;7,127993,2021-11-17
671,128271,,,,,128271,2021-11-17
672,128273,17;2;-1,16;0;4,18;0;0,18;1;8,128273,2021-11-17
673,128541,,,,,128541,2021-11-17
674,128544,17;5;3,16;-1;3,16;-6;5,18;-8;4,128544,2021-11-17
675,128819,,,,,128819,2021-11-17
676,128822,19;-9;7,18;-9;1,20;-10;4,20;-13;2,128822,2021-11-17
677,129090,,,,,129090,2021-11-17
678,129093,20;-10;2,21;-11;2,21;-12;6,24;-11;7,129093,2021-11-17
679,129362,,,,,129362,2021-11-17
680,129366,21;-16;7,25;-13;6,28;-18;4,30;-18;9,129366,2021-11-17
681,129642,,,,,129642,2021-11-17
682,129644,30;-22;8,30;-20;9,29;-19;6,30;-23;7,129644,2021-11-17
683,129924,,,,,129924,2021-11-17
684,129926,24;-19;10,25;-19;4,25;-20;6,24;-20;5,129926,2021-11-17
685,130192,,,,,130192,2021-11-17
686,130194,23;-19;4,23;-20;4,23;-16;3,22;-18;6,130194,2021-11-17
687,130469,,,,,130469,2021-11-17
688,130472,22;-17;4,22;-15;6,21;-13;5,22;-14;3,130472,2021-11-17
689,130742,,,,,130742,2021-11-17
690,130744,21;-14;6,21;-14;4,22;-14;4,22;-14;5,130744,2021-11-17
691,131008,,,,,131008,2021-11-17
692,131150,22;-14;5,21;-16;6,20;-15;5,19;-14;4,131150,2021-11-17
693,131420,,,,,131420,2021-11-17
694,131423,9;-15;2,8;-13;1,13;-14;2,15;-15;2,131423,2021-11-17
695,131695,,,,,131695,2021-11-17
696,131703,13;-15;4,12;-17;6,11;-16;0,13;-14;0,131703,2021-11-17
697,131977,,,,,131977,2021-11-17
698,131980,13;-15;4,13;-13;3,11;-16;2,7;-8;4,131980,2021-11-17
699,132248,,,,,132248,2021-11-17
700,132255,10;-13;7,13;-13;4,13;-17;3,14;-14;2,132255,2021-11-17
701,132520,,,,,132520,2021-11-17
702,132524,12;-15;4,13;-15;3,11;-14;4,12;-14;4,132524,2021-11-17
703,132797,,,,,132797,2021-11-17
704,132800,12;-14;2,12;-14;2,12;-15;1,13;-15;3,132800,2021-11-17
705,133072,,,,,133072,2021-11-17
706,133074,12;-14;1,12;-14;0,12;-14;2,11;-14;1,133074,2021-11-17
707,133348,,,,,133348,2021-11-17
708,133351,11;-14;3,12;-14;3,12;-14;1,11;-14;1,133351,2021-11-17
709,133635,,,,,133635,2021-11-17
710,133638,13;-14;4,13;-14;4,12;-14;3,12;-14;4,133638,2021-11-17
711,133910,,,,,133910,2021-11-17
712,133912,11;-13;2,13;-14;3,12;-15;3,12;-13;2,133912,2021-11-17
713,134184,,,,,134184,2021-11-17
714,134188,12;-15;4,12;-14;4,12;-13;4,12;-13;1,134188,2021-11-17
715,134460,,,,,134460,2021-11-17
716,134463,13;-15;3,12;-14;2,12;-14;1,11;-15;2,134463,2021-11-17
717,134727,,,,,134727,2021-11-17
718,134730,13;-15;3,13;-14;2,13;-14;3,12;-15;2,134730,2021-11-17
719,134998,,,,,134998,2021-11-17
720,135001,13;-15;3,12;-14;2,13;-14;2,12;-15;2,135001,2021-11-17
721,135267,,,,,135267,2021-11-17
722,135269,13;-14;2,12;-14;3,13;-14;3,12;-14;2,135269,2021-11-17
723,135537,,,,,135537,2021-11-17
724,135539,12;-14;3,13;-15;3,13;-15;3,14;-15;3,135539,2021-11-17
725,135808,,,,,135808,2021-11-17
726,135815,13;-14;2,12;-13;1,11;-15;1,13;-14;5,135815,2021-11-17
727,136081,,,,,136081,2021-11-17
728,136084,12;-14;2,12;-14;2,12;-14;2,13;-14;3,136084,2021-11-17
729,136350,,,,,136350,2021-11-17
730,136358,11;-14;2,12;-15;2,12;-14;2,13;-13;3,136358,2021-11-17
731,136620,,,,,136620,2021-11-17
732,136623,12;-14;1,12;-14;2,11;-13;1,12;-14;2,136623,2021-11-17
733,136895,,,,,136895,2021-11-17
734,136902,13;-14;4,12;-15;5,13;-14;4,13;-14;4,136902,2021-11-17
735,137177,,,,,137177,2021-11-17
736,137180,12;-14;3,11;-14;1,12;-15;1,12;-14;0,137180,2021-11-17
737,137457,,,,,137457,2021-11-17
738,137460,13;-14;4,13;-14;5,13;-13;4,13;-15;4,137460,2021-11-17
739,137739,,,,,137739,2021-11-17
740,137742,13;-14;2,12;-15;3,13;-14;3,13;-13;3,137742,2021-11-17
741,138001,,,,,138001,2021-11-17
742,138004,12;-14;2,12;-14;2,11;-14;1,12;-13;2,138004,2021-11-17
743,138276,,,,,138276,2021-11-17
744,138279,12;-15;1,12;-14;2,13;-14;2,12;-15;2,138279,2021-11-17
745,138550,,,,,138550,2021-11-17
746,138553,12;-14;3,11;-14;1,12;-14;2,11;-14;1,138553,2021-11-17
747,138821,,,,,138821,2021-11-17
748,138823,12;-14;4,13;-14;4,12;-14;3,11;-14;2,138823,2021-11-17
749,139089,,,,,139089,2021-11-17
750,139092,13;-15;4,13;-14;2,12;-15;3,12;-14;4,139092,2021-11-17
751,139363,,,,,139363,2021-11-17
752,139366,12;-15;1,13;-15;2,13;-14;5,13;-14;4,139366,2021-11-17
753,139633,,,,,139633,2021-11-17
754,139636,11;-13;1,13;-14;1,12;-14;1,11;-14;4,139636,2021-11-17
755,139909,,,,,139909,2021-11-17
756,139911,12;-14;2,13;-14;2,11;-15;1,12;-14;1,139911,2021-11-17
757,140179,,,,,140179,2021-11-17
758,140181,13;-14;4,13;-15;2,11;-14;0,13;-15;1,140181,2021-11-17
759,140450,,,,,140450,2021-11-17
760,140457,13;-14;4,12;-14;4,12;-14;2,13;-14;1,140457,2021-11-17
761,140723,,,,,140723,2021-11-17
762,140726,12;-15;3,13;-15;4,13;-14;4,12;-13;3,140726,2021-11-17
763,140992,,,,,140992,2021-11-17
764,141000,12;-14;2,11;-14;3,12;-14;2,13;-14;3,141000,2021-11-17
765,141270,,,,,141270,2021-11-17
766,141273,12;-15;1,12;-13;3,12;-15;2,12;-14;3,141273,2021-11-17
767,141538,,,,,141538,2021-11-17
768,141545,12;-14;2,11;-14;1,12;-15;1,11;-14;2,141545,2021-11-17
769,141817,,,,,141817,2021-11-17
770,141820,12;-14;5,12;-14;4,12;-14;3,12;-14;2,141820,2021-11-17
771,142090,,,,,142090,2021-11-17
772,142093,13;-13;4,12;-15;3,12;-15;2,13;-14;4,142093,2021-11-17
773,142361,,,,,142361,2021-11-17
774,142364,12;-15;1,11;-14;2,12;-14;3,12;-14;2,142364,2021-11-17
775,142639,,,,,142639,2021-11-17
776,142642,12;-15;1,12;-14;1,12;-13;1,11;-14;1,142642,2021-11-17
777,142908,,,,,142908,2021-11-17
778,142910,13;-15;2,12;-14;3,12;-14;2,12;-15;1,142910,2021-11-17
779,143181,,,,,143181,2021-11-17
780,143184,13;-14;4,13;-14;3,13;-15;3,13;-14;3,143184,2021-11-17
781,143463,,,,,143463,2021-11-17
782,143465,11;-13;2,11;-15;1,12;-14;2,12;-15;3,143465,2021-11-17
783,143738,,,,,143738,2021-11-17
784,143741,12;-14;3,12;-14;2,11;-14;2,11;-14;2,143741,2021-11-17
785,144012,,,,,144012,2021-11-17
786,144015,13;-14;4,12;-14;3,11;-14;4,12;-15;3,144015,2021-11-17
787,144282,,,,,144282,2021-11-17
788,144285,12;-14;3,12;-15;5,13;-14;3,13;-15;5,144285,2021-11-17
789,144563,,,,,144563,2021-11-17
790,144566,12;-13;1,12;-13;1,12;-15;2,13;-15;3,144566,2021-11-17
791,144832,,,,,144832,2021-11-17
792,144835,11;-15;1,12;-15;3,12;-15;2,12;-14;4,144835,2021-11-17
793,145095,,,,,145095,2021-11-17
794,145102,12;-14;0,11;-14;1,10;-14;2,12;-14;3,145102,2021-11-17
795,145370,,,,,145370,2021-11-17
796,145372,12;-15;2,11;-14;2,11;-14;1,12;-14;2,145372,2021-11-17
797,145634,,,,,145634,2021-11-17
798,145642,13;-14;3,12;-15;2,12;-13;0,12;-13;1,145642,2021-11-17
799,145909,,,,,145909,2021-11-17
800,145912,13;-15;4,13;-13;4,13;-15;4,13;-14;3,145912,2021-11-17
801,146185,,,,,146185,2021-11-17
802,146187,13;-13;2,12;-14;2,12;-14;3,11;-15;2,146187,2021-11-17
803,146459,,,,,146459,2021-11-17
804,146462,11;-14;1,12;-15;1,12;-15;2,13;-15;4,146462,2021-11-17
805,146722,,,,,146722,2021-11-17
806,146725,11;-14;2,11;-15;0,12;-14;1,13;-15;2,146725,2021-11-17
807,146998,,,,,146998,2021-11-17
808,147001,12;-15;1,11;-15;2,12;-14;2,11;-13;1,147001,2021-11-17
809,147272,,,,,147272,2021-11-17
810,147275,13;-14;5,13;-13;2,12;-15;1,11;-13;1,147275,2021-11-17
811,147542,,,,,147542,2021-11-17
812,147544,13;-15;4,12;-14;4,13;-14;5,12;-14;2,147544,2021-11-17
813,147810,,,,,147810,2021-11-17
814,147813,12;-13;2,13;-15;2,13;-15;2,12;-14;2,147813,2021-11-17
815,148093,,,,,148093,2021-11-17
816,148097,12;-15;1,12;-15;2,11;-14;0,12;-14;1,148097,2021-11-17
817,148362,,,,,148362,2021-11-17
818,148364,14;-14;2,12;-14;2,11;-14;2,12;-14;1,148364,2021-11-17
819,148629,,,,,148629,2021-11-17
820,148632,12;-14;4,14;-14;3,13;-16;3,11;-14;1,148632,2021-11-17
821,148899,,,,,148899,2021-11-17
822,148902,13;-14;3,13;-14;3,12;-15;0,11;-14;1,148902,2021-11-17
823,149163,,,,,149163,2021-11-17
824,149300,12;-14;3,13;-14;3,12;-15;2,11;-14;1,149300,2021-11-17
825,149562,,,,,149562,2021-11-17
826,149565,12;-13;2,12;-15;4,13;-15;2,11;-14;1,149565,2021-11-17
827,149827,,,,,149827,2021-11-17
828,149834,13;-15;1,13;-14;3,12;-14;4,13;-14;4,149834,2021-11-17
829,150100,,,,,150100,2021-11-17
830,150104,13;-15;1,12;-15;3,13;-15;3,12;-14;3,150104,2021-11-17
831,150376,,,,,150376,2021-11-17
832,150385,13;-14;3,11;-14;0,11;-13;0,11;-14;1,150385,2021-11-17
833,150651,,,,,150651,2021-11-17
834,150654,12;-15;3,12;-15;2,12;-14;3,12;-14;1,150654,2021-11-17
835,150920,,,,,150920,2021-11-17
836,150923,13;-14;4,12;-14;3,12;-14;3,12;-14;1,150923,2021-11-17
837,151196,,,,,151196,2021-11-17
838,151199,12;-14;3,11;-14;4,13;-14;4,13;-14;3,151199,2021-11-17
839,151464,,,,,151464,2021-11-17
840,151467,12;-14;3,12;-14;4,11;-15;1,12;-14;2,151467,2021-11-17
841,151877,,,,,151877,2021-11-17
842,151880,12;-14;0,12;-14;2,12;-13;2,13;-14;3,151880,2021-11-17
843,152140,,,,,152140,2021-11-17
844,152143,11;-14;2,12;-14;2,12;-14;2,11;-14;2,152143,2021-11-17
845,152417,,,,,152417,2021-11-17
846,152420,11;-13;0,12;-14;1,12;-14;1,12;-13;2,152420,2021-11-17
847,152687,,,,,152687,2021-11-17
848,152690,12;-14;2,12;-14;1,11;-14;1,11;-14;1,152690,2021-11-17
849,152960,,,,,152960,2021-11-17
850,152963,12;-14;4,12;-14;3,13;-15;3,13;-14;3,152963,2021-11-17
851,153229,,,,,153229,2021-11-17
852,153232,12;-14;3,13;-14;2,12;-14;4,11;-14;4,153232,2021-11-17
853,153502,,,,,153502,2021-11-17
854,153505,11;-14;2,12;-15;1,12;-15;2,11;-14;2,153505,2021-11-17
855,153774,,,,,153774,2021-11-17
856,153776,11;-14;2,12;-14;1,11;-15;1,12;-13;3,153776,2021-11-17
857,154042,,,,,154042,2021-11-17
858,154050,13;-14;5,11;-14;3,12;-15;3,12;-13;2,154050,2021-11-17
859,154311,,,,,154311,2021-11-17
860,154314,12;-13;4,11;-14;1,11;-14;0,12;-14;2,154314,2021-11-17
861,154580,,,,,154580,2021-11-17
862,154588,13;-14;3,12;-14;4,12;-13;3,12;-15;3,154588,2021-11-17
863,154855,,,,,154855,2021-11-17
864,154858,12;-15;4,12;-14;3,12;-14;2,11;-16;1,154858,2021-11-17
865,155118,,,,,155118,2021-11-17
866,155126,12;-14;3,11;-15;3,12;-14;2,12;-14;2,155126,2021-11-17
867,155399,,,,,155399,2021-11-17
868,155402,10;-14;2,12;-16;2,11;-14;3,12;-14;2,155402,2021-11-17
869,155676,,,,,155676,2021-11-17
870,155679,12;-15;4,13;-14;5,13;-14;4,13;-14;3,155679,2021-11-17
871,155957,,,,,155957,2021-11-17
872,155960,12;-14;2,11;-14;2,12;-14;2,13;-14;3,155960,2021-11-17
873,156232,,,,,156232,2021-11-17
874,156235,12;-14;3,12;-14;4,13;-14;3,13;-14;4,156235,2021-11-17
875,156517,,,,,156517,2021-11-17
876,156520,12;-14;2,12;-14;1,12;-14;2,12;-15;3,156520,2021-11-17
877,156782,,,,,156782,2021-11-17
878,156785,12;-14;0,12;-14;2,13;-14;1,13;-14;2,156785,2021-11-17
879,157051,,,,,157051,2021-11-17
880,157053,12;-14;1,12;-15;1,11;-13;0,13;-14;2,157053,2021-11-17
881,157320,,,,,157320,2021-11-17
882,157323,13;-14;3,12;-13;2,12;-14;3,12;-14;2,157323,2021-11-17
883,157601,,,,,157601,2021-11-17
884,157604,12;-15;3,12;-14;2,12;-14;2,12;-13;4,157604,2021-11-17
885,157877,,,,,157877,2021-11-17
886,157880,11;-14;2,11;-14;1,12;-14;1,12;-14;3,157880,2021-11-17
887,158150,,,,,158150,2021-11-17
