,acc1,acc2,acc3,acc4,duration
134529,0;-5;3,1;-9;2,4;-4;-6,3;-2;-5,134529
134793,,,,,134793
134802,3;-7;1,4;-1;-3,4;-5;-2,8;-4;0,134802
135066,,,,,135066
135069,4;-3;-2,8;-4;3,9;-7;1,6;-7;3,135069
135342,,,,,135342
135344,10;-5;-4,9;0;3,7;-3;-2,6;0;-2,135344
135612,,,,,135612
135615,7;-1;2,15;0;2,6;-3;3,9;7;9,135615
135880,,,,,135880
135883,7;-8;0,12;-3;1,7;-3;1,10;-5;2,135883
136162,,,,,136162
136165,2;-1;4,6;-6;6,5;-2;5,4;1;4,136165
136432,,,,,136432
136435,8;-6;4,4;1;9,6;-3;10,1;-4;-2,136435
136713,,,,,136713
136716,6;-6;1,5;0;-3,14;0;4,8;-4;-1,136716
136987,,,,,136987
136990,7;-1;-1,9;0;0,9;-9;5,8;-5;2,136990
137262,,,,,137262
137265,11;-1;5,9;0;0,9;-4;10,7;-3;9,137265
137532,,,,,137532
137535,7;0;7,7;-3;2,3;-1;8,4;-3;4,137535
137803,,,,,137803
137810,4;-5;10,3;-10;8,5;-4;6,10;0;-3,137810
138082,,,,,138082
138085,5;-5;11,7;-7;7,3;1;9,0;-2;-6,138085
138355,,,,,138355
138363,7;6;10,7;-4;0,4;-9;7,8;-1;3,138363
138627,,,,,138627
138630,6;-5;1,6;-2;-1,9;0;4,5;-3;5,138630
138904,,,,,138904
138907,9;2;5,5;-2;10,6;-5;10,0;-6;13,138907
139183,,,,,139183
139186,6;-2;4,5;0;0,1;-5;2,8;7;8,139186
139455,,,,,139455
139458,9;1;1,3;-1;1,10;-2;2,6;-4;1,139458
139728,,,,,139728
139730,9;-6;-2,8;1;0,7;-6;-1,5;-2;1,139730
139997,,,,,139997
140000,11;-4;-6,7;-1;-1,8;-9;7,11;-2;11,140000
140274,,,,,140274
140277,8;-4;6,10;-6;6,11;0;6,10;1;14,140277
140541,,,,,140541
140544,9;-2;8,15;-4;5,14;0;-1,12;6;3,140544
140815,,,,,140815
140818,12;-5;9,13;-1;12,14;-3;3,13;-5;1,140818
141085,,,,,141085
141088,16;-9;4,14;-7;3,13;-4;0,20;-9;0,141088
141360,,,,,141360
141368,16;-2;6,15;-1;1,16;-7;2,14;-4;3,141368
141641,,,,,141641
141643,14;-3;3,17;-2;10,17;-2;0,16;2;-2,141643
141912,,,,,141912
141921,17;-3;3,15;-9;-2,18;-4;-10,18;-9;-1,141921
142186,,,,,142186
142189,20;-9;-1,15;-6;1,18;-11;-5,22;-6;-2,142189
142461,,,,,142461
142469,20;-8;-4,17;-7;4,21;-5;-2,17;-1;0,142469
142736,,,,,142736
142739,14;-4;0,17;-2;3,19;-5;1,20;0;-6,142739
143006,,,,,143006
143014,18;-1;2,22;-5;5,22;1;6,25;0;-2,143014
143287,,,,,143287
143290,17;-4;3,22;-1;1,24;-5;-3,29;-3;-4,143290
143562,,,,,143562
143564,24;-2;0,29;-5;3,25;-7;4,33;-1;8,143564
143837,,,,,143837
143840,28;-5;2,32;-2;-4,35;-2;-4,29;-1;0,143840
144106,,,,,144106
144109,36;-7;3,28;0;1,38;-1;3,31;-1;2,144109
144382,,,,,144382
144386,36;-5;3,36;-5;3,37;-5;1,35;-9;10,144386
144654,,,,,144654
144657,26;-7;2,26;0;-2,34;-5;0,29;-5;4,144657
144926,,,,,144926
144928,29;-5;10,32;-7;-1,25;-5;0,26;-6;2,144928
145202,,,,,145202
145205,22;-6;1,28;-10;8,31;-5;6,25;-11;-1,145205
145478,,,,,145478
145481,30;-13;3,23;-9;8,25;-10;4,30;-3;2,145481
145744,,,,,145744
145747,22;-5;5,29;-8;0,30;-10;-2,27;-7;-4,145747
146019,,,,,146019
146021,32;-14;2,35;-11;0,33;-9;-5,32;-8;-1,146021
146284,,,,,146284
146286,31;-10;2,28;-14;3,32;-11;5,31;-14;0,146286
146560,,,,,146560
146568,31;-15;3,33;-11;3,28;-9;6,35;-12;9,146568
146841,,,,,146841
146844,41;-10;0,37;-12;5,34;-7;11,36;-7;9,146844
147112,,,,,147112
147121,33;-11;6,39;-12;3,40;-11;4,32;-11;7,147121
147385,,,,,147385
147388,37;-12;3,37;-6;3,33;-3;2,31;-9;7,147388
147662,,,,,147662
147671,39;-8;3,31;-14;8,32;-8;7,37;-4;0,147671
147942,,,,,147942
147945,31;-7;11,32;-7;7,34;-5;8,37;-7;11,147945
148213,,,,,148213
148215,28;-4;10,37;-8;10,34;-4;9,32;-2;9,148215
148505,,,,,148505
148508,33;-2;8,40;-4;7,36;-2;5,32;-8;4,148508
148781,,,,,148781
148784,34;-5;6,37;-3;10,32;1;7,35;-2;9,148784
149055,,,,,149055
149058,42;-5;6,37;-6;9,31;-2;6,36;-4;3,149058
149325,,,,,149325
149327,38;-1;10,34;-5;9,31;-4;8,35;-3;10,149327
149599,,,,,149599
149602,36;-4;5,30;-5;6,34;0;6,35;0;11,149602
149868,,,,,149868
149871,31;-3;5,29;-4;6,33;-2;7,34;0;7,149871
150150,,,,,150150
150152,33;-1;10,27;-5;5,33;-4;3,31;-4;7,150152
150421,,,,,150421
150424,32;0;11,30;-4;11,27;-6;10,35;-2;8,150424
150693,,,,,150693
150696,33;0;7,30;-4;8,31;-2;6,35;-6;4,150696
150963,,,,,150963
150966,35;-4;9,34;-7;11,32;-4;8,35;-8;10,150966
151232,,,,,151232
151240,35;-2;8,37;-2;4,37;-5;10,34;-3;6,151240
151507,,,,,151507
151511,38;-3;9,39;-2;4,38;-7;9,38;-4;8,151511
151783,,,,,151783
151790,36;-5;8,37;-4;12,33;-3;9,39;-3;7,151790
152057,,,,,152057
152060,37;-3;10,35;-4;8,35;-4;6,32;-2;6,152060
152333,,,,,152333
152341,32;-1;2,32;-2;7,32;-3;7,32;-3;8,152341
152608,,,,,152608
152611,29;-3;3,28;-1;7,27;-4;5,30;-3;6,152611
152884,,,,,152884
152886,31;-2;8,31;0;10,34;-3;6,31;-2;4,152886
153158,,,,,153158
153161,27;-5;7,27;0;7,31;-3;4,32;0;9,153161
153446,,,,,153446
153448,32;-3;6,31;0;7,29;-7;2,29;1;4,153448
153715,,,,,153715
153718,25;0;6,27;-1;6,28;1;8,31;-1;7,153718
153985,,,,,153985
153988,33;-1;5,32;-2;9,32;0;10,40;0;7,153988
154261,,,,,154261
154263,35;0;5,35;0;8,33;-1;9,35;-2;9,154263
154535,,,,,154535
154539,35;-1;9,37;-2;10,36;-1;7,39;-2;8,154539
154809,,,,,154809
154812,40;0;7,40;-2;8,35;-1;7,37;0;8,154812
155073,,,,,155073
155076,36;-2;7,35;0;7,36;-1;9,35;-1;6,155076
155344,,,,,155344
155352,32;-1;7,32;0;5,32;-1;6,32;0;3,155352
155625,,,,,155625
155627,31;-1;6,30;0;5,31;-1;5,30;-1;7,155627
155901,,,,,155901
155910,28;0;7,32;-1;8,29;-1;6,30;0;5,155910
156180,,,,,156180
156183,27;-1;5,26;-1;1,21;-1;3,15;-2;6,156183
156453,,,,,156453
156455,19;-1;5,23;-2;2,21;0;3,18;-2;5,156455
156724,,,,,156724
156727,21;0;5,21;-1;4,19;-1;4,20;-2;1,156727
157001,,,,,157001
157003,22;-2;5,21;0;4,19;-1;5,19;-1;4,157003
157275,,,,,157275
157278,21;-1;4,20;-2;4,20;-2;2,20;-1;2,157278
157553,,,,,157553
157555,21;-2;4,21;0;3,21;-2;4,20;-2;3,157555
157825,,,,,157825
157828,20;0;6,20;-1;6,19;-1;3,22;-1;4,157828
158101,,,,,158101
158104,20;0;0,19;-1;3,20;0;1,20;-1;5,158104
158379,,,,,158379
158382,21;-1;7,19;0;3,19;-1;4,18;-1;0,158382
158647,,,,,158647
158650,19;-1;6,22;0;6,20;0;6,20;0;5,158650
158914,,,,,158914
158921,20;0;3,20;-2;3,19;-1;3,20;-2;6,158921
159190,,,,,159190
159193,20;-1;4,21;-1;3,19;-1;4,20;-1;5,159193
159458,,,,,159458
159466,19;-1;2,20;-2;3,19;-1;1,20;-1;2,159466
159739,,,,,159739
159742,21;-2;7,21;-1;1,21;0;4,19;0;4,159742
160003,,,,,160003
160006,21;-1;3,20;0;2,20;-1;2,20;-2;3,160006
160278,,,,,160278
160280,21;-1;3,20;0;4,20;0;2,18;0;5,160280
160552,,,,,160552
160556,21;-1;3,20;-1;2,19;-1;4,20;-1;1,160556
160831,,,,,160831
160834,19;-1;3,20;-1;2,20;0;4,20;-1;4,160834
161103,,,,,161103
161106,21;-1;3,20;-1;3,20;0;4,19;-1;4,161106
161384,,,,,161384
161387,20;-1;2,20;0;5,20;-1;2,18;-1;5,161387
161653,,,,,161653
161656,20;0;2,22;-2;4,20;0;2,20;-2;2,161656
161930,,,,,161930
161938,20;-1;2,20;-1;2,20;0;3,19;-1;3,161938
162205,,,,,162205
162207,20;0;1,19;-1;3,19;-1;3,20;-2;3,162207
162480,,,,,162480
162487,19;0;2,20;-1;3,19;0;4,21;0;5,162487
162755,,,,,162755
162757,20;-2;3,21;0;2,21;-1;4,19;-1;3,162757
163023,,,,,163023
163026,19;0;6,22;-1;0,20;-1;3,21;-1;3,163026
163303,,,,,163303
163305,20;-1;1,20;-1;3,18;0;3,19;0;4,163305
163570,,,,,163570
163573,20;-1;5,19;-1;3,19;-2;3,21;0;4,163573
163856,,,,,163856
163859,21;0;3,20;-1;4,20;0;1,20;-2;5,163859
164121,,,,,164121
164123,19;0;4,20;-1;3,20;0;3,19;-1;6,164123
164396,,,,,164396
164398,20;-2;4,20;0;3,20;0;1,20;0;4,164398
164663,,,,,164663
164666,19;-1;3,21;-2;4,20;-2;5,20;0;6,164666
164926,,,,,164926
164933,19;-1;5,21;0;6,21;0;2,20;-1;3,164933
165194,,,,,165194
165197,21;-1;5,20;-1;5,20;-2;2,20;-1;0,165197
165464,,,,,165464
165473,21;0;5,21;-2;4,21;0;3,20;0;2,165473
165740,,,,,165740
165742,20;-1;4,18;-1;3,20;0;4,20;0;2,165742
166010,,,,,166010
166018,20;-2;5,19;-1;2,19;-1;3,20;-1;2,166018
166284,,,,,166284
166287,20;-1;2,20;-1;2,20;0;2,20;-1;3,166287
166559,,,,,166559
166562,20;-2;4,20;-1;2,20;0;6,19;-1;3,166562
166847,,,,,166847
166849,20;-1;4,20;-3;2,20;-1;3,21;-1;1,166849
167110,,,,,167110
167113,18;-2;5,19;-1;3,20;-1;2,19;0;3,167113
167392,,,,,167392
167394,20;-1;4,20;-1;4,20;0;3,20;-3;3,167394
167660,,,,,167660
167662,19;-1;1,19;-1;3,18;0;4,20;-1;3,167662
167928,,,,,167928
167931,20;-1;4,19;-1;3,20;-1;2,19;-2;0,167931
168201,,,,,168201
168204,20;0;5,20;-3;4,21;-2;2,20;-1;5,168204
168467,,,,,168467
168474,19;-1;2,20;-1;4,19;-1;4,19;0;6,168474
168741,,,,,168741
168744,20;0;2,20;-1;5,22;-1;4,20;0;5,168744
169006,,,,,169006
169044,19;0;6,22;-2;3,20;-1;2,20;-1;2,169044
169306,,,,,169306
169309,20;-2;5,18;-2;3,18;-1;2,19;-1;5,169309
169575,,,,,169575
169577,20;-1;4,19;0;2,19;-1;5,20;-3;4,169577
169852,,,,,169852
169856,21;-1;2,21;0;3,21;0;5,20;-2;3,169856
170120,,,,,170120
170122,21;0;6,19;-1;4,21;-1;3,21;-1;1,170122
170393,,,,,170393
170396,19;0;5,20;-2;4,18;0;3,19;0;2,170396
170662,,,,,170662
170665,20;-2;3,19;0;2,20;0;5,21;0;5,170665
170930,,,,,170930
170933,20;-1;4,20;0;3,20;-1;4,21;-2;0,170933
171194,,,,,171194
171197,20;-2;3,18;-1;4,19;0;4,18;-1;5,171197
171463,,,,,171463
171472,21;-1;4,21;-1;2,20;0;4,19;-2;5,171472
171739,,,,,171739
171741,20;0;3,19;-1;5,20;0;4,18;-2;1,171741
172002,,,,,172002
172009,21;0;5,20;-1;4,22;-3;1,21;0;1,172009
172276,,,,,172276
172279,18;-1;4,21;-1;4,19;-2;2,20;0;1,172279
172560,,,,,172560
172569,20;-1;5,20;0;5,21;-1;5,20;-1;2,172569
172839,,,,,172839
172843,22;0;5,18;-3;3,20;-2;1,19;0;2,172843
173103,,,,,173103
173105,20;-1;2,20;-1;1,18;-1;2,21;-1;3,173105
173378,,,,,173378
173381,18;-1;4,20;-1;0,19;-2;5,19;-2;2,173381
173646,,,,,173646
173649,19;0;4,19;0;3,18;0;5,21;0;2,173649
173922,,,,,173922
173925,20;0;4,20;0;5,20;0;5,20;-1;2,173925
174191,,,,,174191
174194,20;-1;5,20;0;4,19;-2;2,20;-3;3,174194
174471,,,,,174471
174474,22;-2;5,19;0;4,19;0;6,19;-2;4,174474
174741,,,,,174741
174744,20;0;3,20;-2;4,19;0;3,20;-2;3,174744
175004,,,,,175004
175012,21;-2;6,19;-2;1,19;-1;4,21;-2;5,175012
175280,,,,,175280
175282,19;0;4,19;0;3,20;0;3,19;-1;4,175282
175542,,,,,175542
175550,20;-1;4,21;-2;4,19;-2;4,20;0;4,175550
175818,,,,,175818
175821,18;-2;2,20;-1;5,21;-2;3,20;-1;3,175821
176088,,,,,176088
176090,19;0;2,19;-1;4,19;-2;3,20;0;3,176090
176363,,,,,176363
176366,21;0;4,20;0;4,20;-1;5,20;-3;4,176366
176631,,,,,176631
176634,20;0;4,20;-2;3,21;-2;4,21;0;2,176634
176906,,,,,176906
176909,19;-1;4,19;0;5,21;-1;5,19;0;4,176909
177170,,,,,177170
177173,21;-2;3,18;-1;4,20;-1;3,21;-1;3,177173
177444,,,,,177444
177447,20;0;5,19;-1;4,19;-3;1,19;0;2,177447
177720,,,,,177720
177723,20;-2;4,20;-1;2,21;-1;2,21;-1;5,177723
177992,,,,,177992
177999,18;-2;3,19;0;4,21;-1;4,20;-2;4,177999
178276,,,,,178276
178279,19;-2;1,21;0;3,19;-2;4,19;-1;4,178279
178545,,,,,178545
178553,19;0;4,19;0;5,20;0;4,19;0;5,178553
178820,,,,,178820
178823,20;-2;3,20;-1;4,19;-2;4,19;0;2,178823
179083,,,,,179083
179086,19;0;4,19;0;2,19;-1;2,20;0;4,179086
179358,,,,,179358
179361,20;-2;4,21;-1;2,20;-2;4,19;0;4,179361
179621,,,,,179621
179623,21;-1;5,20;-1;5,21;0;3,19;-1;3,179623
179900,,,,,179900
179903,20;-1;4,20;1;5,20;-2;5,20;0;3,179903
180169,,,,,180169
180172,20;-1;4,20;-3;1,19;-1;1,19;0;3,180172
180441,,,,,180441
180444,20;-1;3,21;-1;1,21;-3;3,20;-1;4,180444
180711,,,,,180711
180714,19;-2;1,19;1;3,19;0;3,20;-1;3,180714
180990,,,,,180990
180994,20;-1;3,19;0;5,20;-1;3,19;-3;3,180994
181261,,,,,181261
181264,19;-1;3,19;0;3,21;0;4,18;0;3,181264
181536,,,,,181536
181543,21;-2;3,21;0;1,21;-1;4,18;0;4,181543
181805,,,,,181805
181808,20;0;3,19;-1;4,19;0;6,20;-1;3,181808
182074,,,,,182074
182083,19;0;4,19;-1;4,20;-2;4,20;-2;3,182083
182355,,,,,182355
182358,19;0;4,19;0;3,19;-1;3,19;0;2,182358
182624,,,,,182624
182627,21;-1;1,20;-2;3,19;-1;3,20;0;2,182627
182900,,,,,182900
182902,19;-3;2,20;-1;4,21;-2;2,19;0;3,182902
183173,,,,,183173
183176,19;0;4,19;0;3,20;0;5,21;0;3,183176
183451,,,,,183451
183454,19;-1;2,20;-2;4,20;-1;2,19;-2;1,183454
183721,,,,,183721
183725,21;0;2,21;-2;4,20;-1;1,20;-1;4,183725
183994,,,,,183994
183996,21;-3;3,19;-1;0,20;0;4,21;-1;5,183996
184263,,,,,184263
184265,20;0;4,20;0;4,22;-2;3,20;-1;2,184265
184526,,,,,184526
184535,20;-3;5,19;-2;5,20;-1;1,21;1;4,184535
184801,,,,,184801
184804,20;-1;3,19;-2;4,21;-1;4,19;-1;3,184804
185064,,,,,185064
185071,20;0;4,21;-2;4,20;0;3,21;-1;4,185071
185339,,,,,185339
185342,20;0;4,20;0;3,20;-1;3,21;0;3,185342
185615,,,,,185615
185618,20;-1;2,20;-2;4,19;-2;3,21;-1;3,185618
185890,,,,,185890
185892,20;-1;3,21;-2;4,18;-1;6,20;1;4,185892
186160,,,,,186160
186163,19;-1;3,19;-1;5,20;-1;3,19;-1;3,186163
186452,,,,,186452
186456,20;-4;2,21;-1;1,20;-1;5,18;-1;5,186456
186729,,,,,186729
186732,21;-1;2,20;-1;3,21;0;4,18;-1;5,186732
187003,,,,,187003
187006,20;-1;4,20;-1;2,21;-1;2,20;0;4,187006
187279,,,,,187279
187282,20;-1;6,21;0;4,19;-2;2,20;-1;5,187282
187546,,,,,187546
187549,20;-3;2,20;-1;2,19;-1;4,20;0;4,187549
187817,,,,,187817
187821,19;-1;3,20;-1;4,20;0;4,20;-3;2,187821
188086,,,,,188086
188094,17;-2;5,20;-1;4,20;-2;1,20;-1;3,188094
188355,,,,,188355
188357,19;-2;3,21;-2;4,20;-1;4,20;-2;4,188357
188618,,,,,188618
188625,20;-1;4,19;0;5,20;0;4,20;-1;2,188625
188893,,,,,188893
188896,20;0;3,21;0;1,21;0;3,20;0;5,188896
189162,,,,,189162
189165,20;0;2,18;-2;4,20;-1;3,19;0;4,189165
189437,,,,,189437
189441,20;-1;4,20;0;5,19;0;3,21;0;3,189441
189706,,,,,189706
189709,19;0;3,19;-2;2,20;-1;4,20;-1;5,189709
189979,,,,,189979
189981,20;0;1,19;0;3,19;0;5,20;0;5,189981
190244,,,,,190244
190247,21;0;6,19;-1;5,20;-1;0,20;-2;3,190247
190526,,,,,190526
190528,20;0;5,21;-1;3,21;-2;2,21;-1;3,190528
190794,,,,,190794
190797,21;-3;5,22;-1;2,20;0;2,21;0;3,190797
191057,,,,,191057
191065,21;0;3,21;-2;4,20;-1;5,21;-2;2,191065
191333,,,,,191333
191336,20;0;3,18;-1;3,20;-3;2,21;-1;0,191336
191608,,,,,191608
191618,18;0;3,20;-2;3,21;-2;2,19;-2;4,191618
191884,,,,,191884
191887,21;0;4,20;0;3,20;-2;4,19;0;5,191887
192158,,,,,192158
192166,19;-1;4,19;0;5,22;-3;4,21;0;3,192166
192430,,,,,192430
192433,20;-1;4,21;-2;3,18;-1;3,21;-1;5,192433
192699,,,,,192699
192702,20;-1;4,18;0;6,19;0;5,19;0;3,192702
192971,,,,,192971
192974,20;0;4,19;0;3,21;-1;2,20;0;4,192974
193241,,,,,193241
193244,21;-1;2,21;-1;5,21;2;5,21;0;3,193244
193510,,,,,193510
193512,20;0;5,21;-1;3,21;-1;2,20;-2;5,193512
193773,,,,,193773
193775,21;-1;2,19;-2;5,20;0;4,19;0;6,193775
194048,,,,,194048
194051,19;-1;3,21;0;4,21;-2;3,20;-1;3,194051
194311,,,,,194311
194314,19;-2;2,19;0;3,19;-3;4,20;-1;4,194314
194574,,,,,194574
194581,20;-1;4,20;1;5,17;0;2,17;0;3,194581
194842,,,,,194842
194845,15;-1;2,15;-1;0,13;-1;2,12;-1;1,194845
195118,,,,,195118
195127,14;0;1,14;0;1,15;-1;3,13;1;5,195127
195393,,,,,195393
195396,13;0;4,14;-1;2,15;-1;2,14;0;2,195396
195661,,,,,195661
195664,15;-2;0,15;-1;4,14;-1;3,14;0;2,195664
195938,,,,,195938
195941,14;-1;1,16;-2;3,15;0;4,16;-2;2,195941
196209,,,,,196209
196212,17;-2;3,17;-2;3,18;-2;2,18;0;1,196212
196489,,,,,196489
196492,19;-2;3,20;0;2,21;0;1,22;-2;4,196492
196758,,,,,196758
196761,19;-1;4,20;0;6,20;-1;3,21;-2;4,196761
197032,,,,,197032
197035,20;-2;7,20;-2;4,23;-1;5,21;-1;4,197035
197302,,,,,197302
197305,22;-1;1,21;-2;4,22;-2;4,21;-1;5,197305
197583,,,,,197583
197586,20;-3;3,20;0;4,19;-2;4,18;-3;3,197586
197859,,,,,197859
197862,19;-2;4,19;-3;4,15;-1;3,18;-2;3,197862
198129,,,,,198129
198136,18;-2;2,19;0;1,18;-2;5,19;0;5,198136
198403,,,,,198403
198406,19;-1;4,20;-1;3,19;-2;4,18;-2;5,198406
198678,,,,,198678
198686,20;-3;3,20;-2;4,18;-2;5,21;-1;4,198686
198952,,,,,198952
198956,22;-2;4,24;-1;4,23;-2;4,25;-1;3,198956
199222,,,,,199222
199225,24;-1;6,26;0;6,25;-2;6,25;-1;4,199225
199500,,,,,199500
199503,27;-3;3,24;-2;4,25;-1;3,26;-1;4,199503
199769,,,,,199769
199772,25;-1;4,25;-2;7,24;-2;8,25;-2;6,199772
200053,,,,,200053
200056,24;-1;5,25;0;5,25;0;5,23;-2;5,200056
200330,,,,,200330
200332,20;-3;4,18;-1;4,18;-2;2,20;-3;3,200332
200604,,,,,200604
200607,21;-1;4,19;-2;4,19;-3;5,19;-1;1,200607
200880,,,,,200880
200883,18;-4;1,21;-3;4,17;-2;5,19;0;4,200883
201148,,,,,201148
201151,19;0;3,19;-3;3,18;-1;4,19;-2;3,201151
201417,,,,,201417
201420,18;-1;5,19;-3;3,20;-2;2,19;-2;3,201420
201680,,,,,201680
201688,19;-2;3,18;0;3,20;-1;4,20;0;4,201688
201956,,,,,201956
201958,20;-2;3,21;-1;1,19;-2;3,20;-2;3,201958
202218,,,,,202218
202227,20;-1;4,21;-1;5,18;-2;4,20;-2;3,202227
202493,,,,,202493
202497,20;-1;4,20;-1;5,20;-2;5,19;-2;3,202497
202758,,,,,202758
202765,19;-3;4,18;-1;3,19;-1;4,19;-3;3,202765
203031,,,,,203031
203034,19;-2;5,18;-1;4,19;-2;1,20;-1;3,203034
203309,,,,,203309
203312,21;-1;4,19;0;4,20;-1;3,20;-4;2,203312
203594,,,,,203594
203597,20;0;5,18;-2;2,19;0;3,19;-1;3,203597
203857,,,,,203857
203860,21;-3;2,19;-1;1,19;-1;4,20;0;5,203860
204128,,,,,204128
204131,20;-2;2,18;0;2,20;-3;3,20;-1;5,204131
204395,,,,,204395
204398,19;-3;3,19;-3;3,19;-1;4,20;-1;5,204398
204683,,,,,204683
204686,19;-2;2,20;-2;3,19;-2;4,18;-1;4,204686
204953,,,,,204953
204956,19;-1;3,20;-2;3,19;-1;5,19;-2;3,204956
205221,,,,,205221
205229,19;0;4,20;-1;4,19;-3;3,17;-1;3,205229
205499,,,,,205499
205502,17;-2;3,18;-2;1,16;-2;2,15;-2;1,205502
205767,,,,,205767
205775,12;-2;0,9;-2;0,7;0;2,9;-2;2,205775
206052,,,,,206052
206055,8;-4;0,9;-2;0,11;-3;2,9;-3;1,206055
206322,,,,,206322
206325,9;-2;3,9;-1;2,10;-3;4,10;-4;3,206325
206600,,,,,206600
206603,7;-3;-5,5;-3;0,2;-2;0,9;-3;-1,206603
206870,,,,,206870
206873,4;0;2,4;-2;0,2;-2;0,-2;-2;0,206873
207223,,,,,207223
207226,-1;-3;0,-2;0;-2,-3;-3;0,0;0;-4,207226
207500,,,,,207500
207503,0;-1;-4,-1;-2;2,-2;-3;1,0;-5;0,207503
207773,,,,,207773
207776,-1;-4;2,1;-3;-2,0;-3;2,2;-1;1,207776
208044,,,,,208044
208047,3;-7;2,5;-1;1,2;-4;0,5;-5;-1,208047
208325,,,,,208325
208328,3;-2;3,2;0;3,2;-4;4,4;-5;4,208328
208600,,,,,208600
208603,6;-5;0,3;-6;-2,6;-5;1,3;-1;5,208603
208875,,,,,208875
208883,7;0;1,8;-4;1,6;-2;1,7;-1;1,208883
209144,,,,,209144
209147,8;-5;1,11;-1;3,8;-5;0,10;-8;3,209147
209414,,,,,209414
209422,6;-9;2,3;-7;2,5;-6;2,7;-6;3,209422
209699,,,,,209699
209702,8;-12;4,9;-13;8,11;-11;-4,10;-14;0,209702
209965,,,,,209965
209973,9;-13;-1,11;-22;-1,10;-16;1,11;-16;5,209973
210240,,,,,210240
210242,13;-18;4,12;-12;5,13;-17;6,14;-23;-3,210242
210509,,,,,210509
210519,15;-21;1,16;-18;2,14;-19;4,12;-18;0,210519
210790,,,,,210790
210793,15;-16;1,16;-15;3,15;-20;7,16;-21;0,210793
211065,,,,,211065
211068,15;-17;7,18;-18;5,17;-22;5,15;-17;12,211068
211353,,,,,211353
211355,17;-19;3,16;-21;5,17;-14;2,18;-17;3,211355
211629,,,,,211629
211632,14;-15;1,13;-22;7,16;-17;10,17;-13;12,211632
211904,,,,,211904
211906,14;-18;-7,17;-10;2,16;-16;1,16;-17;5,211906
212178,,,,,212178
212182,18;-16;3,20;-14;1,7;-20;-1,12;-14;1,212182
212459,,,,,212459
212462,14;-25;3,15;-20;0,13;-21;0,12;-22;1,212462
212729,,,,,212729
212732,11;-18;1,14;-18;3,13;-19;4,10;-22;-4,212732
213006,,,,,213006
213009,11;-20;0,12;-19;4,13;-21;4,14;-24;4,213009
213287,,,,,213287
213291,14;-22;0,13;-21;2,15;-22;4,12;-20;5,213291
213559,,,,,213559
213562,14;-14;3,13;-18;3,14;-18;6,15;-19;-1,213562
213830,,,,,213830
213833,15;-22;3,12;-23;2,15;-25;1,15;-19;0,213833
214109,,,,,214109
214112,16;-20;3,13;-16;4,13;-19;-1,11;-19;2,214112
214380,,,,,214380
214383,17;-21;1,14;-27;5,15;-20;5,12;-20;3,214383
214656,,,,,214656
214663,16;-22;3,14;-25;0,13;-22;3,15;-18;4,214663
214930,,,,,214930
214932,14;-21;1,12;-19;0,12;-20;0,11;-17;2,214932
215193,,,,,215193
215202,11;-18;2,11;-18;2,13;-15;3,12;-18;2,215202
215470,,,,,215470
215473,11;-16;4,13;-13;6,11;-20;2,13;-17;2,215473
215744,,,,,215744
215752,14;-14;2,10;-15;5,13;-14;5,18;-17;4,215752
216019,,,,,216019
216023,17;-16;1,14;-14;5,18;-12;3,17;-13;0,216023
216295,,,,,216295
216304,16;-14;1,16;-13;1,16;-13;5,16;-12;5,216304
216570,,,,,216570
216573,17;-10;5,18;-13;6,19;-12;2,19;-11;2,216573
216853,,,,,216853
216856,16;-8;5,18;-8;4,19;-6;0,14;-6;8,216856
217134,,,,,217134
217137,18;-6;6,17;-7;4,18;-6;2,16;-3;0,217137
217404,,,,,217404
217407,13;-4;4,18;-3;6,18;-6;6,16;-4;6,217407
217683,,,,,217683
217687,16;-5;3,19;-5;2,16;-3;1,17;-3;0,217687
217952,,,,,217952
217954,17;-4;4,15;-4;4,14;-3;4,16;0;4,217954
218230,,,,,218230
218233,18;-2;6,15;-8;0,16;-9;0,16;-2;0,218233
218499,,,,,218499
218502,15;-2;4,15;-4;6,14;-5;2,15;-4;4,218502
218774,,,,,218774
218777,15;-5;2,16;-5;6,14;-4;4,12;-2;2,218777
219052,,,,,219052
219055,15;-4;3,13;-4;2,13;0;0,10;-7;5,219055
219328,,,,,219328
219331,9;-5;2,6;-4;-2,7;-2;0,5;-6;0,219331
219598,,,,,219598
219601,5;-5;1,4;0;1,5;-2;3,6;-2;0,219601
219874,,,,,219874
219882,7;-8;0,5;-5;-1,5;-4;5,6;-3;0,219882
220150,,,,,220150
220153,4;-9;2,7;-7;0,4;-7;0,5;-7;0,220153
220425,,,,,220425
220432,8;-7;6,11;-6;0,10;-5;-1,10;-5;-2,220432
220699,,,,,220699
220702,10;-5;3,11;-7;3,10;-9;1,12;-7;-2,220702
220976,,,,,220976
220978,11;-6;1,9;-6;5,10;-7;6,12;-8;0,220978
221251,,,,,221251
221254,12;-8;-1,15;-2;-9,10;0;4,14;-15;10,221254
221519,,,,,221519
221522,9;-13;6,13;-5;12,15;-14;8,13;-6;9,221522
221794,,,,,221794
221797,14;0;5,11;-10;-3,14;-8;3,16;-7;3,221797
222063,,,,,222063
222066,14;-8;6,14;-10;7,14;-5;4,16;-10;4,222066
222339,,,,,222339
222341,15;-4;3,18;-10;0,15;-4;3,12;-4;2,222341
222611,,,,,222611
