,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
1352,2;-24;1,-6;-11;-5,15;-6;2,8;-8;11,204746,21,2021-11-17
1353,,,,,205012,21,2021-11-17
1354,4;0;-2,15;-15;-6,1;16;-10,2;3;-23,205016,21,2021-11-17
1355,,,,,205288,21,2021-11-17
1356,5;-4;-3,3;-2;0,7;9;0,5;4;2,205296,21,2021-11-17
1357,,,,,205562,21,2021-11-17
1358,3;7;9,3;0;-1,8;2;4,9;-1;-8,205565,21,2021-11-17
1359,,,,,205839,21,2021-11-17
1360,11;-9;-22,6;-12;5,11;-2;11,6;-20;2,205846,21,2021-11-17
1361,,,,,206113,21,2021-11-17
1362,2;-1;-7,8;0;0,8;1;-9,-2;-7;9,206116,21,2021-11-17
1363,,,,,206389,21,2021-11-17
1364,9;-18;5,12;10;9,7;-10;-15,7;-4;-2,206397,21,2021-11-17
1365,,,,,206670,21,2021-11-17
1366,5;-9;-1,-7;-15;8,9;-13;0,9;6;2,206673,21,2021-11-17
1367,,,,,206946,21,2021-11-17
1368,7;5;5,9;-11;3,9;-6;-3,3;0;0,206949,21,2021-11-17
1369,,,,,207220,21,2021-11-17
1370,1;3;9,8;0;-13,10;12;15,5;-2;-2,207223,21,2021-11-17
1371,,,,,207490,21,2021-11-17
1372,6;4;-2,5;-19;23,9;-3;6,1;-22;0,207493,21,2021-11-17
1373,,,,,207765,21,2021-11-17
1374,8;-3;-13,4;2;-4,9;6;0,4;-1;4,207767,21,2021-11-17
1375,,,,,208033,21,2021-11-17
1376,0;-1;-7,7;-2;1,3;5;-1,6;9;-12,208036,21,2021-11-17
1377,,,,,208311,21,2021-11-17
1378,11;2;2,7;0;6,10;4;-5,12;-2;-10,208314,21,2021-11-17
1379,,,,,208582,21,2021-11-17
1380,10;-1;-4,2;1;5,6;-4;7,9;-6;2,208585,21,2021-11-17
1381,,,,,208860,21,2021-11-17
1382,7;3;-3,8;1;4,5;-7;3,10;-5;0,208862,21,2021-11-17
1383,,,,,209129,21,2021-11-17
1384,8;2;6,6;-3;-5,16;1;0,4;5;4,209131,21,2021-11-17
1385,,,,,209399,21,2021-11-17
1386,14;0;6,9;3;4,14;-8;0,7;-6;-1,209406,21,2021-11-17
1387,,,,,209674,21,2021-11-17
1388,7;-3;7,19;3;1,12;-1;8,20;2;-6,209677,21,2021-11-17
1389,,,,,209948,21,2021-11-17
1390,15;-1;13,12;-1;0,10;-2;3,21;5;0,209957,21,2021-11-17
1391,,,,,210230,21,2021-11-17
1392,11;-2;1,11;3;6,14;-7;0,11;4;0,210233,21,2021-11-17
1393,,,,,210505,21,2021-11-17
1394,7;-3;0,4;-2;1,4;0;5,3;-6;8,210513,21,2021-11-17
1395,,,,,210789,21,2021-11-17
1396,0;2;6,5;-13;1,1;-3;-3,4;1;7,210791,21,2021-11-17
1397,,,,,211058,21,2021-11-17
1398,2;-1;11,12;-2;-6,3;-3;10,2;-2;3,211061,21,2021-11-17
1399,,,,,211340,21,2021-11-17
1400,12;0;-6,5;-1;-2,4;-2;6,1;4;2,211342,21,2021-11-17
1401,,,,,211613,21,2021-11-17
1402,4;2;7,-3;-6;10,5;-10;2,6;-6;6,211616,21,2021-11-17
1403,,,,,211890,21,2021-11-17
1404,1;-6;9,11;0;4,3;0;5,3;-5;6,211892,21,2021-11-17
1405,,,,,212158,21,2021-11-17
1406,4;0;-3,9;-10;-3,9;0;0,13;4;-12,212161,21,2021-11-17
1407,,,,,212434,21,2021-11-17
1408,13;8;-1,5;0;0,8;1;-1,11;8;-2,212438,21,2021-11-17
1409,,,,,212708,21,2021-11-17
1410,12;0;-3,5;2;6,8;-1;0,15;2;-6,212710,21,2021-11-17
1411,,,,,212981,21,2021-11-17
1412,9;-10;-8,6;-3;0,7;2;-2,7;7;2,212988,21,2021-11-17
1413,,,,,213253,21,2021-11-17
1414,16;4;-6,13;1;1,8;13;5,10;5;-5,213255,21,2021-11-17
1415,,,,,213529,21,2021-11-17
1416,15;1;0,15;7;0,13;-11;0,8;0;3,213538,21,2021-11-17
1417,,,,,213809,21,2021-11-17
1418,12;2;12,21;11;4,17;3;0,16;0;2,213811,21,2021-11-17
1419,,,,,214084,21,2021-11-17
1420,16;-4;0,19;13;2,17;7;6,24;-2;4,214092,21,2021-11-17
1421,,,,,214360,21,2021-11-17
1422,10;-14;-1,9;4;0,15;7;3,18;-16;-1,214362,21,2021-11-17
1423,,,,,214630,21,2021-11-17
1424,11;-11;-3,18;-7;10,30;-14;6,17;-8;1,214633,21,2021-11-17
1425,,,,,214984,21,2021-11-17
1426,15;0;5,10;0;6,13;-3;3,21;1;3,214987,21,2021-11-17
1427,,,,,215261,21,2021-11-17
1428,12;-8;1,27;0;-12,20;7;0,27;6;-2,215263,21,2021-11-17
1429,,,,,215535,21,2021-11-17
1430,23;-1;1,11;-7;8,19;0;-2,20;-4;2,215538,21,2021-11-17
1431,,,,,215811,21,2021-11-17
1432,18;-4;1,17;-8;6,24;-12;8,17;-12;7,215814,21,2021-11-17
1433,,,,,216087,21,2021-11-17
1434,25;2;-4,23;-6;-2,20;0;6,23;-5;10,216090,21,2021-11-17
1435,,,,,216361,21,2021-11-17
1436,19;-2;0,17;5;2,13;-3;1,18;-3;7,216365,21,2021-11-17
1437,,,,,216642,21,2021-11-17
1438,17;-7;4,22;-1;2,19;-6;7,23;-5;4,216644,21,2021-11-17
1439,,,,,216911,21,2021-11-17
1440,23;-8;3,16;3;3,22;-16;8,26;3;6,216914,21,2021-11-17
1441,,,,,217225,21,2021-11-17
1442,24;-9;4,25;-4;0,21;-3;-5,19;-2;-1,217228,21,2021-11-17
1443,,,,,217499,21,2021-11-17
1444,20;-11;1,27;-8;0,14;0;12,21;-4;7,217502,21,2021-11-17
1445,,,,,217776,21,2021-11-17
1446,29;-7;1,19;3;2,22;3;5,30;5;1,217784,21,2021-11-17
1447,,,,,218050,21,2021-11-17
1448,28;-5;3,31;3;1,35;-2;0,30;-5;11,218053,21,2021-11-17
1449,,,,,218326,21,2021-11-17
1450,26;-9;10,31;-1;8,35;-4;9,35;2;5,218334,21,2021-11-17
1451,,,,,218608,21,2021-11-17
1452,28;-3;5,30;0;7,34;-4;8,32;-1;7,218611,21,2021-11-17
1453,,,,,218884,21,2021-11-17
1454,33;0;9,32;-4;5,32;-7;9,33;3;9,218891,21,2021-11-17
1455,,,,,219151,21,2021-11-17
1456,34;-4;6,34;-4;9,35;-6;3,33;-9;4,219154,21,2021-11-17
1457,,,,,219428,21,2021-11-17
1458,34;2;5,34;2;7,34;-3;2,33;-1;10,219431,21,2021-11-17
1459,,,,,219702,21,2021-11-17
1460,35;-4;3,36;1;9,38;0;4,29;-6;11,219705,21,2021-11-17
1461,,,,,219972,21,2021-11-17
1462,33;-1;6,31;-3;9,33;-5;10,32;0;12,219975,21,2021-11-17
1463,,,,,220248,21,2021-11-17
1464,40;-1;11,33;-5;9,34;-3;8,36;0;-3,220251,21,2021-11-17
1465,,,,,220515,21,2021-11-17
1466,31;-3;3,33;-6;9,35;-2;7,36;-3;9,220518,21,2021-11-17
1467,,,,,220800,21,2021-11-17
1468,36;0;6,34;-4;6,31;-1;5,34;-2;5,220803,21,2021-11-17
1469,,,,,221072,21,2021-11-17
1470,28;-2;10,30;-1;5,30;-6;8,28;0;5,221075,21,2021-11-17
1471,,,,,221352,21,2021-11-17
1472,27;-1;5,24;-5;4,18;-1;2,14;-2;3,221356,21,2021-11-17
1473,,,,,221618,21,2021-11-17
1474,15;-2;2,14;0;3,5;-2;4,0;-2;2,221621,21,2021-11-17
1475,,,,,221885,21,2021-11-17
1476,0;-3;0,2;-1;-2,2;-2;-1,0;-3;-1,221893,21,2021-11-17
1477,,,,,222167,21,2021-11-17
1478,1;-4;0,3;-6;-2,0;-3;-2,-2;-1;-8,222170,21,2021-11-17
1479,,,,,222438,21,2021-11-17
1480,0;0;4,-3;-1;0,-2;-2;0,-1;-7;0,222445,21,2021-11-17
1481,,,,,222711,21,2021-11-17
1482,-7;-6;0,-7;-5;0,-9;-3;-1,-8;-4;-2,222714,21,2021-11-17
1483,,,,,222987,21,2021-11-17
1484,-6;-2;0,-9;0;-3,-9;-4;-4,-4;-2;-4,222996,21,2021-11-17
1485,,,,,223268,21,2021-11-17
1486,-8;-3;-6,-6;1;-6,-7;1;0,-9;-3;2,223270,21,2021-11-17
1487,,,,,223539,21,2021-11-17
1488,-6;-6;-1,-6;-6;-2,-7;-5;-1,-9;-5;1,223542,21,2021-11-17
1489,,,,,223812,21,2021-11-17
1490,-7;-4;0,-9;-8;0,-8;-9;2,-5;-4;0,223815,21,2021-11-17
1491,,,,,224081,21,2021-11-17
1492,-3;-7;-2,-3;-3;-2,-2;-9;-4,-2;-4;0,224084,21,2021-11-17
1493,,,,,224357,21,2021-11-17
1494,-1;-9;-1,-3;-6;-3,-2;-10;-1,-5;-1;0,224360,21,2021-11-17
1495,,,,,224630,21,2021-11-17
1496,-6;-7;0,-1;-19;-3,-1;-5;-1,-3;-10;-4,224632,21,2021-11-17
1497,,,,,224901,21,2021-11-17
1498,-4;-10;-8,-6;-4;-2,-8;-11;8,-8;-9;-4,224904,21,2021-11-17
1499,,,,,225170,21,2021-11-17
1500,-4;-6;-3,-7;-5;-1,-2;-11;-2,-3;-5;-4,225173,21,2021-11-17
1501,,,,,225452,21,2021-11-17
1502,-5;-8;3,-5;-8;0,-2;-5;-2,0;-3;-1,225455,21,2021-11-17
1503,,,,,225731,21,2021-11-17
1504,-2;-5;0,-1;-9;2,0;-12;0,0;-8;-3,225734,21,2021-11-17
1505,,,,,226002,21,2021-11-17
1506,4;-8;-1,-2;-2;0,0;-10;-2,1;-9;-2,226006,21,2021-11-17
1507,,,,,226282,21,2021-11-17
1508,-2;-4;0,-2;-5;0,0;-11;5,6;-22;-3,226285,21,2021-11-17
1509,,,,,226552,21,2021-11-17
1510,0;-14;0,3;-5;1,-1;1;22,0;-10;13,226555,21,2021-11-17
1511,,,,,226821,21,2021-11-17
1512,1;-5;1,-5;-3;0,1;-18;-2,4;6;15,226824,21,2021-11-17
1513,,,,,227091,21,2021-11-17
1514,3;-1;14,2;-17;-1,-8;-18;13,0;-10;0,227098,21,2021-11-17
1515,,,,,227360,21,2021-11-17
1516,-2;-3;-2,-2;0;0,6;-13;-8,-2;-5;25,227362,21,2021-11-17
1517,,,,,227632,21,2021-11-17
1518,4;1;-4,-1;-13;-8,11;-4;-25,3;-20;3,227641,21,2021-11-17
1519,,,,,227910,21,2021-11-17
1520,-2;-15;10,-6;-3;5,-2;-13;6,-5;-16;1,227913,21,2021-11-17
1521,,,,,228185,21,2021-11-17
1522,0;-15;-1,0;-10;-5,-6;-16;6,0;-15;3,228193,21,2021-11-17
1523,,,,,228467,21,2021-11-17
1524,-5;-16;0,-7;-9;0,-5;-13;-2,-3;-13;0,228469,21,2021-11-17
1525,,,,,228738,21,2021-11-17
1526,-2;-16;-1,0;-18;3,-3;-21;4,-3;-26;4,228741,21,2021-11-17
1527,,,,,229012,21,2021-11-17
1528,-1;-19;-7,-4;-13;-1,-1;-14;-4,-3;-16;-1,229015,21,2021-11-17
1529,,,,,229286,21,2021-11-17
1530,-3;-20;0,0;-14;-1,-6;-22;2,-6;-15;2,229289,21,2021-11-17
1531,,,,,229562,21,2021-11-17
1532,-4;-19;3,-9;-15;2,-6;-9;0,-9;-12;2,229565,21,2021-11-17
1533,,,,,229833,21,2021-11-17
1534,-2;-18;3,-7;-17;1,-10;-22;2,-8;-11;0,229835,21,2021-11-17
1535,,,,,230107,21,2021-11-17
1536,-6;-16;0,-8;-19;0,-5;-13;0,-11;-12;5,230110,21,2021-11-17
1537,,,,,230380,21,2021-11-17
1538,-7;-17;2,-5;-14;0,-13;-34;0,-18;-6;-1,230383,21,2021-11-17
1539,,,,,230660,21,2021-11-17
1540,-11;-22;9,-8;-8;14,-16;-10;14,-20;-4;-4,230663,21,2021-11-17
1541,,,,,230928,21,2021-11-17
1542,-9;-12;0,-12;-9;4,-19;-10;6,-12;-11;-9,230931,21,2021-11-17
1543,,,,,231201,21,2021-11-17
1544,-22;-12;5,-9;-9;0,-10;-12;2,-10;-13;-6,231204,21,2021-11-17
1545,,,,,231470,21,2021-11-17
1546,-14;-11;-6,-20;-15;0,-8;-10;0,-12;-8;0,231473,21,2021-11-17
1547,,,,,231745,21,2021-11-17
1548,-7;-12;-14,-15;-11;0,-10;-12;3,-16;-8;-10,231747,21,2021-11-17
1549,,,,,232014,21,2021-11-17
1550,-14;-7;5,-15;-13;14,-15;15;11,-13;-4;2,232016,21,2021-11-17
1551,,,,,232296,21,2021-11-17
1552,0;0;8,-7;-8;0,-10;-7;2,-22;0;12,232298,21,2021-11-17
1553,,,,,232564,21,2021-11-17
1554,-10;-2;0,-15;-5;13,-13;9;6,-7;3;-10,232567,21,2021-11-17
1555,,,,,232843,21,2021-11-17
1556,-8;0;-2,-13;-3;-5,0;-6;-16,-15;-4;-5,232846,21,2021-11-17
1557,,,,,233117,21,2021-11-17
1558,-9;-6;2,-6;-4;-4,-16;-6;6,-12;-11;5,233120,21,2021-11-17
1559,,,,,233394,21,2021-11-17
1560,-11;-4;0,-9;-4;-4,-6;2;3,-15;-5;-3,233396,21,2021-11-17
1561,,,,,233667,21,2021-11-17
1562,-13;2;-8,-14;-9;5,-11;-5;-6,-9;-6;2,233669,21,2021-11-17
1563,,,,,233939,21,2021-11-17
1564,-13;2;-3,-23;-5;8,-1;-27;-7,-11;-14;0,233974,21,2021-11-17
1565,,,,,234242,21,2021-11-17
1566,0;-12;-26,1;-10;-3,-11;0;-6,-18;-3;-6,234245,21,2021-11-17
1567,,,,,234518,21,2021-11-17
1568,-1;-4;-12,-14;2;5,-10;-18;17,-19;-13;29,234526,21,2021-11-17
1569,,,,,234791,21,2021-11-17
1570,-23;9;23,-21;-15;2,-21;-26;-6,-4;-4;-19,234795,21,2021-11-17
1571,,,,,235068,21,2021-11-17
1572,-12;0;0,-1;-7;-4,-6;4;-5,-13;1;5,235075,21,2021-11-17
1573,,,,,235348,21,2021-11-17
1574,-7;-15;20,-12;-4;-5,-14;-5;0,-18;-5;-6,235352,21,2021-11-17
1575,,,,,235618,21,2021-11-17
1576,-14;-4;-4,-7;-2;-11,-16;6;-4,-14;0;-3,235626,21,2021-11-17
1577,,,,,235893,21,2021-11-17
1578,-13;7;-1,-13;-1;0,-22;2;4,-8;1;-1,235896,21,2021-11-17
1579,,,,,236169,21,2021-11-17
1580,-15;1;-10,-11;4;-9,-27;17;-2,-9;24;7,236176,21,2021-11-17
1581,,,,,236441,21,2021-11-17
1582,-14;-7;-6,-14;-6;4,-1;-9;-15,-15;-9;-2,236444,21,2021-11-17
1583,,,,,236706,21,2021-11-17
1584,-18;-2;10,-16;-4;0,-16;-13;0,-21;8;4,236709,21,2021-11-17
1585,,,,,236982,21,2021-11-17
1586,-10;11;-5,-6;17;-13,-12;16;3,-15;8;-6,236985,21,2021-11-17
1587,,,,,237250,21,2021-11-17
1588,-18;1;2,-11;-1;-5,-12;12;-14,-19;2;0,237253,21,2021-11-17
1589,,,,,237528,21,2021-11-17
1590,-15;7;-9,-21;10;-6,-15;-1;-10,-17;3;-2,237531,21,2021-11-17
1591,,,,,237798,21,2021-11-17
1592,-13;7;2,-5;0;-17,-12;-4;-8,-11;5;-4,237800,21,2021-11-17
1593,,,,,238080,21,2021-11-17
1594,-16;-1;-6,-12;10;-5,-18;-2;0,-12;-1;-4,238083,21,2021-11-17
1595,,,,,238346,21,2021-11-17
1596,-16;0;8,-11;-4;6,-12;3;-5,-18;-5;-3,238349,21,2021-11-17
1597,,,,,238620,21,2021-11-17
1598,-11;-4;-5,-9;-1;0,-9;-1;-10,-10;-4;0,238623,21,2021-11-17
1599,,,,,238891,21,2021-11-17
1600,-12;-1;-4,-13;-1;-7,-13;3;0,-13;-4;-1,238894,21,2021-11-17
1601,,,,,239166,21,2021-11-17
1602,-17;-4;-2,-13;2;-2,-7;0;-12,-11;2;-10,239169,21,2021-11-17
1603,,,,,239433,21,2021-11-17
1604,-20;-3;5,-10;0;-10,-7;6;0,-8;-1;-8,239436,21,2021-11-17
1605,,,,,239714,21,2021-11-17
1606,-17;10;5,-9;-1;-12,-18;0;2,-13;-2;-3,239717,21,2021-11-17
1607,,,,,239984,21,2021-11-17
1608,-12;-6;-5,-1;3;-7,-8;-3;-5,-8;5;-8,239987,21,2021-11-17
1609,,,,,240260,21,2021-11-17
1610,-11;3;0,-2;4;-5,-9;4;2,-9;0;-3,240262,21,2021-11-17
1611,,,,,240538,21,2021-11-17
1612,-16;-6;-3,-5;3;-9,-16;-5;-3,-7;-4;-9,240541,21,2021-11-17
1613,,,,,240815,21,2021-11-17
1614,-18;0;7,-15;-10;-2,-10;-2;-4,-9;0;-13,240818,21,2021-11-17
1615,,,,,241087,21,2021-11-17
1616,-10;-6;-3,-13;-9;0,-10;0;-12,-23;-1;-1,241090,21,2021-11-17
1617,,,,,241356,21,2021-11-17
1618,-6;-1;-5,-18;-4;0,-8;-10;-7,-11;-7;-7,241364,21,2021-11-17
1619,,,,,241630,21,2021-11-17
1620,-16;-4;-5,-20;-2;-4,-11;-12;-7,-8;-7;-16,241632,21,2021-11-17
1621,,,,,241899,21,2021-11-17
1622,-13;-6;7,-17;0;8,-14;-3;-9,-12;-6;0,241907,21,2021-11-17
1623,,,,,242174,21,2021-11-17
1624,-10;-11;-5,-11;-5;-4,-18;0;-3,-8;0;-13,242178,21,2021-11-17
1625,,,,,242449,21,2021-11-17
1626,-21;0;2,-5;9;-12,-14;6;-5,-18;-4;-9,242458,21,2021-11-17
1627,,,,,242727,21,2021-11-17
1628,-16;-5;-12,-8;3;-15,-13;-2;5,-12;-5;-9,242731,21,2021-11-17
1629,,,,,242995,21,2021-11-17
1630,-9;-5;3,-16;3;11,-6;9;-8,-10;-9;-3,243002,21,2021-11-17
1631,,,,,243270,21,2021-11-17
1632,-20;2;-7,-5;4;-10,-9;-2;-4,-15;0;3,243273,21,2021-11-17
1633,,,,,243547,21,2021-11-17
1634,-7;15;-5,-12;2;2,-8;-1;4,-18;-8;13,243555,21,2021-11-17
1635,,,,,243827,21,2021-11-17
1636,-23;-3;5,-20;4;3,-3;0;0,-12;-7;6,243830,21,2021-11-17
1637,,,,,244099,21,2021-11-17
1638,-25;-9;0,-13;-5;2,-16;-2;1,-22;3;-10,244101,21,2021-11-17
1639,,,,,244379,21,2021-11-17
1640,-21;-4;-16,-11;5;-13,-10;4;-17,-13;1;-9,244382,21,2021-11-17
1641,,,,,244652,21,2021-11-17
1642,-15;4;2,-12;-5;-2,-8;2;-6,-4;6;0,244654,21,2021-11-17
1643,,,,,244927,21,2021-11-17
1644,-5;-3;-9,-12;1;3,-13;-1;6,-13;4;-2,244930,21,2021-11-17
1645,,,,,245198,21,2021-11-17
1646,-15;9;-6,-6;1;-17,-5;4;-13,-5;13;-20,245201,21,2021-11-17
1647,,,,,245472,21,2021-11-17
1648,-5;8;-4,-6;6;0,-6;2;3,-1;2;0,245474,21,2021-11-17
1649,,,,,245740,21,2021-11-17
1650,-14;-1;5,-13;1;-10,-15;3;-9,-16;3;-5,245743,21,2021-11-17
1651,,,,,246017,21,2021-11-17
1652,-16;-4;-3,-14;-4;-15,-14;-2;-8,-17;3;-12,246020,21,2021-11-17
1653,,,,,246284,21,2021-11-17
1654,-18;4;-20,-29;3;-7,-29;-8;-4,-17;7;-4,246287,21,2021-11-17
1655,,,,,246560,21,2021-11-17
1656,-15;5;-3,-28;0;0,-30;2;-12,-21;0;-4,246563,21,2021-11-17
1657,,,,,246830,21,2021-11-17
1658,-15;-7;-16,-23;5;-1,-20;-11;-14,-20;-3;7,246832,21,2021-11-17
1659,,,,,247104,21,2021-11-17
1660,-24;0;-8,-24;-4;-1,-29;2;8,-23;-5;-4,247107,21,2021-11-17
1661,,,,,247373,21,2021-11-17
1662,-21;-6;4,-29;-2;0,-29;13;-2,-26;-4;9,247376,21,2021-11-17
1663,,,,,247655,21,2021-11-17
1664,-21;-9;-13,-16;-1;-7,-17;-3;-3,-19;-1;-3,247658,21,2021-11-17
1665,,,,,247930,21,2021-11-17
1666,-18;-11;-24,-18;-5;-7,-26;3;1,-28;3;-19,247933,21,2021-11-17
1667,,,,,248211,21,2021-11-17
1668,-23;-7;2,-16;-9;0,-28;-10;7,-15;-10;-1,248214,21,2021-11-17
1669,,,,,248480,21,2021-11-17
1670,-18;-6;-3,-18;4;3,-18;8;5,-21;-3;-5,248483,21,2021-11-17
1671,,,,,248761,21,2021-11-17
1672,-16;-3;2,-19;-2;0,-23;-5;-3,-16;-5;0,248764,21,2021-11-17
1673,,,,,249031,21,2021-11-17
1674,-6;-1;-17,-16;-8;-7,-18;-5;-7,-18;-13;-12,249034,21,2021-11-17
1675,,,,,249307,21,2021-11-17
1676,-14;6;-12,-11;6;-11,-17;-4;-1,-21;-4;3,249316,21,2021-11-17
1677,,,,,249589,21,2021-11-17
1678,-24;-6;-2,-10;-7;-7,-17;-5;-4,-21;-12;-7,249592,21,2021-11-17
1679,,,,,249864,21,2021-11-17
1680,-19;-6;-7,-14;-3;-1,-16;-11;-1,-16;-3;0,249872,21,2021-11-17
1681,,,,,250132,21,2021-11-17
1682,-14;2;-12,-17;-6;-9,-8;0;-8,-12;0;-1,250135,21,2021-11-17
1683,,,,,250407,21,2021-11-17
1684,-13;-6;0,-9;-1;3,-6;-1;-7,-9;-2;-4,250416,21,2021-11-17
1685,,,,,250683,21,2021-11-17
1686,-8;-15;4,-5;-10;0,-9;-1;-1,-2;12;-8,250686,21,2021-11-17
1687,,,,,250953,21,2021-11-17
1688,-4;-5;-6,-6;-6;-7,0;3;-6,-10;-5;-4,250960,21,2021-11-17
1689,,,,,251233,21,2021-11-17
1690,-4;-2;-6,-9;-3;-12,-7;0;-3,0;-3;-7,251236,21,2021-11-17
1691,,,,,251508,21,2021-11-17
1692,-5;-5;-10,-2;-1;0,-4;-1;-6,-1;-7;-4,251536,21,2021-11-17
1693,,,,,251809,21,2021-11-17
1694,-4;1;0,0;1;0,-7;-5;0,-1;-5;-3,251811,21,2021-11-17
1695,,,,,252084,21,2021-11-17
1696,0;0;-2,-1;1;0,0;1;-7,-3;-3;-10,252087,21,2021-11-17
1697,,,,,252360,21,2021-11-17
1698,-1;2;-4,-1;-6;-2,0;-2;-2,5;-6;-8,252363,21,2021-11-17
1699,,,,,252628,21,2021-11-17
1700,0;-9;0,0;-6;2,4;-6;1,-2;-7;9,252632,21,2021-11-17
1701,,,,,252905,21,2021-11-17
1702,0;-8;0,0;-3;-2,4;-5;-5,7;-15;0,252908,21,2021-11-17
1703,,,,,253173,21,2021-11-17
1704,0;-11;-3,1;1;2,1;2;-4,0;0;-4,253175,21,2021-11-17
1705,,,,,253458,21,2021-11-17
1706,-1;-2;1,0;0;2,0;-2;3,4;-6;0,253461,21,2021-11-17
1707,,,,,253723,21,2021-11-17
1708,3;-10;-4,2;-1;3,-1;-3;1,-1;-1;2,253725,21,2021-11-17
1709,,,,,254040,21,2021-11-17
1710,2;-8;-3,1;-2;-4,3;-2;0,-1;-1;-6,254042,21,2021-11-17
1711,,,,,254313,21,2021-11-17
1712,1;-4;-2,1;0;2,6;-7;0,4;-6;2,254316,21,2021-11-17
1713,,,,,254586,21,2021-11-17
1714,3;0;4,6;-5;-12,4;-8;-1,5;-4;6,254596,21,2021-11-17
1715,,,,,254868,21,2021-11-17
1716,8;-5;1,7;-5;4,10;-6;-3,10;-6;4,254871,21,2021-11-17
1717,,,,,255137,21,2021-11-17
1718,10;-2;0,8;-5;0,8;-4;0,12;-3;1,255145,21,2021-11-17
1719,,,,,255412,21,2021-11-17
1720,11;-2;2,12;-5;-1,13;-5;-2,14;-2;-2,255415,21,2021-11-17
1721,,,,,255688,21,2021-11-17
1722,13;0;3,14;-9;1,13;-5;-4,18;0;0,255695,21,2021-11-17
1723,,,,,255963,21,2021-11-17
1724,17;-4;0,19;-8;7,16;-4;5,20;-5;3,255966,21,2021-11-17
1725,,,,,256232,21,2021-11-17
1726,20;-4;1,16;-1;1,17;-3;3,18;-3;6,256235,21,2021-11-17
1727,,,,,256507,21,2021-11-17
1728,17;-5;4,24;-4;4,20;-1;5,17;-3;6,256510,21,2021-11-17
1729,,,,,256783,21,2021-11-17
1730,22;-3;1,19;-5;3,21;-7;6,22;-4;8,256786,21,2021-11-17
1731,,,,,257065,21,2021-11-17
1732,21;-3;5,22;-1;5,19;-5;8,20;-6;3,257069,21,2021-11-17
1733,,,,,257337,21,2021-11-17
1734,17;-6;2,13;-7;1,15;-8;3,16;-1;5,257340,21,2021-11-17
1735,,,,,257615,21,2021-11-17
1736,18;-2;2,17;-4;4,18;-5;3,17;-6;1,257618,21,2021-11-17
1737,,,,,257890,21,2021-11-17
1738,12;-5;3,9;0;5,7;-3;3,3;-2;2,257893,21,2021-11-17
1739,,,,,258169,21,2021-11-17
1740,0;-4;0,1;-5;0,0;-7;0,0;-6;2,258172,21,2021-11-17
1741,,,,,258441,21,2021-11-17
1742,-2;-4;0,0;-5;0,0;-5;0,-5;-4;0,258444,21,2021-11-17
1743,,,,,258721,21,2021-11-17
1744,-7;-5;-2,-10;-2;-3,-9;-4;-2,-11;-6;0,258724,21,2021-11-17
1745,,,,,258991,21,2021-11-17
1746,-14;-5;-2,-14;-6;-1,-11;-5;-3,-15;-6;1,258994,21,2021-11-17
1747,,,,,259266,21,2021-11-17
1748,-12;-3;-2,-16;-6;-5,-16;-5;-9,-16;-7;-7,259273,21,2021-11-17
1749,,,,,259538,21,2021-11-17
1750,-13;-8;-2,-14;-5;-2,-17;-4;1,-16;-3;-4,259542,21,2021-11-17
1751,,,,,259805,21,2021-11-17
1752,-15;-5;-4,-16;-8;-1,-13;-2;-3,-15;-2;-2,259813,21,2021-11-17
1753,,,,,260079,21,2021-11-17
1754,-15;-3;-2,-16;-6;-3,-15;-6;-3,-13;-3;-6,260082,21,2021-11-17
1755,,,,,260348,21,2021-11-17
1756,-12;-4;0,-11;-3;-5,-13;-4;0,-9;-5;-3,260356,21,2021-11-17
1757,,,,,260618,21,2021-11-17
1758,-16;-2;-3,-13;-4;-2,-13;0;-3,-14;-5;-2,260621,21,2021-11-17
1759,,,,,260892,21,2021-11-17
1760,-13;3;-8,-13;-5;-5,-11;-2;-3,-14;-2;-3,260901,21,2021-11-17
1761,,,,,261168,21,2021-11-17
1762,-12;-2;-2,-10;-1;-2,-11;-2;-8,-10;-6;-2,261171,21,2021-11-17
1763,,,,,261443,21,2021-11-17
1764,-8;0;-3,-9;6;-9,-10;0;-3,-6;0;0,261451,21,2021-11-17
1765,,,,,261713,21,2021-11-17
1766,-10;7;-1,-8;4;-2,-13;3;-2,-7;2;-6,261716,21,2021-11-17
1767,,,,,261996,21,2021-11-17
1768,-21;0;-11,-7;-1;-7,-4;-2;-11,-15;8;1,261999,21,2021-11-17
1769,,,,,262282,21,2021-11-17
1770,-7;4;-2,-10;0;-2,-4;-1;-8,-10;-2;-6,262285,21,2021-11-17
1771,,,,,262557,21,2021-11-17
1772,-12;7;-4,-9;6;-1,1;1;-1,-7;10;1,262560,21,2021-11-17
1773,,,,,262833,21,2021-11-17
1774,-9;9;-2,-12;-2;-2,-5;-1;1,-5;3;-2,262836,21,2021-11-17
1775,,,,,263108,21,2021-11-17
1776,-3;0;-7,-3;-6;-5,-14;0;-1,-10;-3;-2,263110,21,2021-11-17
1777,,,,,263383,21,2021-11-17
1778,-5;-3;3,-6;1;6,3;-1;-2,-3;-15;-5,263386,21,2021-11-17
1779,,,,,263658,21,2021-11-17
1780,-4;-4;-1,-6;-2;-1,-4;-5;3,1;-7;-6,263660,21,2021-11-17
1781,,,,,263933,21,2021-11-17
